Cruise,BODC_stn,Orig_stn,ODV_type,Gear,Latitude[deg+veN],Longitude[deg+veE],W_depth[metres],yyyy-mm-ddThh24:mi:ss[GMT],Site,Bot_depth[metres],Bot_press[db],BODC_bot,Bot_Flag,Rosette_Pos,Firing_Seq,Bot_Ref,A8308246[#/ml],QV:BODC,B557AA66[#/ml],QV:BODC,B66018BB[#/ml],QV:BODC,C029888B[#/ml],QV:BODC,C0A80663[#/ml],QV:BODC,C5558380[#/ml],QV:BODC,C8B43B67[#/ml],QV:BODC,CBCCM00Z[#/ml],QV:BODC,CBSDM00Z[#/ml],QV:BODC,E3008126[#/ml],QV:BODC,E3494120[#/ml],QV:BODC,E6729813[#/ml],QV:BODC,F6114A16[#/ml],QV:BODC,G4235075[#/ml],QV:BODC,G516222B[#/ml],QV:BODC,G8B59073[#/ml],QV:BODC,I29950A6[#/ml],QV:BODC,I3A97A37[#/ml],QV:BODC,J1214333[#/ml],QV:BODC,J2068836[#/ml],QV:BODC,J61170A1[#/ml],QV:BODC,K0403920[#/ml],QV:BODC,K93784B0[#/ml],QV:BODC,L55A4974[#/ml],QV:BODC,L9869A57[#/ml],QV:BODC,LA5A435A[#/ml],QV:BODC,M0B57330[#/ml],QV:BODC,M225B210[mg/m^3],QV:BODC,M7632975[#/ml],QV:BODC,M8A61155[#/ml],QV:BODC,MAA85A35[#/ml],QV:BODC,N631A4BB[#/ml],QV:BODC,N7185647[#/ml],QV:BODC,O2001914[#/ml],QV:BODC,O794B55B[#/ml],QV:BODC,OA76A1A9[#/ml],QV:BODC,P012M00Z[#/ml],QV:BODC,P012M02Z[#/ml],QV:BODC,P012M03Z[#/ml],QV:BODC,P018M04Z[#/ml],QV:BODC,P018M07Z[#/ml],QV:BODC,P028M01Z[#/ml],QV:BODC,P030M00Z[#/ml],QV:BODC,P030M01Z[#/ml],QV:BODC,P030M02A[#/ml],QV:BODC,P030M02Z[#/ml],QV:BODC,P030M05Z[#/ml],QV:BODC,P030M09Z[#/ml],QV:BODC,P030M10Z[#/ml],QV:BODC,P030M19Z[#/ml],QV:BODC,P030M20Z[#/ml],QV:BODC,P030M21Z[#/ml],QV:BODC,P030M36Z[#/ml],QV:BODC,P030M43Z[#/ml],QV:BODC,P030M48Z[#/ml],QV:BODC,P030M54Z[#/ml],QV:BODC,P030M56Z[#/ml],QV:BODC,P030M72Z[#/ml],QV:BODC,P030M73Z[#/ml],QV:BODC,P030M80Z[#/ml],QV:BODC,P033M01Z[#/ml],QV:BODC,P034M24Z[#/ml],QV:BODC,P039M00Z[#/ml],QV:BODC,P039M01Z[#/ml],QV:BODC,P039M02Z[#/ml],QV:BODC,P048M02Z[#/ml],QV:BODC,P048M03Z[#/ml],QV:BODC,P058M01Z[#/ml],QV:BODC,P061M01Z[#/ml],QV:BODC,P061M10Z[#/ml],QV:BODC,P068M01Z[#/ml],QV:BODC,P068M02Z[#/ml],QV:BODC,P073M10Z[#/ml],QV:BODC,P074M07Z[#/ml],QV:BODC,P074M14Z[#/ml],QV:BODC,P074M18Z[#/ml],QV:BODC,P074M61Z[#/ml],QV:BODC,P081M01Z[#/ml],QV:BODC,P084M00Z[#/ml],QV:BODC,P084M25Z[#/ml],QV:BODC,P087M00Z[#/ml],QV:BODC,P093M02E[#/ml],QV:BODC,P093M02F[#/ml],QV:BODC,P093M02G[#/ml],QV:BODC,P093M02J[#/ml],QV:BODC,P093M07A[#/ml],QV:BODC,P093M09Z[#/ml],QV:BODC,P093M10Z[#/ml],QV:BODC,P093M12Z[#/ml],QV:BODC,P093M13Z[#/ml],QV:BODC,P093M14E[#/ml],QV:BODC,P093M23A[#/ml],QV:BODC,P093M23B[#/ml],QV:BODC,P101M01Z[#/ml],QV:BODC,P105M00Z[#/ml],QV:BODC,P109M00Z[#/ml],QV:BODC,P110M01Z[#/ml],QV:BODC,P110M02Z[#/ml],QV:BODC,P111M00A[#/ml],QV:BODC,P111M00B[#/ml],QV:BODC,P111M00D[#/ml],QV:BODC,P111M00E[#/ml],QV:BODC,P111M00F[#/ml],QV:BODC,P111M00Q[#/ml],QV:BODC,P111M07Z[#/ml],QV:BODC,P111M10Z[#/ml],QV:BODC,P112M03Z[#/ml],QV:BODC,P118M00Z[#/ml],QV:BODC,P207M02Z[#/ml],QV:BODC,P213M05Z[#/ml],QV:BODC,P213M08Z[#/ml],QV:BODC,P213M09Z[#/ml],QV:BODC,P213M15Z[#/ml],QV:BODC,P213M21Z[#/ml],QV:BODC,P213M26Z[#/ml],QV:BODC,P213M30Z[#/ml],QV:BODC,P213M34Z[#/ml],QV:BODC,P213M37Z[#/ml],QV:BODC,P219M03Z[#/ml],QV:BODC,P219M18Z[#/ml],QV:BODC,P219M52Z[#/ml],QV:BODC,P228M00Z[#/ml],QV:BODC,P228M14Z[#/ml],QV:BODC,P228M17Z[#/ml],QV:BODC,P228M19Z[#/ml],QV:BODC,P229M00C[#/ml],QV:BODC,P229M00D[#/ml],QV:BODC,P230M04Z[#/ml],QV:BODC,P230M11Z[#/ml],QV:BODC,P230M15A[#/ml],QV:BODC,P2343B15[#/ml],QV:BODC,P235M00Z[#/ml],QV:BODC,P240M02Z[#/ml],QV:BODC,P257M04Z[#/ml],QV:BODC,P257M05Z[#/ml],QV:BODC,P257M06Z[#/ml],QV:BODC,P257M07Z[#/ml],QV:BODC,P257M08Z[#/ml],QV:BODC,P257M09Z[#/ml],QV:BODC,P257M12Z[#/ml],QV:BODC,P266M00Z[#/ml],QV:BODC,P315M00Z[#/ml],QV:BODC,P322M00Z[#/ml],QV:BODC,P338M00Z[#/ml],QV:BODC,P339M00Z[#/ml],QV:BODC,P345M00C[#/ml],QV:BODC,P349M01Z[#/ml],QV:BODC,P349M02Z[#/ml],QV:BODC,P349M20Z[#/ml],QV:BODC,P353M01Z[#/ml],QV:BODC,P353M02Z[#/ml],QV:BODC,P356M00Z[#/ml],QV:BODC,P358M06Z[#/ml],QV:BODC,P358M25Z[#/ml],QV:BODC,P358M48Z[#/ml],QV:BODC,P360M01Z[#/ml],QV:BODC,P361M01Z[#/ml],QV:BODC,P366M00A[#/ml],QV:BODC,P366M00B[#/ml],QV:BODC,P366M92Z[#/ml],QV:BODC,P370M00A[#/ml],QV:BODC,P370M00Z[#/ml],QV:BODC,P371M00Z[#/ml],QV:BODC,P378M00Z[#/ml],QV:BODC,P400M00A[#/ml],QV:BODC,P400M00E[#/ml],QV:BODC,P400M00F[#/ml],QV:BODC,P400M00K[#/ml],QV:BODC,P400M00R[#/ml],QV:BODC,P404M04Z[#/ml],QV:BODC,P410M00A[#/ml],QV:BODC,P410M00B[#/ml],QV:BODC,P411M01Z[#/ml],QV:BODC,P412M01Z[#/ml],QV:BODC,P413M00Z[#/ml],QV:BODC,P414M01Z[#/ml],QV:BODC,P416M01Z[#/ml],QV:BODC,P417M00Z[#/ml],QV:BODC,P419M01Z[#/ml],QV:BODC,P421M01Z[#/ml],QV:BODC,P425M01Z[#/ml],QV:BODC,P427M00Z[#/ml],QV:BODC,P428M01Z[#/ml],QV:BODC,P429M00Z[#/ml],QV:BODC,P432M01Z[#/ml],QV:BODC,P433M00Z[#/ml],QV:BODC,P434M00Z[#/ml],QV:BODC,P436M00Z[#/ml],QV:BODC,P439M00Z[#/ml],QV:BODC,P440M02Z[#/ml],QV:BODC,P445M00A[#/ml],QV:BODC,P445M06Z[#/ml],QV:BODC,P446M00Z[#/ml],QV:BODC,P448M01Z[#/ml],QV:BODC,P449M00Z[#/ml],QV:BODC,P449M01Z[#/ml],QV:BODC,P451M00Z[#/ml],QV:BODC,P451M01Z[#/ml],QV:BODC,P452M00Z[#/ml],QV:BODC,P454M01Z[#/ml],QV:BODC,P490M90Z[#/ml],QV:BODC,P499A285[#/ml],QV:BODC,P500M17Z[#/ml],QV:BODC,P521M05B[#/ml],QV:BODC,P521M05C[#/ml],QV:BODC,P532M00Z[#/ml],QV:BODC,P56A274B[#/ml],QV:BODC,P861M00Z[#/ml],QV:BODC,P968M00Z[#/ml],QV:BODC,P981M00Z[#/ml],QV:BODC,P983M01Z[#/ml],QV:BODC,P984M00Z[#/ml],QV:BODC,P985M00A[#/ml],QV:BODC,P985M00B[#/ml],QV:BODC,P985M00C[#/ml],QV:BODC,P985M00Z[#/ml],QV:BODC,P986M00Z[#/ml],QV:BODC,P988M01Z[#/ml],QV:BODC,P989M00Z[#/ml],QV:BODC,P990M01Z[#/ml],QV:BODC,P991M01Z[#/ml],QV:BODC,P992M01Z[#/ml],QV:BODC,P993M01Z[#/ml],QV:BODC,P995M01Z[#/ml],QV:BODC,P996M00Z[#/ml],QV:BODC,P997M00Z[#/ml],QV:BODC,Q572439B[#/ml],QV:BODC,RB6272A6[mg/m^3],QV:BODC,S52837B1[#/ml],QV:BODC,S7338A30[mg/m^3],QV:BODC,U4A0A142[#/ml],QV:BODC,UB075204[#/ml],QV:BODC,V10B860B[#/ml],QV:BODC,V80191A4[#/ml],QV:BODC,V8B7A236[#/ml],QV:BODC,V9A9698B[#/ml],QV:BODC,W1110529[#/ml],QV:BODC,W3291431[#/ml],QV:BODC,WA006877[#/ml],QV:BODC,X2827BB0[#/ml],QV:BODC,XA130594[#/ml],QV:BODC,XAA60639[mg/m^3],QV:BODC
AMT1,1502344,CTD04,b,CTD,42.2547,-20.0313, ,28/09/1995 13:39,-,8,8.1,501667,0, , , ,0, ,0, ,0, ,0,I,0, ,8,A,0, ,37459,C,,N,1,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,1,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0.02, ,0, ,0, ,0, ,0, ,0, ,0, ,0.08, ,0, ,0, ,0, ,0.08, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.02, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0,C,0,I,0, ,0, ,0, ,0.56,I,19.76,I,0.04,C,0, ,0.88,C,0, ,0, ,0, ,0.02, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0.32, ,0, ,0, ,0.16, ,0, ,0, ,0.08,I,0, ,0, ,0,C,0, ,0, ,0.16, ,2.8, ,0,C,0.08,I,0,I,0, ,0.08, ,499.29, ,0, ,0, ,242.08, ,0, ,6.84, ,0.16, ,0, ,0, ,0, ,0,I,0, ,0, ,0.08,I,0, ,0.12,C,1.42, ,0.02,I,0.08, ,0.28,I,0, ,0,I,0,I,0,I,0.08,I,0.02, ,0.04,I,0.02, ,0.02,I,1.51, ,1.51,I,0, ,0, ,0, ,25.72,I,0, ,,N,0, ,0, ,0,I,0,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,0.64, ,0.08, ,,N,0.24,I,0, ,0, ,0, ,0, ,0, ,0, ,0.26, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,0, ,0, ,0, ,,N
AMT1,1502344,CTD04,b,CTD,42.2547,-20.0313, ,28/09/1995 13:39,-,61.4,61.9,501664,0, , , ,0, ,0, ,0, ,0,I,0, ,15,A,0, ,69275,C,,N,0,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,1,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0.06, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,2.88, ,0, ,0, ,0.16,I,0, ,0,I,0.04, ,0, ,0, ,0, ,0, ,0.04, ,0, ,0, ,0, ,0, ,0, ,0.02, ,0, ,0, ,0,I,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0,I,0.02, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0.02, ,0, ,0, ,0, ,0, ,0.02, ,0,C,0,C,0,C,0,I,0, ,0, ,0, ,0.08,I,0.64,I,0,C,0, ,1.44,C,0, ,0.02, ,0, ,0, ,0, ,0, ,0, ,0.16, ,0, ,0, ,0,I,0.08,I,0,I,0,I,0,I,0, ,0, ,0, ,0, ,0.02, ,0, ,0.16,I,0, ,0, ,0,C,0, ,0, ,0, ,0.32, ,0.02,C,0.24,I,0.02,I,0, ,0, ,1611.34, ,0, ,0, ,279.91, ,0, ,0, ,0.08, ,0, ,0, ,0, ,0.08,I,0, ,0, ,0,I,0, ,0.04,C,0, ,0.16,I,0, ,0.02,I,0.02, ,3.03,I,0,I,0,I,0,I,0.1, ,0,I,0.02, ,0.04,I,25.72, ,9.08,I,0, ,1.51, ,3.03, ,0.04,I,0.02, ,,N,0, ,0, ,0.02,I,0,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,1.52, ,0.08, ,,N,0,I,0, ,0.02, ,0, ,0, ,0, ,0, ,0.34, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,0, ,0, ,0, ,,N
AMT1,1502345,CTD05,b,CTD,37.9106,-19.9905, ,29/09/1995 13:24,-,7.7,7.8,501675,0, , , ,0, ,0, ,0, ,0,I,0, ,15,A,0, ,0,C,,N,0,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,1,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.08, ,0.02, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0.04, ,0, ,0, ,0, ,0, ,0, ,0.16, ,0, ,0, ,0, ,0.8, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0,C,0,I,0.02, ,0, ,0.08, ,0.64,I,0,I,0,C,0, ,1.12,C,0, ,0, ,0, ,0, ,0, ,0, ,0.08, ,0, ,0, ,0, ,0.16,I,0.16,I,0,I,0.08,I,0,I,0.16, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0.02,C,0, ,0, ,0, ,0.72, ,0,C,0.08,I,0.02,I,0, ,0.16, ,461.46, ,0.16, ,15.13, ,121.04, ,0, ,0, ,0.04, ,6.05, ,0.02, ,0, ,0.04,I,0, ,0, ,0,I,0, ,0,C,1.3, ,0.02,I,0, ,0,I,0, ,0,I,0,I,0,I,0.08,I,0.04, ,0,I,0.06, ,0.1,I,1.51, ,1.51,I,0.04, ,0, ,0, ,0,I,0, ,,N,0, ,0, ,0,I,0.24,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,1.28, ,0.16, ,,N,0.24,I,0, ,0, ,0, ,0, ,0, ,0, ,0.28, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,0, ,0, ,0, ,,N
AMT1,1502345,CTD05,b,CTD,37.9106,-19.9905, ,29/09/1995 13:24,-,89.8,90.5,501671,0, , , ,0, ,0, ,0, ,0,I,0, ,15,A,0, ,34007,C,,N,0,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,0,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.16, ,0, ,0, ,0, ,1.52, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.02, ,0, ,0, ,0, ,0,I,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0.02, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0,C,0,I,0, ,0, ,0, ,0.24,I,0,I,0,C,0, ,1.2,C,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.08, ,0, ,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0, ,0.08, ,0.24, ,0,C,0.24,I,0,I,0, ,0.08, ,839.72, ,0, ,0, ,173.99, ,0, ,0, ,0, ,0, ,0, ,0.36, ,0.34,I,0.04, ,0, ,0,I,0, ,0,C,0, ,0.18,I,0, ,0,I,0, ,0.02,I,0,I,0,I,0,I,0, ,0,I,0.02, ,0.12,I,1.51, ,6.06,I,0, ,0, ,0, ,0,I,0, ,,N,0, ,0.16, ,0,I,0.08,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,0.8, ,0, ,,N,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0.04, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,0, ,0, ,0, ,,N
AMT1,1502346,CTD06,b,CTD,33.5971,-20.8778, ,30/09/1995 13:25,-,6.9,6.9,501681,0, , , ,0, ,0, ,0, ,0,I,0, ,15,A,0, ,18893,C,,N,0,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,0,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0.06, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0.02,C,0,I,0, ,0, ,0, ,0,I,1.04,I,0,C,0, ,1.6,C,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0.16, ,0, ,0, ,0, ,0, ,0, ,0.08,I,0, ,0, ,0.02,C,0, ,0.02, ,0, ,1.76, ,0.04,C,0.16,I,0,I,0, ,0, ,658.15, ,0, ,0, ,204.25, ,0, ,0, ,0, ,3.03, ,0.08, ,0, ,0.04,I,0, ,0, ,0,I,0, ,0,C,0.3, ,0.12,I,0.1, ,0.04,I,0, ,0,I,0,I,0,I,0.02,I,0.12, ,0,I,0.22, ,0.06,I,7.56, ,1.51,I,0.08, ,0, ,1.51, ,0.14,I,0, ,,N,0, ,0, ,0,I,0,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,1.44, ,0, ,,N,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0.06, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,1, ,0, ,0, ,,N
AMT1,1502346,CTD06,b,CTD,33.5971,-20.8778, ,30/09/1995 13:25,-,109.1,109.9,501517,0, , , ,0, ,0, ,0, ,0,I,0, ,0,A,0, ,22671,C,,N,0,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,0,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.08, ,0, ,0, ,0, ,0.8, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0.24,I,0.02,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0,I,0.02, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0.02,C,0,I,0, ,0, ,0, ,0,I,0.08,I,0,C,0, ,1.12,C,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0, ,0, ,0.02, ,0.08,I,0, ,0, ,0,C,0, ,0, ,0, ,0.08, ,0,C,0.24,I,0.02,I,0, ,0, ,529.55, ,0.24, ,0, ,90.78, ,0, ,0, ,0, ,1.51, ,0, ,0, ,0,I,0, ,0, ,0,I,0, ,9.08,C,0, ,0.18,I,0, ,0,I,0.02, ,0,I,0,I,0,I,0,I,0, ,0.94,I,0, ,0.14,I,0, ,0,I,0, ,0, ,0, ,0.12,I,0, ,,N,0, ,0, ,0,I,0,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,1.36, ,0.16, ,,N,0,I,0, ,0.12, ,0, ,7.56, ,0, ,0, ,0.06, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,0, ,0, ,0, ,,N
AMT1,1502347,CTD07,b,CTD,27.3734,-21.8312, ,02/10/1995 14:34,-,7.8,7.9,501687,0, , , ,0, ,0, ,0, ,0,I,0, ,0,A,0, ,12595,C,,N,0,I,0, ,0,I,1,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,1,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0.04, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0,C,0,I,0, ,0, ,0, ,0.4,I,1.52,I,0,C,0, ,2.08,C,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0.24,I,0.02,I,0.08,I,0,I,0.16, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0, ,0.02, ,1.68, ,0,C,0,I,0,I,0, ,0, ,627.89, ,0, ,7.56, ,189.13, ,0.08, ,0, ,0.14, ,7.56, ,0.02, ,0, ,0.06,I,0, ,0, ,0,I,0, ,0,C,0.52, ,0.12,I,0, ,0,I,0, ,0,I,0,I,0,I,0,I,0.02, ,0,I,0.26, ,0.02,I,3.03, ,0,I,0, ,0, ,0, ,0.16,I,0, ,,N,0, ,0, ,0,I,0,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,0.88, ,0.08, ,,N,0.48,I,0, ,0, ,0, ,0, ,0, ,0, ,0.1, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,1, ,0, ,0, ,,N
AMT1,1502347,CTD07,b,CTD,27.3734,-21.8312, ,02/10/1995 14:34,-,81.2,81.8,501520,0, , , ,0, ,0, ,0, ,0,I,0, ,45,A,0, ,37903,C,,N,0,I,0, ,0,I,0,I,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,,N,0,C,0,C,0,C,0, ,0,I,0, ,0,I,0, ,0,I,0, ,0,C,0, ,0, ,0, ,0,I,0, ,0.24, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.24, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.56, ,0, ,0, ,0,I,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0.16, ,0, ,0,I,0, ,0, ,0,I,0.08,I,0,I,0,I,0,I,0,I,0, ,0, ,0, ,0,I,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,C,0,C,0,C,0.02,I,0, ,0, ,0, ,0.08,I,0.4,I,0,C,0, ,0.8,C,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,I,0,I,0,I,0,I,0,I,0.08, ,0, ,0, ,0, ,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0, ,0, ,0.24, ,0,C,0.16,I,0,I,0, ,0.08, ,975.88, ,0, ,0, ,113.48, ,0, ,0, ,0, ,3.03, ,0, ,0, ,0.38,I,0, ,0, ,0,I,0, ,0,C,0, ,0.06,I,0, ,0,I,0, ,0,I,0,I,0,I,0,I,0, ,0.04,I,0, ,0.19,I,0, ,0,I,0.02, ,0, ,0, ,0,I,0.02, ,,N,0, ,0.16, ,0.08,I,0.08,I,0, ,0, ,,N,,N,0,I,0, ,0, ,0, ,0.96, ,0.08, ,,N,0,I,0, ,0, ,0, ,16.64, ,0.2, ,0, ,0, ,0,I,0,I,0, ,,N,0, ,,N,0, ,0, ,0,I,0, ,0, ,0,C,0, ,0,C,0, ,0, ,0, ,,N
