Cruise,BODC_stn,Orig_stn,ODV_type,Gear,Latitude[deg+veN],Longitude[deg+veE],W_depth[metres],yyyy-mm-ddThh24:mi:ss[GMT],Site,Bot_depth[metres],Bot_press[db],BODC_bot,Bot_Flag,Rosette_Pos,Firing_Seq,Bot_Ref,ABCRHPP1[ng/l],QV:BODC,ABCRSDP1[ng/l],QV:BODC,ALLOHPP1[ng/l],QV:BODC,ALLOSDP1[ng/l],QV:BODC,ANTHHPP1[ng/l],QV:BODC,ANTHSDP1[ng/l],QV:BODC,ASTAXHP1[ng/l],QV:BODC,ASTAXHSD[ng/l],QV:BODC,BBCAHPP1[ng/l],QV:BODC,BBCASDP1[ng/l],QV:BODC,BECAHPP1[ng/l],QV:BODC,BECASDP1[ng/l],QV:BODC,BUTAHPP1[ng/l],QV:BODC,BUTASDP1[ng/l],QV:BODC,C1C2HPP1[ng/l],QV:BODC,C1C2SDP1[ng/l],QV:BODC,C2MEHPC1[ng/l],QV:BODC,C2MEHPCU[ng/l],QV:BODC,C2MEHPE1[ng/l],QV:BODC,C2MEHUCU[ng/l],QV:BODC,C2MEHUE1[ng/l],QV:BODC,CANXHPP1[ng/l],QV:BODC,CBDVHPP1[ng/l],QV:BODC,CBDVSDP1[ng/l],QV:BODC,CHLBHPP1[ng/l],QV:BODC,CHLBSDP1[ng/l],QV:BODC,CHLC1HP1[ng/l],QV:BODC,CHLC1HSD[ng/l],QV:BODC,CHLCHPP1[ng/l],QV:BODC,CHLCSDP1[ng/l],QV:BODC,CIDAHPP1[ng/l],QV:BODC,CIDASDP1[ng/l],QV:BODC,CIDBHPP1[ng/l],QV:BODC,CIDBSDP1[ng/l],QV:BODC,CLAAHPP1[ng/l],QV:BODC,CLAASDP1[ng/l],QV:BODC,CLAEHPP1[ng/l],QV:BODC,CLAESDP1[ng/l],QV:BODC,CLC2HPP1[ng/l],QV:BODC,CLC2SDP1[ng/l],QV:BODC,CLC3HPP1[ng/l],QV:BODC,CLC3SDP1[ng/l],QV:BODC,CPHLFLP1[mg/m^3],QV:BODC,CPHLHPP1[mg/m^3],QV:BODC,DIADHPP1[ng/l],QV:BODC,DIADSDP1[ng/l],QV:BODC,DIATHPP1[ng/l],QV:BODC,DIATSDP1[ng/l],QV:BODC,DINXHPP1[ng/l],QV:BODC,DINXSDP1[ng/l],QV:BODC,DVCAHPP1[ng/l],QV:BODC,DVCASDP1[ng/l],QV:BODC,DVCBHPP1[ng/l],QV:BODC,DVCBSDP1[ng/l],QV:BODC,FUCSHPP1[ng/l],QV:BODC,FUCXHPP1[ng/l],QV:BODC,FUCXSDP1[ng/l],QV:BODC,GDHPLC01[ng/l],QV:BODC,GDIESDP1[ng/l],QV:BODC,HEXOHPP1[ng/l],QV:BODC,HEXOSDP1[ng/l],QV:BODC,HEXSHPP1[ng/l],QV:BODC,K4HXHPP1[ng/l],QV:BODC,LUTNHPP1[ng/l],QV:BODC,LUTNSDP1[ng/l],QV:BODC,M320HPP1[ng/l],QV:BODC,M335HPP1[ng/l],QV:BODC,MAASHPP1[ng/l],QV:BODC,MASTHPP1[ng/l],QV:BODC,MDCAHPP1[ng/l],QV:BODC,MDVPHPP1[ng/l],QV:BODC,MDVPSDP1[ng/l],QV:BODC,MEPAHPP1[ng/l],QV:BODC,MM2GHPP1[ng/l],QV:BODC,MMMSHPP1[ng/l],QV:BODC,MMMTHPP1[ng/l],QV:BODC,MMSEHPP1[ng/l],QV:BODC,MMYGHPP1[ng/l],QV:BODC,MMYTHPP1[ng/l],QV:BODC,MPALHPP1[ng/l],QV:BODC,MPASHPP1[ng/l],QV:BODC,MPNEHPP1[ng/l],QV:BODC,MPOLHPP1[ng/l],QV:BODC,MPORHPP1[ng/l],QV:BODC,MPSSHPP1[ng/l],QV:BODC,MSHIHPP1[ng/l],QV:BODC,MSMEHPP1[ng/l],QV:BODC,MUSUHPP1[ng/l],QV:BODC,MVACHPP1[ng/l],QV:BODC,MVACSDP1[ng/l],QV:BODC,MVC3HPP1[ng/l],QV:BODC,MZPAHPP1[ng/l],QV:BODC,NEOXHPP1[ng/l],QV:BODC,NEOXSDP1[ng/l],QV:BODC,PBAXHPP1[ng/l],QV:BODC,PBAXSDP1[ng/l],QV:BODC,PBBXHPP1[ng/l],QV:BODC,PBZZHPP1[ng/l],QV:BODC,PERIHPP1[ng/l],QV:BODC,PERISDP1[ng/l],QV:BODC,PRFUHPP1[ng/l],QV:BODC,PRSXHPP1[ng/l],QV:BODC,PRSXSDP1[ng/l],QV:BODC,PTAXHPP1[ng/l],QV:BODC,PTAXSDP1[ng/l],QV:BODC,PTBXHPP1[ng/l],QV:BODC,PTBXSDP1[ng/l],QV:BODC,PTZZHPP1[ng/l],QV:BODC,PYPTHPP1[ng/l],QV:BODC,SDCLHPP1[mg/m^3],QV:BODC,VILXHPP1[ng/l],QV:BODC,VILXSDP1[ng/l],QV:BODC,VINEHPP1[ng/l],QV:BODC,VINESDP1[ng/l],QV:BODC,ZELUHPP1[ng/l],QV:BODC,ZELUSDP1[ng/l],QV:BODC,ZEOXHPP1[ng/l],QV:BODC,ZEOXSDP1[ng/l],QV:BODC
AMT5,1502288,AMT5028,b,CTD,-46.0463,-56.695,4851.5,15/10/1997 12:14,-,251,253.2,503433,0, , , ,,N,,N,0, ,,N,,N,,N,,N,,N,0, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,0, ,,N,0.02, ,0, ,0, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,0, ,,N,,N,,N,0, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,0, ,,N,,N,,N,,N,,N,0, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,2.8,2.8,503465,0, , , ,,N,,N,28.48, ,,N,,N,,N,,N,,N,32.87, ,,N,,N,,N,45.53, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,230.65, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,84.87, ,,N,21.05, ,,N,,N,0.9485, ,60.39, ,,N,7.27, ,,N,,N,,N,0, ,,N,0, ,,N,,N,53.62, ,,N,,N,,N,169.32, ,,N,,N,,N,17.68, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,10.11, ,,N,,N,,N,13.68, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,61.42, ,,N,,N,,N,,N,,N,7, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,11.2,11.3,503464,0, , , ,,N,,N,30.73, ,,N,,N,,N,,N,,N,29.4, ,,N,,N,,N,51.77, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,226.72, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,84.56, ,,N,22.62, ,,N,,N,0.9304, ,60.27, ,,N,6.88, ,,N,,N,,N,0, ,,N,0, ,,N,,N,56.23, ,,N,,N,,N,161.09, ,,N,,N,,N,18.45, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,11.62, ,,N,,N,,N,14.48, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,57.4, ,,N,,N,,N,,N,,N,6.5, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,21.2,21.4,503463,0, , , ,,N,,N,30.74, ,,N,,N,,N,,N,,N,32.46, ,,N,,N,,N,49.19, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,251.2, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,81.85, ,,N,20.73, ,,N,,N,0.9456, ,60.49, ,,N,5.44, ,,N,,N,,N,0, ,,N,0, ,,N,,N,58.57, ,,N,,N,,N,164.41, ,,N,,N,,N,15.68, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,14.1, ,,N,,N,,N,13.08, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,56.16, ,,N,,N,,N,,N,,N,8.05, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,30.9,31.2,503462,0, , , ,,N,,N,29.66, ,,N,,N,,N,,N,,N,31.23, ,,N,,N,,N,46.69, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,201.55, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,82.87, ,,N,23.35, ,,N,,N,0.8167, ,60.61, ,,N,9.74, ,,N,,N,,N,0, ,,N,0, ,,N,,N,52.77, ,,N,,N,,N,157.16, ,,N,,N,,N,20.14, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,12.11, ,,N,,N,,N,15.37, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,45.04, ,,N,,N,,N,,N,,N,10.52, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,41.2,41.6,503490,0, , , ,,N,,N,31.3, ,,N,,N,,N,,N,,N,30.31, ,,N,,N,,N,51.29, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,236.57, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,89.51, ,,N,24.2, ,,N,,N,0.9492, ,50.72, ,,N,6.42, ,,N,,N,,N,0, ,,N,0, ,,N,,N,57.73, ,,N,,N,,N,179.26, ,,N,,N,,N,14.49, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,13.27, ,,N,,N,,N,13.61, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,52.95, ,,N,,N,,N,,N,,N,6, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,61.3,61.8,503461,0, , , ,,N,,N,13.64, ,,N,,N,,N,,N,,N,11.62, ,,N,,N,,N,33.73, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,146.61, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,58.01, ,,N,29.07, ,,N,,N,0.5735, ,19.93, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,51.07, ,,N,,N,,N,193.96, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,9.82, ,,N,,N,,N,8.69, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,15.76, ,,N,,N,,N,,N,,N,3.65, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,81.1,81.8,503460,0, , , ,,N,,N,4.28, ,,N,,N,,N,,N,,N,5.9, ,,N,,N,,N,25.36, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,83.49, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,30.09, ,,N,16.71, ,,N,,N,0.2913, ,9.8, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,39.68, ,,N,,N,,N,80.39, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,15.7, ,,N,,N,,N,1.23, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,8.36, ,,N,,N,,N,,N,,N,1.27, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,101,101.9,503459,0, , , ,,N,,N,4.03, ,,N,,N,,N,,N,,N,4.26, ,,N,,N,,N,25.02, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,47.88, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,23.88, ,,N,13.45, ,,N,,N,0.2331, ,8.17, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,29.46, ,,N,,N,,N,65.6, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,14.81, ,,N,,N,,N,2.37, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,5.92, ,,N,,N,,N,,N,,N,0, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,121.2,122.3,503458,0, , , ,,N,,N,2.32, ,,N,,N,,N,,N,,N,2.99, ,,N,,N,,N,17.45, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,18.15, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,14.2, ,,N,9.07, ,,N,,N,0.1612, ,4.11, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,24.19, ,,N,,N,,N,46.67, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.47, ,,N,,N,,N,2.18, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,3.21, ,,N,,N,,N,,N,,N,0, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,181.7,183.3,503457,0, , , ,,N,,N,1.4, ,,N,,N,,N,,N,,N,2.33, ,,N,,N,,N,7.81, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.3, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.24, ,,N,4.51, ,,N,,N,0.0754, ,1.94, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,9.94, ,,N,,N,,N,23.25, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.29, ,,N,,N,,N,0.76, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,3.84, ,,N,1.41, ,,N,,N,,N,,N,,N,0, ,,N
AMT5,1502290,AMT5030,b,CTD,-49.7934,-57.6619,301.8,16/10/1997 12:43,-,251.7,254,503456,0, , , ,,N,,N,2.26, ,,N,,N,,N,,N,,N,1.18, ,,N,,N,,N,4.86, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,11.23, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.73, ,,N,1.68, ,,N,,N,0.064, ,3.21, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,9.43, ,,N,,N,,N,15.14, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,0, ,,N,,N,,N,,N,,N,0, ,,N
AMT6,1502010,CTD01,b,CTD,-33.6239,18.0057,132.8,15/05/1998 13:50,-,11.6,11.7,501184,0, , , ,,N,,N,413.85, ,,N,,N,,N,,N,,N,125.45, ,,N,,N,,N,92.23, ,,N,726.75, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,238.74, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,156.86, ,,N,0.28,M,5.401, ,232.56, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,1236.66, ,,N,,N,,N,1245.52, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,178.76, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,127.78, ,,N
AMT6,1502010,CTD01,b,CTD,-33.6239,18.0057,132.8,15/05/1998 13:50,-,21.8,22,501183,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.28, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
AMT6,1502010,CTD01,b,CTD,-33.6239,18.0057,132.8,15/05/1998 13:50,-,30.7,30.9,501382,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.25, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
AMT6,1502010,CTD01,b,CTD,-33.6239,18.0057,132.8,15/05/1998 13:50,-,41.6,41.9,501182,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.06,M,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
AMT6,1502010,CTD01,b,CTD,-33.6239,18.0057,132.8,15/05/1998 13:50,-,80.8,81.4,501181,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.07, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
AMT6,1502010,CTD01,b,CTD,-33.6239,18.0057,132.8,15/05/1998 13:50,-,100.7,101.4,501180,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.07, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,4.3,4.3,501189,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.2, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,6.3,6.3,501386,0, , , ,,N,,N,161.55, ,,N,,N,,N,,N,,N,66.39, ,,N,,N,,N,74.44, ,,N,413.25, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,190, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,163.71, ,,N,3.34, ,2.519, ,148.35, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,403.9, ,,N,,N,,N,614.17, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,307.75, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,0, ,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,9.1,9.2,501188,0, , , ,,N,,N,144.18, ,,N,,N,,N,,N,,N,52.49, ,,N,,N,,N,49.14, ,,N,423.59, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,138.92, ,,N,3.09, ,2.591, ,158.46, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,390.31, ,,N,,N,,N,556.67, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,281.11, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,0, ,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,11.9,12,501385,0, , , ,,N,,N,33.91, ,,N,,N,,N,,N,,N,39.85, ,,N,,N,,N,97.64, ,,N,447.27, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,166.06, ,,N,3.12, ,2.799, ,151.05, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,469.03, ,,N,,N,,N,597.49, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,242.45, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,0, ,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,17,17.1,501187,0, , , ,,N,,N,136.65, ,,N,,N,,N,,N,,N,54.73, ,,N,,N,,N,64.69, ,,N,444.78, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,39.48, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,154.4, ,,N,3.02, ,2.704, ,157.74, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,460.53, ,,N,,N,,N,640.69, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,331.89, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,0, ,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,21.8,22,501186,0, , , ,,N,,N,114.27, ,,N,,N,,N,,N,,N,43.37, ,,N,,N,,N,19.75, ,,N,330.62, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,89.17, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,121.31, ,,N,2.23, ,1.877, ,99.12, ,,N,0, ,,N,,N,,N,0, ,,N,0, ,,N,,N,360.97, ,,N,,N,,N,450.14, ,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,210.32, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,10.25, ,,N,,N,,N,,N,,N,11.73, ,,N
AMT6,1502011,CTD02,b,CTD,-32.3397,17.8766,136.3,16/05/1998 08:14,-,80.8,81.4,501185,0, , , ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.07, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
