Cruise,BODC_stn,Orig_stn,ODV_type,Gear,Latitude[deg+veN],Longitude[deg+veE],W_depth[metres],yyyy-mm-ddThh24:mi:ss[GMT],Site,Bot_depth[metres],Bot_press[db],BODC_bot,Bot_Flag,Rosette_Pos,Firing_Seq,Bot_Ref,ABCRHPP1[ng/l],QV:BODC,ABCRSDP1[ng/l],QV:BODC,ALLOHPP1[ng/l],QV:BODC,ALLOSDP1[ng/l],QV:BODC,ANTHHPP1[ng/l],QV:BODC,ANTHSDP1[ng/l],QV:BODC,ASTAXHP1[ng/l],QV:BODC,ASTAXHSD[ng/l],QV:BODC,BBCAHPP1[ng/l],QV:BODC,BBCASDP1[ng/l],QV:BODC,BECAHPP1[ng/l],QV:BODC,BECASDP1[ng/l],QV:BODC,BUTAHPP1[ng/l],QV:BODC,BUTASDP1[ng/l],QV:BODC,C1C2HPP1[ng/l],QV:BODC,C1C2SDP1[ng/l],QV:BODC,C2MEHPC1[ng/l],QV:BODC,C2MEHPCU[ng/l],QV:BODC,C2MEHPE1[ng/l],QV:BODC,C2MEHUCU[ng/l],QV:BODC,C2MEHUE1[ng/l],QV:BODC,CANXHPP1[ng/l],QV:BODC,CBDVHPP1[ng/l],QV:BODC,CBDVSDP1[ng/l],QV:BODC,CHLBHPP1[ng/l],QV:BODC,CHLBSDP1[ng/l],QV:BODC,CHLC1HP1[ng/l],QV:BODC,CHLC1HSD[ng/l],QV:BODC,CHLCHPP1[ng/l],QV:BODC,CHLCSDP1[ng/l],QV:BODC,CIDAHPP1[ng/l],QV:BODC,CIDASDP1[ng/l],QV:BODC,CIDBHPP1[ng/l],QV:BODC,CIDBSDP1[ng/l],QV:BODC,CLAAHPP1[ng/l],QV:BODC,CLAASDP1[ng/l],QV:BODC,CLAEHPP1[ng/l],QV:BODC,CLAESDP1[ng/l],QV:BODC,CLC2HPP1[ng/l],QV:BODC,CLC2SDP1[ng/l],QV:BODC,CLC3HPP1[ng/l],QV:BODC,CLC3SDP1[ng/l],QV:BODC,CPHLFLP1[mg/m^3],QV:BODC,CPHLHPP1[mg/m^3],QV:BODC,DIADHPP1[ng/l],QV:BODC,DIADSDP1[ng/l],QV:BODC,DIATHPP1[ng/l],QV:BODC,DIATSDP1[ng/l],QV:BODC,DINXHPP1[ng/l],QV:BODC,DINXSDP1[ng/l],QV:BODC,DVCAHPP1[ng/l],QV:BODC,DVCASDP1[ng/l],QV:BODC,DVCBHPP1[ng/l],QV:BODC,DVCBSDP1[ng/l],QV:BODC,FUCSHPP1[ng/l],QV:BODC,FUCXHPP1[ng/l],QV:BODC,FUCXSDP1[ng/l],QV:BODC,GDHPLC01[ng/l],QV:BODC,GDIESDP1[ng/l],QV:BODC,HEXOHPP1[ng/l],QV:BODC,HEXOSDP1[ng/l],QV:BODC,HEXSHPP1[ng/l],QV:BODC,K4HXHPP1[ng/l],QV:BODC,LUTNHPP1[ng/l],QV:BODC,LUTNSDP1[ng/l],QV:BODC,M320HPP1[ng/l],QV:BODC,M335HPP1[ng/l],QV:BODC,MAASHPP1[ng/l],QV:BODC,MASTHPP1[ng/l],QV:BODC,MDCAHPP1[ng/l],QV:BODC,MDVPHPP1[ng/l],QV:BODC,MDVPSDP1[ng/l],QV:BODC,MEPAHPP1[ng/l],QV:BODC,MM2GHPP1[ng/l],QV:BODC,MMMSHPP1[ng/l],QV:BODC,MMMTHPP1[ng/l],QV:BODC,MMSEHPP1[ng/l],QV:BODC,MMYGHPP1[ng/l],QV:BODC,MMYTHPP1[ng/l],QV:BODC,MPALHPP1[ng/l],QV:BODC,MPASHPP1[ng/l],QV:BODC,MPNEHPP1[ng/l],QV:BODC,MPOLHPP1[ng/l],QV:BODC,MPORHPP1[ng/l],QV:BODC,MPSSHPP1[ng/l],QV:BODC,MSHIHPP1[ng/l],QV:BODC,MSMEHPP1[ng/l],QV:BODC,MUSUHPP1[ng/l],QV:BODC,MVACHPP1[ng/l],QV:BODC,MVACSDP1[ng/l],QV:BODC,MVC3HPP1[ng/l],QV:BODC,MZPAHPP1[ng/l],QV:BODC,NEOXHPP1[ng/l],QV:BODC,NEOXSDP1[ng/l],QV:BODC,PBAXHPP1[ng/l],QV:BODC,PBAXSDP1[ng/l],QV:BODC,PBBXHPP1[ng/l],QV:BODC,PBZZHPP1[ng/l],QV:BODC,PERIHPP1[ng/l],QV:BODC,PERISDP1[ng/l],QV:BODC,PRFUHPP1[ng/l],QV:BODC,PRSXHPP1[ng/l],QV:BODC,PRSXSDP1[ng/l],QV:BODC,PTAXHPP1[ng/l],QV:BODC,PTAXSDP1[ng/l],QV:BODC,PTBXHPP1[ng/l],QV:BODC,PTBXSDP1[ng/l],QV:BODC,PTZZHPP1[ng/l],QV:BODC,PYPTHPP1[ng/l],QV:BODC,SDCLHPP1[mg/m^3],QV:BODC,VILXHPP1[ng/l],QV:BODC,VILXSDP1[ng/l],QV:BODC,VINEHPP1[ng/l],QV:BODC,VINESDP1[ng/l],QV:BODC,ZELUHPP1[ng/l],QV:BODC,ZELUSDP1[ng/l],QV:BODC,ZEOXHPP1[ng/l],QV:BODC,ZEOXSDP1[ng/l],QV:BODC
AMT10,1504140,AMT10-15,b,CTD,-6.3441,-28.9875, ,21/04/2000 11:02,-,177,178.1,506761,0, , , ,,N,,N,0.97, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.49, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.81, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.96, ,,N,7.04, ,,N,0, ,0.0174, ,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,2.57, ,,N,,N,,N,16.42, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.46, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,0.5, ,,N
AMT10,1506078,UW_CO_126,b,GPUMP,-2.2236,-27.0947, ,22/04/2000 11:00,-,6,6,508003,0, , , ,,N,,N,0.87, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.44, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,6.7, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,12.79, ,,N,4.7, ,,N,0.14, ,0.1007, ,,N,,N,,N,,N,,N,,N,38.56, ,,N,,N,,N,,N,2.74, ,,N,,N,,N,15.82, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.63, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.96, ,,N,,N,,N,,N,,N,52.3, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,10.4,10.5,506673,0, , , ,,N,,N,1.26, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.74, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.15, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,24.8, ,,N,5.7, ,,N,0.07, ,0.1025, ,,N,,N,,N,,N,,N,,N,46.99, ,,N,,N,,N,,N,3.91, ,,N,,N,,N,19.12, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,6.8, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.55, ,,N,,N,,N,,N,,N,62.45, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,28.1,28.3,506672,0, , , ,,N,,N,1.39, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.52, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,8.03, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,17.99, ,,N,5.82, ,,N,0.37, ,0.0948, ,,N,,N,,N,,N,,N,,N,30.02, ,,N,,N,,N,,N,3.56, ,,N,,N,,N,20.9, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.44, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.73, ,,N,,N,,N,,N,,N,47.8, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,37.9,38.1,506671,0, , , ,,N,,N,0.84, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,8.92, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,11.63, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,17.74, ,,N,10.38, ,,N,0.48, ,0.0666, ,,N,,N,,N,,N,,N,,N,60.68, ,,N,,N,,N,,N,3.06, ,,N,,N,,N,31.51, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.94, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.76, ,,N,,N,,N,,N,,N,35.34, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,53.1,53.4,506670,0, , , ,,N,,N,6.44, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,63.68, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,91.34, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,63.16, ,,N,47.24, ,,N,0.44, ,0.1877, ,,N,,N,,N,,N,,N,,N,122.57, ,,N,,N,,N,,N,10.17, ,,N,,N,,N,78.83, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.77, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.71, ,,N,,N,,N,,N,,N,61.76, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,58,58.3,506669,0, , , ,,N,,N,6.79, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,50.49, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,168.6, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,77.89, ,,N,74.86, ,,N,0.36, ,0.2704, ,,N,,N,,N,,N,,N,,N,114.58, ,,N,,N,,N,,N,44.77, ,,N,,N,,N,59.85, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,10.12, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,64.94, ,,N,,N,,N,,N,,N,44.88, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,62.4,62.8,506668,0, , , ,,N,,N,7.03, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,74.92, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,137.93, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,65.12, ,,N,67.93, ,,N,0.04, ,0.2213, ,,N,,N,,N,,N,,N,,N,44.46, ,,N,,N,,N,,N,19.24, ,,N,,N,,N,86.55, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.55, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.57, ,,N,,N,,N,,N,,N,35.98, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,102.4,103,506667,0, , , ,,N,,N,0.5, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,9.59, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.09, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.95, ,,N,10, ,,N,0.06, ,0.0221, ,,N,,N,,N,,N,,N,,N,3.36, ,,N,,N,,N,,N,2.08, ,,N,,N,,N,14.45, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,15.15, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.71, ,,N,,N,,N,,N,,N,1.69, ,,N
AMT10,1504142,AMT10-17,b,CTD,-2.2236,-27.0952, ,22/04/2000 11:01,-,152.2,153.1,506666,0, , , ,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.68, ,,N,7.31, ,,N,0.22, ,0.0029, ,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0, ,,N,,N,,N,4.82, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,12.48, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.44, ,,N,,N,,N,,N,,N,1.96, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,9.1,9.2,506694,0, , , ,,N,,N,1.61, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.78, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,8.93, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,16.11, ,,N,7.21, ,,N,0.15, ,0.084, ,,N,,N,,N,,N,,N,,N,66.49, ,,N,,N,,N,,N,5.23, ,,N,,N,,N,19.98, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.65, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.43, ,,N,,N,,N,,N,,N,85.96, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,31.9,32.1,506693,0, , , ,,N,,N,2.42, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,11, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,28.08, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,26.18, ,,N,14.03, ,,N,,N,0.1045, ,,N,,N,,N,,N,,N,,N,90.28, ,,N,,N,,N,,N,5.34, ,,N,,N,,N,33.83, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,9.91, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.54, ,,N,,N,,N,,N,,N,63.65, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,36.9,37.1,506692,0, , , ,,N,,N,2.66, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,8.53, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,24.43, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,19.67, ,,N,10.22, ,,N,0.02, ,0.0877, ,,N,,N,,N,,N,,N,,N,75.64, ,,N,,N,,N,,N,3.34, ,,N,,N,,N,25.12, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.25, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.85, ,,N,,N,,N,,N,,N,47.55, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,45.5,45.8,506691,0, , , ,,N,,N,4.73, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,28.03, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,71.92, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,44.85, ,,N,31.14, ,,N,0.32, ,0.1733, ,,N,,N,,N,,N,,N,,N,144.74, ,,N,,N,,N,,N,7.08, ,,N,,N,,N,61.89, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,6.52, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.66, ,,N,,N,,N,,N,,N,59.28, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,57.4,57.7,506690,0, , , ,,N,,N,4.74, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,58.05, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,95.53, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,43.2, ,,N,37.68, ,,N,0.39, ,0.2059, ,,N,,N,,N,,N,,N,,N,26.62, ,,N,,N,,N,,N,8.12, ,,N,,N,,N,56.86, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,14.56, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.32, ,,N,,N,,N,,N,,N,22.9, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,61.4,61.7,506689,0, , , ,,N,,N,2.09, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,76.16, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,139.22, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,47.96, ,,N,46.23, ,,N,0.5, ,0.194, ,,N,,N,,N,,N,,N,,N,52.65, ,,N,,N,,N,,N,10.99, ,,N,,N,,N,48.5, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.56, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.9, ,,N,,N,,N,,N,,N,23.29, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,82.4,82.9,506688,0, , , ,,N,,N,1.6, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,23.87, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,36.97, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,13.77, ,,N,14.4, ,,N,0.5, ,0.0431, ,,N,,N,,N,,N,,N,,N,16.19, ,,N,,N,,N,,N,3.32, ,,N,,N,,N,15.24, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.41, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,6.4, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,112.8,113.5,506687,0, , , ,,N,,N,1.39, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,19.95, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,21.14, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,11.81, ,,N,15.5, ,,N,0.24, ,0.0298, ,,N,,N,,N,,N,,N,,N,5.22, ,,N,,N,,N,,N,2.71, ,,N,,N,,N,20.25, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,9.29, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.71, ,,N,,N,,N,,N,,N,2.49, ,,N
AMT10,1504144,AMT10-19,b,CTD,1.9364,-25.2523, ,23/04/2000 11:02,-,151.8,152.7,506686,0, , , ,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,0.94, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.61, ,,N,0.18, ,,N,0.01, ,0, ,,N,,N,,N,,N,,N,,N,0, ,,N,,N,,N,,N,0.32, ,,N,,N,,N,1.02, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,2.54, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.68, ,,N,,N,,N,,N,,N,1.33, ,,N
AMT10,1504533,AMT10-19NT,b,GPUMP,1.9364,-25.2523, ,23/04/2000 11:02,-,6,6,506957,0, , , ,,N,,N,0, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.73, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,7.53, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,17.89, ,,N,6.25, ,,N,0.06, ,0.0776, ,,N,,N,,N,,N,,N,,N,52.15, ,,N,,N,,N,,N,4.3, ,,N,,N,,N,18.04, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.44, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.05, ,,N,,N,,N,,N,,N,83.07, ,,N
AMT10,1506000,UW_CO_152,b,GPUMP,6.1005,-23.4453, ,24/04/2000 11:00,-,6,6,508028,0, , , ,,N,,N,0.91, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.46, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,3.12, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.78, ,,N,3.57, ,,N,,N,0.031, ,,N,,N,,N,,N,,N,,N,25.75, ,,N,,N,,N,,N,1.74, ,,N,,N,,N,7.38, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.53, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,1.5, ,,N,,N,,N,,N,,N,39.21, ,,N
AMT10,1504146,AMT10-21,b,CTD,6.1004,-23.4457, ,24/04/2000 11:02,-,9.3,9.4,506629,0, , , ,,N,,N,1.18, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,8.78, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,13.62, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,19.85, ,,N,6.23, ,,N,0.14, ,0.0759, ,,N,,N,,N,,N,,N,,N,78.33, ,,N,,N,,N,,N,6.61, ,,N,,N,,N,27.22, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,5.86, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.6, ,,N,,N,,N,,N,,N,315.04, ,,N
AMT10,1504146,AMT10-21,b,CTD,6.1004,-23.4457, ,24/04/2000 11:02,-,22,22.1,506710,0, , , ,,N,,N,4.05, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,13.06, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,18.32, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,35.04, ,,N,17.18, ,,N,0.23, ,0.132, ,,N,,N,,N,,N,,N,,N,85.22, ,,N,,N,,N,,N,6.89, ,,N,,N,,N,47.58, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,11.21, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.29, ,,N,,N,,N,,N,,N,124.95, ,,N
AMT10,1504146,AMT10-21,b,CTD,6.1004,-23.4457, ,24/04/2000 11:02,-,27.5,27.7,506709,0, , , ,,N,,N,3.84, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,14.77, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,18.85, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,41.66, ,,N,18.29, ,,N,0.55, ,0.1354, ,,N,,N,,N,,N,,N,,N,81.77, ,,N,,N,,N,,N,8.82, ,,N,,N,,N,58.36, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,18.28, ,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,4.15, ,,N,,N,,N,,N,,N,111.76, ,,N
