scientificname,longitude,latitude,depth,taxonRank,occurrenceStatus,phylum,class,date_time,AphiaID
Coccolithus pelagicus,174.948,-45.5235,97.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1983-01-03,178600.0
Coccolithus pelagicus,174.948,-45.5235,98.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1983-01-03,178600.0
Coccolithus pelagicus,174.948,-45.5235,99.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1983-01-03,178600.0
Coccolithus pelagicus,18.1017,-35.8217,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,21.784,-36.955,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,3.0999,-64.517,132.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,133.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,134.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,135.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,136.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,137.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,138.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.0999,-64.517,139.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-16,178600.0
Coccolithus pelagicus,3.10015,-64.517,109.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,110.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,113.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,119.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,120.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,121.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,122.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,123.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,124.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,125.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,126.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,127.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,128.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,129.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,130.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,131.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,132.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,133.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,134.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,135.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,136.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,137.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,138.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,139.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,140.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,81.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,82.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,85.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,88.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,89.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,90.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,91.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,92.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.10015,-64.517,93.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1987-01-15,178600.0
Coccolithus pelagicus,3.2617,-30.27,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,31.5933,-43.1867,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,36.2067,-47.0833,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,40.8683,-53.22,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,5.7583,-50.215,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1989-01-02,178600.0
Coccolithus pelagicus,67.219,-64.3796,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,1.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,10.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,11.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,12.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,13.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,14.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,15.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,16.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,3.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,4.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,5.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,6.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,7.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,8.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,67.219,-64.3796,9.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,2000-01-29,178600.0
Coccolithus pelagicus,75.0,-65.0,25.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-11,178600.0
Coccolithus pelagicus,75.0,-67.5,0.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1990-01-27,178600.0
Coccolithus pelagicus,75.0,-67.0,100.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-11,178600.0
Coccolithus pelagicus,75.0,-67.0,50.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-11,178600.0
Coccolithus pelagicus,75.0,-67.0,25.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1990-01-27,178600.0
Coccolithus pelagicus,75.0,-67.0,50.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1990-01-27,178600.0
Coccolithus pelagicus,75.0,-68.0,50.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-12,178600.0
Coccolithus pelagicus,75.0,-68.0,100.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-24,178600.0
Coccolithus pelagicus,8.9,-42.9136,32.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1997-12-28,178600.0
Coccolithus pelagicus,8.9,-42.9136,33.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1997-12-28,178600.0
Coccolithus pelagicus,8.9,-42.9136,34.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1997-12-28,178600.0
Coccolithus pelagicus,8.9,-42.9136,35.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1997-12-28,178600.0
Coccolithus pelagicus,8.9,-42.9136,36.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1997-12-28,178600.0
Coccolithus pelagicus,80.595,-61.579,115.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,118.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,120.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,124.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,125.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,128.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,132.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,133.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,137.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,138.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,140.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,141.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,143.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,144.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,145.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,146.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,147.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,148.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,149.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,150.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,151.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,154.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,157.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,158.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,162.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,80.595,-61.579,167.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-02-05,178600.0
Coccolithus pelagicus,82.7878,-62.709,100.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,101.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,102.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,103.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,18.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,19.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,20.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,21.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,22.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,24.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,25.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,26.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,27.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,28.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,29.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,30.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,31.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,32.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,34.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,35.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,36.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,37.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,38.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,39.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,40.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,41.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,42.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,43.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,44.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,45.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,46.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,47.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,48.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,49.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,50.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,52.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,53.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,54.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,55.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,56.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,57.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,58.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,59.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,60.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,61.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,62.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,63.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,64.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,65.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,66.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,67.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,68.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,69.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,70.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,72.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,73.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,74.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,75.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,76.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,77.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,80.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,81.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,82.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,83.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,84.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,86.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,87.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,88.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,89.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,90.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,91.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,92.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,93.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,94.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,95.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,96.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,97.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,98.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,99.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-10,178600.0
Coccolithus pelagicus,82.7878,-62.709,342.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,343.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,351.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,352.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,353.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,354.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,355.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,356.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,357.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,358.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,359.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,360.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,361.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,362.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,363.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,364.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,365.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,370.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
Coccolithus pelagicus,82.7878,-62.709,371.0,SPECIES,PRESENT,Haptophyta,Prymnesiophyceae,1988-01-11,178600.0
