scientificname,longitude,latitude,depth,taxonRank,occurrenceStatus,phylum,class,date_time,AphiaID
Eucampia antarctica,150.6,-60.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-03,341381.0
Eucampia antarctica,152.0,-59.3,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-31,341381.0
Eucampia antarctica,156.2,-61.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-30,341381.0
Eucampia antarctica,158.2,-61.8,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-30,341381.0
Eucampia antarctica,159.2,-62.2,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-30,341381.0
Eucampia antarctica,162.3,-62.2,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-28,341381.0
Eucampia antarctica,162.0,-62.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-29,341381.0
Eucampia antarctica,169.76367,-75.622,20.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2008-02-13,341381.0
Eucampia antarctica,169.76367,-75.622,5.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2008-02-13,341381.0
Eucampia antarctica,169.76367,-75.622,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2008-02-13,341381.0
Eucampia antarctica,170.291,-74.58183,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2008-02-11,341381.0
Eucampia antarctica,173.4333,-75.9167,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-29,341381.0
Eucampia antarctica,175.57183,-72.09383,20.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2008-02-22,341381.0
Eucampia antarctica,176.05,-60.0333,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-22,341381.0
Eucampia antarctica,176.1,-65.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-25,341381.0
Eucampia antarctica,176.2667,-60.35,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-23,341381.0
Eucampia antarctica,176.392,-76.18633,20.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2008-02-17,341381.0
Eucampia antarctica,176.9333,-61.6333,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-23,341381.0
Eucampia antarctica,177.35,-62.45,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-24,341381.0
Eucampia antarctica,177.4,-74.6667,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-28,341381.0
Eucampia antarctica,177.6333,-62.9833,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-24,341381.0
Eucampia antarctica,177.9,-61.9,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-24,341381.0
Eucampia antarctica,179.0,-76.0,5.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-26,341381.0
Eucampia antarctica,180.0,-69.0333,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-26,341381.0
Eucampia antarctica,180.0,-77.0,5.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-30,341381.0
Eucampia antarctica,29.7,-60.7,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-02-21,341381.0
Eucampia antarctica,58.33333,-66.65,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341381.0
Eucampia antarctica,58.33333,-66.65,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341381.0
Eucampia antarctica,59.98333,-66.98333,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341381.0
Eucampia antarctica,59.98333,-66.98333,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341381.0
Eucampia antarctica,59.98333,-66.98333,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-28,341381.0
Eucampia antarctica,65.0,-66.5,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341381.0
Eucampia antarctica,72.07,-50.66,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-05,341381.0
Eucampia antarctica,72.07,-50.66,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-05,341381.0
Eucampia antarctica,72.07,-50.66,60.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-05,341381.0
Eucampia antarctica,72.08,-50.63,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-20,341381.0
Eucampia antarctica,72.08,-50.63,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-20,341381.0
Eucampia antarctica,72.09,-50.63,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-13,341381.0
Eucampia antarctica,72.09,-50.63,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-13,341381.0
Eucampia antarctica,72.09,-50.63,60.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-13,341381.0
Eucampia antarctica,72.0,-50.69,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-25,341381.0
Eucampia antarctica,72.0,-50.69,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-25,341381.0
Eucampia antarctica,72.0,-50.69,60.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-25,341381.0
Eucampia antarctica,73.86,-53.19,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-10,341381.0
Eucampia antarctica,73.86,-53.19,134.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-10,341381.0
Eucampia antarctica,73.86,-53.19,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-10,341381.0
Eucampia antarctica,73.86,-53.19,70.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-10,341381.0
Eucampia antarctica,74.6,-51.1,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-03,341381.0
Eucampia antarctica,74.6,-51.1,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-03,341381.0
Eucampia antarctica,74.6,-51.1,30.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-03,341381.0
Eucampia antarctica,74.6,-51.1,60.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-03,341381.0
Eucampia antarctica,75.61,-52.37,150.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-09,341381.0
Eucampia antarctica,75.61,-52.37,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-09,341381.0
Eucampia antarctica,75.0,-64.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1990-01-29,341381.0
Eucampia antarctica,75.0,-64.5,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1990-01-29,341381.0
Eucampia antarctica,75.0,-64.5,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1990-01-29,341381.0
Eucampia antarctica,75.0,-65.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-01-21,341381.0
Eucampia antarctica,75.0,-68.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-01-25,341381.0
Eucampia antarctica,75.0,-68.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-01-25,341381.0
Eucampia antarctica,75.0,-68.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-12,341381.0
Eucampia antarctica,75.0,-69.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-13,341381.0
Eucampia antarctica,75.0,-69.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-13,341381.0
Eucampia antarctica,75.0,-69.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-13,341381.0
Eucampia antarctica,77.96,-51.63,150.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-27,341381.0
Eucampia antarctica,77.96,-51.63,20.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-27,341381.0
Eucampia antarctica,78.0,-51.65,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-29,341381.0
Eucampia antarctica,78.0,-51.65,150.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-01-29,341381.0
Eucampia antarctica,78.0,-51.65,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2009-02-07,341381.0
Eucampia antarctica,79.9996,-63.001,59.28,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2006-02-25,341381.0
Eucampia antarctica,80.0,-65.5,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-01-09,341381.0
Eucampia antarctica,82.3,-63.9,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-02-03,341381.0
Eucampia cornuta,-173.8,-66.9,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-27,248058.0
Eucampia cornuta,-174.9,-68.7,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-174.9,-68.7,15.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-174.9,-68.7,152.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-174.9,-68.7,275.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-174.9,-68.7,30.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-174.9,-68.7,60.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-174.9,-68.7,95.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-30,248058.0
Eucampia cornuta,-30.91,-75.02,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1985-02-01,248058.0
Eucampia cornuta,-35.02,-77.67,30.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1985-01-30,248058.0
Eucampia cornuta,-72.46,-34.63,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-10,248058.0
Eucampia cornuta,-73.36,-33.93,15.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-07,248058.0
Eucampia cornuta,-73.36,-33.93,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-07,248058.0
Eucampia cornuta,-73.36,-33.93,35.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-07,248058.0
Eucampia cornuta,-73.36,-33.93,5.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-07,248058.0
Eucampia cornuta,-73.37,-34.0,15.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-06,248058.0
Eucampia cornuta,-73.37,-34.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-06,248058.0
Eucampia cornuta,-73.37,-34.0,35.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-06,248058.0
Eucampia cornuta,-73.37,-34.0,45.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-06,248058.0
Eucampia cornuta,-73.37,-34.0,5.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2004-12-06,248058.0
Eucampia cornuta,121.8,-63.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-02-07,248058.0
Eucampia cornuta,137.3,-61.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-20,248058.0
Eucampia cornuta,140.0,-61.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-18,248058.0
Eucampia cornuta,141.6,-65.7,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-22,248058.0
Eucampia cornuta,148.8,-59.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-02,248058.0
Eucampia cornuta,148.8,-59.9,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-05,248058.0
Eucampia cornuta,148.8,-59.9,300.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-05,248058.0
Eucampia cornuta,149.3,-61.2,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-04,248058.0
Eucampia cornuta,150.4,-59.2,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-01,248058.0
Eucampia cornuta,150.6,-60.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-03,248058.0
Eucampia cornuta,152.0,-59.3,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-31,248058.0
Eucampia cornuta,156.2,-61.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-30,248058.0
Eucampia cornuta,158.2,-61.8,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-30,248058.0
Eucampia cornuta,159.2,-62.2,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-30,248058.0
Eucampia cornuta,162.3,-62.2,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-28,248058.0
Eucampia cornuta,162.0,-62.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1946-12-29,248058.0
Eucampia cornuta,176.1,-65.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-01-25,248058.0
Eucampia cornuta,29.7,-60.7,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-02-21,248058.0
Eucampia cornuta,82.3,-63.9,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1947-02-03,248058.0
Eupyxidicula turris,150.32,-38.65,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1961-02-12,1322732.0
Eupyxidicula turris,150.32,-38.65,75.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1961-02-12,1322732.0
Fragilaria striatula,157.17,-45.88,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1961-01-19,157458.0
Fragilariopsis curta,165.5833,-77.6167,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-30,341554.0
Fragilariopsis curta,166.8667,-76.8667,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-29,341554.0
Fragilariopsis curta,171.65,-76.25,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-29,341554.0
Fragilariopsis curta,175.25,-75.55,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-29,341554.0
Fragilariopsis curta,177.4,-74.6667,1.5,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1957-12-28,341554.0
Fragilariopsis curta,30.0141,-67.9973,50.24,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2006-01-22,341554.0
Fragilariopsis curta,58.16667,-65.9,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-19,341554.0
Fragilariopsis curta,58.16667,-65.9,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.16667,-65.9,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.16667,-65.9,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.16667,-65.9,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.33333,-66.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.33333,-66.65,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.33333,-66.65,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.33333,-66.65,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,58.33333,-66.65,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,59.9398,-66.9323,20.22,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2006-02-11,341554.0
Fragilariopsis curta,59.98333,-66.98333,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,59.98333,-66.98333,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,59.98333,-66.98333,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-27,341554.0
Fragilariopsis curta,59.98333,-66.98333,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1988-02-28,341554.0
Fragilariopsis curta,60.08333,-62.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-60.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-60.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-60.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-60.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-60.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-61.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-61.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-61.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-61.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-61.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-20,341554.0
Fragilariopsis curta,60.0,-62.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-62.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-62.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-62.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-63.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-63.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-63.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-63.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-19,341554.0
Fragilariopsis curta,60.0,-64.05,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-64.05,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-64.05,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-64.05,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-64.05,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-64.25,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-16,341554.0
Fragilariopsis curta,60.0,-66.16666,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-66.16666,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-66.16666,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-66.16666,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,60.0,-66.16666,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-18,341554.0
Fragilariopsis curta,64.93333,-60.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,64.93333,-60.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,64.95,-66.01667,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,64.95,-66.01667,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,65.01667,-63.98333,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.93333,-60.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-61.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-61.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-61.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-61.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-62.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-62.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-62.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-62.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-62.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-21,341554.0
Fragilariopsis curta,65.0,-63.98333,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-63.98333,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-63.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-22,341554.0
Fragilariopsis curta,65.0,-63.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-22,341554.0
Fragilariopsis curta,65.0,-63.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-22,341554.0
Fragilariopsis curta,65.0,-63.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-22,341554.0
Fragilariopsis curta,65.0,-64.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-64.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-64.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-65.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-65.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-65.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-65.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-23,341554.0
Fragilariopsis curta,65.0,-66.01667,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,65.0,-66.5,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,65.0,-66.5,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,65.0,-66.5,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,65.0,-66.5,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,65.0,-66.5,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-24,341554.0
Fragilariopsis curta,70.0046,-66.8198,59.7,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,2006-02-20,341554.0
Fragilariopsis curta,70.0,-63.96667,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-28,341554.0
Fragilariopsis curta,70.0,-63.98333,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-28,341554.0
Fragilariopsis curta,70.0,-63.98333,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-28,341554.0
Fragilariopsis curta,70.0,-63.98333,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-28,341554.0
Fragilariopsis curta,70.0,-63.98333,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-28,341554.0
Fragilariopsis curta,70.0,-65.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
Fragilariopsis curta,70.0,-65.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
Fragilariopsis curta,70.0,-65.0,25.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
Fragilariopsis curta,70.0,-65.0,50.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
Fragilariopsis curta,70.0,-66.0,0.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
Fragilariopsis curta,70.0,-66.0,10.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
Fragilariopsis curta,70.0,-66.0,100.0,SPECIES,PRESENT,Ochrophyta,Bacillariophyceae,1989-02-27,341554.0
