Date_sampled,Cruise,Station,Latitude,Longitude,Bottle_Number,Depth,Bottom_depth,Temperature,Conductivity,dO2,Fluorescence,Transmisson_pct,PAR,Salinity,PO4,NO3_NO2,Silicate,NO2,NH4
2017-12-31,NBP18-01,4,-72.751,-116.001,1,653.7,685,0.7258,29.686417,4.4168,0.0235,98.3352,nd,34.6397,2.40,32.5,106.2,0.04,0.70
2017-12-31,NBP18-01,4,-72.751,-116.001,2,649.9,685,0.7251,29.684185,4.4158,0.0276,98.339,nd,34.6398,nd,nd,nd,nd,nd
2017-12-31,NBP18-01,4,-72.751,-116.001,3,599.9,685,0.1888,29.110466,4.6622,0.0197,98.6998,nd,34.5192,2.45,33.5,101.9,0.01,0.00
2017-12-31,NBP18-01,4,-72.751,-116.001,4,500,685,-0.7427,28.114146,5.1594,0.0305,98.6786,nd,34.3017,2.40,31.5,93.2,-0.01,0.08
2017-12-31,NBP18-01,4,-72.751,-116.001,5,450,685,-1.4005,27.478972,5.8206,0.0396,98.7241,nd,34.2147,2.35,31.3,87.2,0.01,0.04
2017-12-31,NBP18-01,4,-72.751,-116.001,6,400,685,-1.7316,27.154639,6.2354,0.0471,98.6873,nd,34.1772,2.34,31.0,84.7,0.02,-0.01
2017-12-31,NBP18-01,4,-72.751,-116.001,7,300,685,-1.793,27.049936,6.2572,0.0532,98.6707,nd,34.1654,2.31,31.0,87.1,0.01,0.00
2017-12-31,NBP18-01,4,-72.751,-116.001,8,200,685,-1.7866,27.001773,6.327,0.1797,98.4893,nd,34.1546,2.33,30.7,86.0,0.10,0.02
2017-12-31,NBP18-01,4,-72.751,-116.001,9,100,685,-1.7745,26.925121,6.4562,0.1917,98.419,nd,34.0981,2.28,32.1,83.2,0.13,0.02
2017-12-31,NBP18-01,4,-72.751,-116.001,10,50,685,-1.7404,26.899278,6.8391,2.108,94.6203,nd,34.0554,2.29,29.9,87.4,0.08,0.26
2017-12-31,NBP18-01,4,-72.751,-116.001,11,30,685,-1.4518,27.123164,7.6025,3.8445,93.323,nd,34.0482,2.17,28.7,85.1,0.07,0.08
2017-12-31,NBP18-01,4,-72.751,-116.001,12,10,685,0.487,28.724077,8.0213,2.1493,90.1394,nd,34.0343,2.04,26.8,81.5,0.16,0.20
2018-01-03,NBP18-01,10,-73.054,-129.988,1,459.9,489,1.0728,29.955026,4.3047,0.0235,98.2791,nd,34.7136,2.38,31.9,105.9,0.11,0.09
2018-01-03,NBP18-01,10,-73.054,-129.988,2,399.6,489,0.0471,28.871076,4.814,0.0527,98.0928,nd,34.4822,2.38,31.5,93.9,0.04,0.06
2018-01-03,NBP18-01,10,-73.054,-129.988,3,350,489,-0.7494,28.069911,5.3886,0.0336,97.3748,nd,34.3414,2.39,31.5,85.4,0.03,0.03
2018-01-03,NBP18-01,10,-73.054,-129.988,4,300.2,489,-1.2068,27.606044,5.7348,0.043,98.3842,nd,34.2617,2.35,32.1,82.8,0.00,0.02
2018-01-03,NBP18-01,10,-73.054,-129.988,5,250.2,489,-1.5997,27.207533,6.0919,0.0514,98.3707,nd,34.1936,2.35,32.3,84.3,0.01,0.02
2018-01-03,NBP18-01,10,-73.054,-129.988,6,200,489,-1.7787,27.011369,6.4053,0.0715,98.3303,nd,34.1589,2.28,32.4,87.7,0.04,0.04
2018-01-03,NBP18-01,10,-73.054,-129.988,7,150,489,-1.8139,26.948066,6.4876,0.1356,98.1337,nd,34.1436,2.27,30.5,83.7,0.11,0.11
2018-01-03,NBP18-01,10,-73.054,-129.988,8,100.1,489,-1.8054,26.927274,6.6058,0.1999,98.0713,nd,34.1367,2.28,31.8,87.3,0.20,0.19
2018-01-03,NBP18-01,10,-73.054,-129.988,9,50.2,489,-1.7556,26.937872,6.6461,0.3793,97.4068,nd,34.1267,2.27,31.5,85.2,0.15,0.40
2018-01-03,NBP18-01,10,-73.054,-129.988,10,20.1,489,-1.3644,27.185446,7.1499,7.7872,88.26,nd,34.0408,2.08,27.0,78.9,0.11,0.53
2018-01-03,NBP18-01,10,-73.054,-129.988,12,9.9,489,-0.8135,27.524217,7.6352,5.7674,88.8854,nd,33.8861,1.94,26.1,79.9,0.14,0.44
2018-01-03,NBP18-01,11,-74.047,-133.764,1,342.2,370,-1.1229,27.704168,5.6663,0.0409,97.9709,nd,34.2736,2.38,31.8,85.6,0.08,0.60
2018-01-03,NBP18-01,11,-74.047,-133.764,2,300,370,-1.1313,27.676865,5.6763,0.0617,97.9908,nd,34.2725,2.38,31.7,85.8,0.03,0.27
2018-01-03,NBP18-01,11,-74.047,-133.764,3,250,370,-1.3758,27.418377,5.8926,0.0679,98.3985,nd,34.2288,2.36,31.2,85.4,0.00,0.40
2018-01-03,NBP18-01,11,-74.047,-133.764,4,200,370,-1.567,27.206156,6.1339,0.0465,98.4314,nd,34.1863,2.34,30.9,84.0,0.01,0.42
2018-01-03,NBP18-01,11,-74.047,-133.764,5,150,370,-1.6635,27.087111,6.2847,0.0616,98.463,nd,34.1642,2.33,32.0,85.4,0.04,0.11
2018-01-03,NBP18-01,11,-74.047,-133.764,6,100,370,-1.7765,26.940928,6.538,0.3262,97.9955,nd,34.1225,1.87,22.3,76.7,0.05,0.58
2018-01-03,NBP18-01,11,-74.047,-133.764,7,74.9,370,-1.7661,26.920704,6.6011,0.7556,96.6018,nd,34.0989,2.19,29.5,81.9,0.13,0.67
2018-01-03,NBP18-01,11,-74.047,-133.764,8,50,370,-1.6286,26.988207,6.8256,4.0245,92.1852,nd,34.0508,2.18,28.0,80.5,0.10,0.46
2018-01-03,NBP18-01,11,-74.047,-133.764,9,28.9,370,-1.0871,27.2452,7.8513,17.9275,75.4453,nd,33.8026,1.86,23.7,78.1,0.06,0.24
2018-01-03,NBP18-01,11,-74.047,-133.764,10,20.1,370,-1.0162,27.272654,8.0049,22.1021,73.5822,nd,33.7658,1.65,20.4,76.2,0.08,0.29
2018-01-03,NBP18-01,11,-74.047,-133.764,12,10,370,-1.0032,27.276137,7.998,23.556,72.9116,nd,33.7621,1.67,19.2,75.9,0.31,0.76
2018-01-05,NBP18-01,15,-75.864,-151.918,1,1000.4,1511,1.0102,30.14605,4.3335,0.0162,98.6444,nd,34.7181,2.37,31.3,106.8,0.07,0.11
2018-01-05,NBP18-01,15,-75.864,-151.918,2,800,1511,1.1903,30.218104,4.2419,0.0216,98.6392,nd,34.7237,nd,nd,nd,nd,nd
2018-01-05,NBP18-01,15,-75.864,-151.918,3,600,1511,1.4153,30.325395,4.1543,0.0332,98.574,nd,34.7262,2.39,30.6,93.9,0.03,0.04
2018-01-05,NBP18-01,15,-75.864,-151.918,4,400,1511,0.4179,29.202309,4.7158,0.0335,98.5645,nd,34.5024,2.33,32.0,85.4,0.04,0.21
2018-01-05,NBP18-01,15,-75.864,-151.918,5,300,1511,-1.0711,27.704817,5.7155,0.0395,98.3488,nd,34.242,2.35,33.4,85.7,0.00,0.17
2018-01-05,NBP18-01,15,-75.864,-151.918,6,200,1511,-1.7035,27.065069,6.3447,0.1073,98.4331,nd,34.1473,2.25,31.6,80.6,0.03,0.01
2018-01-05,NBP18-01,15,-75.864,-151.918,7,150,1511,-1.749,26.991823,6.4478,0.1377,98.3099,nd,34.1299,2.25,31.6,82.9,0.08,0.08
2018-01-05,NBP18-01,15,-75.864,-151.918,8,110,1511,-1.7544,26.954288,6.5785,0.1841,98.0909,nd,34.1093,2.21,31.0,80.2,0.13,0.03
2018-01-05,NBP18-01,15,-75.864,-151.918,9,80,1511,-1.7333,26.945108,6.6627,0.2731,97.6051,nd,34.0919,2.18,30.4,80.7,0.16,0.06
2018-01-05,NBP18-01,15,-75.864,-151.918,10,50.2,1511,-1.5639,27.027824,7.0146,4.5746,90.0765,nd,34.0317,2.08,27.0,65.5,0.19,1.00
2018-01-05,NBP18-01,15,-75.864,-151.918,11,30,1511,-0.8246,27.539529,8.2649,35.9356,65.0779,nd,33.907,1.94,24.3,74.1,0.14,1.69
2018-01-05,NBP18-01,15,-75.864,-151.918,12,10,1511,-0.4794,27.655105,8.9344,41.8372,62.1479,nd,33.689,1.25,15.3,71.3,0.13,0.98
2018-01-08,NBP18-01,20,-76.714,179.819,1,533.3,565,-1.8969,27.475129,6.4001,0.0374,97.6957,nd,34.7301,2.33,30.6,78.9,0.03,0.26
2018-01-08,NBP18-01,20,-76.714,179.819,2,500,565,-1.8981,27.4591,6.4058,0.0355,97.6903,nd,34.7305,2.35,30.8,79.1,0.02,0.24
2018-01-08,NBP18-01,20,-76.714,179.819,3,400,565,-1.9101,27.369557,6.3717,0.0432,98.1269,nd,34.6832,2.32,31.1,78.3,0.01,0.07
2018-01-08,NBP18-01,20,-76.714,179.819,4,300,565,-1.9476,27.269953,6.4564,0.037,98.4552,nd,34.6519,2.32,30.5,78.1,-0.00,0.01
2018-01-08,NBP18-01,20,-76.714,179.819,5,200,565,-2.0007,27.137593,6.5188,0.053,98.4163,nd,34.5932,2.29,30.5,76.7,0.05,0.19
2018-01-08,NBP18-01,20,-76.714,179.819,6,150,565,-1.8285,27.23657,6.5506,0.2233,97.7411,nd,34.5636,2.24,29.3,74.8,0.07,0.69
2018-01-08,NBP18-01,20,-76.714,179.819,7,100.4,565,-1.7242,27.274562,6.6197,0.3494,97.4277,nd,34.5273,2.25,28.9,77.5,0.08,0.58
2018-01-08,NBP18-01,20,-76.714,179.819,8,50.2,565,-1.1264,27.72318,7.2639,2.047,94.0265,nd,34.4885,2.03,25.6,73.9,0.09,0.54
2018-01-08,NBP18-01,20,-76.714,179.819,10,30.2,565,-0.6895,28.063986,7.628,1.6941,92.1451,nd,34.4648,1.95,24.4,70.0,0.09,0.47
2018-01-08,NBP18-01,20,-76.714,179.819,12,10,565,-0.0806,28.519235,7.8101,0.6306,91.1199,nd,34.3975,1.98,24.0,72.5,0.09,0.79
2018-01-09,NBP18-01,22,-75.013,165.358,1,1084.7,1134,-1.8874,27.816856,6.6264,0.2399,97.2222,nd,34.8513,2.28,29.8,77.4,0.01,0.16
2018-01-09,NBP18-01,22,-75.013,165.358,2,1000,1134,-1.8926,27.773984,6.6775,0.0524,98.227,nd,34.8497,2.25,29.7,75.8,0.02,0.16
2018-01-09,NBP18-01,22,-75.013,165.358,3,800,1134,-1.9001,27.673892,6.6975,0.0984,98.1949,nd,34.8431,2.25,29.5,76.4,0.01,0.39
2018-01-09,NBP18-01,22,-75.013,165.358,4,600,1134,-1.9049,27.564854,6.69,0.096,98.2635,nd,34.8221,2.26,29.6,75.9,0.00,0.05
2018-01-09,NBP18-01,22,-75.013,165.358,5,400,1134,-1.9114,27.430469,6.5405,0.067,98.2499,nd,34.7698,2.28,30.0,76.4,0.01,0.20
2018-01-09,NBP18-01,22,-75.013,165.358,6,200,1134,-1.9043,27.323237,6.5406,0.2313,97.9499,nd,34.7408,2.29,30.0,75.2,0.02,0.61
2018-01-09,NBP18-01,22,-75.013,165.358,7,150,1134,-1.9132,27.285271,6.5762,0.2775,98.0014,nd,34.7309,2.26,29.4,75.5,0.03,0.21
2018-01-09,NBP18-01,22,-75.013,165.358,8,100,1134,-1.9152,27.255073,6.5924,0.9332,96.378,nd,34.7233,2.27,29.5,75.2,0.05,0.05
2018-01-09,NBP18-01,22,-75.013,165.358,9,75,1134,-1.8695,27.279275,6.6109,1.9542,94.0504,nd,34.7206,2.29,29.5,74.3,0.06,0.55
2018-01-09,NBP18-01,22,-75.013,165.358,10,40.1,1134,-1.5707,27.48139,6.8807,13.6976,87.105,nd,34.6758,2.13,27.3,69.0,0.08,0.50
2018-01-09,NBP18-01,22,-75.013,165.358,11,25,1134,-0.9646,27.949433,8.014,19.7809,76.4414,nd,34.6278,1.83,23.1,64.5,0.05,0.17
2018-01-09,NBP18-01,22,-75.013,165.358,12,10,1134,0.6334,29.254298,9.3302,17.2769,74.0946,nd,34.5643,0.81,6.2,27.3,0.06,0.40
2018-01-11,NBP18-01,25,-75.293,163.914,1,1209,1251,-1.8809,27.877534,6.5928,0.1245,97.6728,nd,34.852,2.26,28.6,74.4,0.06,0.19
2018-01-11,NBP18-01,25,-75.293,163.914,2,1100,1251,-1.8887,27.821462,6.6601,0.0594,98.1976,nd,34.8497,2.23,28.8,73.9,0.04,0.02
2018-01-11,NBP18-01,25,-75.293,163.914,3,1000,1251,-1.8932,27.772041,6.6832,0.0528,98.3416,nd,34.8477,2.25,30.9,77.2,0.01,0.19
2018-01-11,NBP18-01,25,-75.293,163.914,4,800,1251,-1.8993,27.671371,6.6772,0.0589,98.2829,nd,34.8381,2.23,31.3,78.0,0.01,0.05
2018-01-11,NBP18-01,25,-75.293,163.914,5,600,1251,-1.9031,27.553027,6.6311,0.0423,98.3255,nd,34.8034,2.26,31.2,78.8,0.01,0.26
2018-01-11,NBP18-01,25,-75.293,163.914,6,400,1251,-1.8949,27.436017,6.4936,0.0526,98.3689,nd,34.7583,2.26,32.1,81.2,0.03,0.06
2018-01-11,NBP18-01,25,-75.293,163.914,7,300,1251,-1.8984,27.368788,6.5163,0.0808,98.3218,nd,34.7327,2.25,31.7,80.0,0.05,0.02
2018-01-11,NBP18-01,25,-75.293,163.914,8,150,1251,-1.9129,27.27727,6.5595,0.1023,98.3071,nd,34.7193,2.25,31.3,78.4,0.06,-0.00
2018-01-11,NBP18-01,25,-75.293,163.914,9,100,1251,-1.9139,27.252108,6.5591,0.1063,98.3102,nd,34.7177,2.22,29.7,73.3,0.04,0.06
2018-01-11,NBP18-01,25,-75.293,163.914,10,75,1251,-1.9169,27.236394,6.5733,0.1078,98.3051,nd,34.7161,2.27,29.8,75.4,0.04,0.08
2018-01-11,NBP18-01,25,-75.293,163.914,11,30,1251,-1.9133,27.216419,6.5714,0.1238,98.1519,nd,34.7131,1.99,28.4,68.7,0.08,0.17
2018-01-11,NBP18-01,27,-74.987,165.890,1,1062,1109,-1.8865,27.808835,6.5746,0.0815,97.4001,nd,34.853,2.45,32.2,103.6,0.02,0.16
2018-01-11,NBP18-01,27,-74.987,165.890,2,1000,1109,-1.8923,27.774694,6.6616,0.0549,98.1172,nd,34.8503,2.25,28.9,73.5,0.06,0.05
2018-01-11,NBP18-01,27,-74.987,165.890,3,800,1109,-1.9001,27.674121,6.6972,0.0913,98.2864,nd,34.8435,nd,nd,nd,nd,nd
2018-01-11,NBP18-01,27,-74.987,165.890,4,600,1109,-1.9045,27.566462,6.6967,0.0957,98.3117,nd,34.8238,2.20,29.1,73.5,0.03,0.03
2018-01-11,NBP18-01,27,-74.987,165.890,5,400.1,1109,-1.9381,27.407161,6.5902,0.093,98.1526,nd,34.7685,2.22,29.6,65.6,0.00,0.02
2018-01-11,NBP18-01,27,-74.987,165.890,6,300.1,1109,-1.9289,27.358942,6.563,0.1441,98.1962,nd,34.7547,1.90,25.6,65.6,0.06,0.58
2018-01-11,NBP18-01,27,-74.987,165.890,7,209.9,1109,-1.8896,27.345133,6.4997,0.1476,98.1975,nd,34.7477,2.20,29.0,70.2,0.03,0.00
2018-01-11,NBP18-01,27,-74.987,165.890,8,150.1,1109,-1.9278,27.273725,6.5793,0.1612,98.1947,nd,34.7319,2.25,29.9,74.9,0.03,0.05
2018-01-11,NBP18-01,27,-74.987,165.890,9,100.2,1109,-1.8957,27.272785,6.5626,1.3276,97.3035,nd,34.7253,2.27,31.3,77.0,0.15,0.34
2018-01-11,NBP18-01,27,-74.987,165.890,10,50.1,1109,-1.6685,27.411999,6.7051,10.2314,87.5232,nd,34.687,2.22,29.2,71.2,0.10,0.28
2018-01-11,NBP18-01,27,-74.987,165.890,11,25,1109,-0.9121,27.992425,7.9374,18.5496,79.4099,nd,34.6259,nd,nd,nd,nd,nd
2018-01-11,NBP18-01,27,-74.987,165.890,12,10,1109,-0.5088,28.244749,8.4466,19.3035,80.0749,nd,34.5158,1.47,17.4,54.2,0.07,0.43
2018-01-16,NBP18-01,29,-76.001,172.997,1,559.5,589,-1.894,27.513365,6.4106,0.053,97.5654,nd,34.7638,2.28,30.0,76.8,0.08,0.30
2018-01-16,NBP18-01,29,-76.001,172.997,2,550,589,-1.8948,27.508648,6.4139,0.0528,97.5242,nd,34.7637,2.31,30.6,78.3,0.12,0.41
2018-01-16,NBP18-01,29,-76.001,172.997,3,500,589,-1.8959,27.481976,6.4128,0.2494,97.5253,nd,34.7598,2.29,30.9,77.6,0.05,-0.00
2018-01-16,NBP18-01,29,-76.001,172.997,4,400,589,-1.8803,27.411625,6.3198,0.0627,98.0336,nd,34.7072,2.35,31.4,80.0,0.02,0.00
2018-01-16,NBP18-01,29,-76.001,172.997,5,300,589,-1.3126,27.771922,5.6768,0.0862,96.987,nd,34.6107,2.35,31.7,85.4,0.01,0.02
2018-01-16,NBP18-01,29,-76.001,172.997,6,250.4,589,-1.6478,27.436964,6.1828,0.9435,96.4657,nd,34.5674,2.28,30.0,79.8,0.11,0.66
2018-01-16,NBP18-01,29,-76.001,172.997,7,200.4,589,-1.3607,27.648591,5.8495,0.6728,97.2295,nd,34.5601,2.32,30.7,80.6,0.09,0.09
2018-01-16,NBP18-01,29,-76.001,172.997,8,150,589,-1.4248,27.550782,5.8702,0.3393,97.5174,nd,34.5315,2.34,30.9,78.5,0.10,0.28
2018-01-16,NBP18-01,29,-76.001,172.997,9,100,589,-1.1324,27.7523,5.9672,0.744,96.9408,nd,34.5031,2.30,30.0,78.7,0.15,0.48
2018-01-16,NBP18-01,29,-76.001,172.997,10,70,589,-1.0851,27.743432,7.0375,4.901,94.346,nd,34.4561,2.19,28.2,75.6,0.15,0.70
2018-01-16,NBP18-01,29,-76.001,172.997,11,30,589,-0.1493,28.456225,7.6842,5.2494,89.0745,nd,34.3788,1.88,23.4,66.3,0.10,0.22
2018-01-16,NBP18-01,29,-76.001,172.997,12,10,589,1.3037,29.62983,7.8516,4.7539,86.425,nd,34.3065,1.79,23.3,62.6,0.20,0.06
2018-01-17,NBP18-01,31,-77.495,175.654,1,701,750,-1.8882,27.574523,6.3869,0.0269,97.1685,nd,34.7526,2.31,30.9,80.3,0.10,0.25
2018-01-17,NBP18-01,31,-77.495,175.654,2,670,750,-1.8908,27.555759,6.4079,0.0393,97.5748,nd,34.7488,2.32,31.3,79.8,0.05,0.03
2018-01-17,NBP18-01,31,-77.495,175.654,3,600,750,-1.904,27.490377,6.4659,0.0375,98.501,nd,34.7171,2.30,31.1,78.0,0.05,0.01
2018-01-17,NBP18-01,31,-77.495,175.654,4,500,750,-1.8989,27.407964,6.2748,0.0502,98.0317,nd,34.66,2.34,31.6,80.2,0.04,-0.00
2018-01-17,NBP18-01,31,-77.495,175.654,5,300,750,-1.8568,27.250092,6.5077,0.0808,98.3781,nd,34.5183,2.24,30.2,78.0,0.04,0.04
2018-01-17,NBP18-01,31,-77.495,175.654,6,200,750,-1.7065,27.285341,6.397,0.0824,98.261,nd,34.4571,2.22,30.1,78.1,0.12,0.38
2018-01-17,NBP18-01,31,-77.495,175.654,7,150,750,-1.7525,27.21041,6.4388,0.1464,98.0183,nd,34.4386,2.24,30.6,76.7,0.17,0.15
2018-01-17,NBP18-01,31,-77.495,175.654,8,90,750,-1.4218,27.410955,7.1331,1.9891,95.2917,nd,34.3735,2.07,26.9,74.2,0.11,0.73
2018-01-17,NBP18-01,31,-77.495,175.654,9,70,750,-1.172,27.583081,7.3769,2.1933,94.3449,nd,34.3361,2.01,25.8,71.4,0.09,0.52
2018-01-17,NBP18-01,31,-77.495,175.654,10,50,750,-0.7128,27.932624,7.768,2.4091,92.6618,nd,34.301,1.91,24.6,68.8,0.08,0.28
2018-01-17,NBP18-01,31,-77.495,175.654,11,25,750,-0.6111,28.050388,7.8421,2.2396,92.5974,nd,34.3602,1.89,24.3,70.1,0.12,0.15
2018-01-17,NBP18-01,31,-77.495,175.654,12,10,750,-0.6999,27.953823,7.7476,0.9295,93.1992,nd,34.3399,1.95,25.1,70.5,0.13,0.24
2018-01-17,NBP18-01,32,-76.750,172.000,1,642.6,680,-1.8959,27.55732,6.5279,0.0739,97.2705,nd,34.7742,2.45,30.0,77.9,0.04,0.96
2018-01-17,NBP18-01,32,-76.750,172.000,2,630.1,680,-1.8969,27.5494,6.5292,0.0607,97.4824,nd,34.7725,2.37,30.8,78.8,0.05,0.08
2018-01-17,NBP18-01,32,-76.750,172.000,3,600,680,-1.8963,27.530492,6.5071,0.0553,97.9092,nd,34.7641,2.30,30.9,79.2,0.03,0.04
2018-01-17,NBP18-01,32,-76.750,172.000,4,460,680,-1.8925,27.44636,6.4002,0.0959,97.8082,nd,34.7313,nd,nd,nd,nd,nd
2018-01-17,NBP18-01,32,-76.750,172.000,5,374,680,-1.8889,27.397876,6.3797,0.1283,97.7641,nd,34.7145,nd,nd,nd,nd,nd
2018-01-17,NBP18-01,32,-76.750,172.000,6,300,680,-1.8895,27.35131,6.3641,0.226,97.4542,nd,34.6979,nd,nd,nd,nd,nd
2018-01-17,NBP18-01,32,-76.750,172.000,7,200,680,-1.8874,27.270292,6.3384,0.3938,97.1692,nd,34.6467,nd,nd,nd,nd,nd
2018-01-17,NBP18-01,32,-76.750,172.000,8,150,680,-1.8185,27.280705,6.223,0.6538,96.4586,nd,34.6136,2.31,30.5,78.3,0.19,0.32
2018-01-17,NBP18-01,32,-76.750,172.000,9,100,680,-1.6276,27.387983,6.0783,1.2571,95.4598,nd,34.5729,2.07,25.0,68.8,0.17,0.95
2018-01-17,NBP18-01,32,-76.750,172.000,10,60,680,-1.4987,27.443242,6.8822,2.1586,93.759,nd,34.5262,2.17,26.5,77.1,0.12,1.93
2018-01-17,NBP18-01,32,-76.750,172.000,11,25,680,-0.9943,27.803787,8.2817,15.7875,83.254,nd,34.4629,1.70,20.4,69.1,0.06,0.74
2018-01-17,NBP18-01,32,-76.750,172.000,12,10,680,0.7512,29.18814,8.4025,7.1916,81.585,nd,34.3467,1.21,13.9,57.6,0.10,0.36
2018-01-23,NBP18-01,34,-77.147,168.503,1,944.5,990,-1.888,27.70493,6.5309,0.0655,93.1251,nd,34.7824,2.36,30.7,78.9,0.08,0.99
2018-01-23,NBP18-01,34,-77.147,168.503,2,930.1,990,-1.8887,27.698226,6.5335,0.0742,93.0212,nd,34.7825,2.32,30.5,80.2,0.05,0.57
2018-01-23,NBP18-01,34,-77.147,168.503,3,800,990,-1.8934,27.630639,6.5395,0.0541,93.9023,nd,34.7746,2.29,30.5,78.8,0.05,0.13
2018-01-23,NBP18-01,34,-77.147,168.503,4,600,990,-1.8918,27.528816,6.5168,0.0996,93.9375,nd,34.7565,2.30,30.6,77.0,0.01,0.05
2018-01-23,NBP18-01,34,-77.147,168.503,5,400,990,-1.8881,27.422087,6.4504,0.1894,93.8628,nd,34.7309,2.27,30.0,77.3,0.04,0.00
2018-01-23,NBP18-01,34,-77.147,168.503,6,250.1,990,-1.8846,27.319082,6.3981,0.27,93.4747,nd,34.6797,2.27,30.7,76.0,0.06,0.09
2018-01-23,NBP18-01,34,-77.147,168.503,7,200,990,-1.8783,27.275446,6.3692,0.3409,93.3213,nd,34.6433,2.29,30.6,78.5,0.11,0.31
2018-01-23,NBP18-01,34,-77.147,168.503,8,150.1,990,-1.7635,27.275249,6.5407,0.4863,92.6537,nd,34.5419,2.18,27.5,74.0,0.13,0.87
2018-01-23,NBP18-01,34,-77.147,168.503,9,100,990,-0.8611,27.924704,7.3135,1.5451,90.118,nd,34.4273,2.05,26.1,73.2,0.11,0.83
2018-01-23,NBP18-01,34,-77.147,168.503,10,49.8,990,-0.8099,27.888378,7.5463,1.2424,90.8268,nd,34.3515,1.93,24.7,71.2,0.12,0.50
2018-01-23,NBP18-01,34,-77.147,168.503,11,20.1,990,-0.0406,28.186097,8.5429,6.1786,84.4269,nd,33.9039,1.37,16.1,59.9,0.11,0.54
2018-01-23,NBP18-01,34,-77.147,168.503,12,5.1,990,-0.7102,27.268669,8.4694,0.7385,84.3958,nd,33.4279,1.18,13.3,56.9,0.09,0.49
2018-01-26,NBP18-01,35,-76.231,168.769,1,511.8,545,-1.8927,27.485377,6.3613,0.0255,98.3659,0.00000,34.7533,nd,nd,nd,nd,nd
2018-01-26,NBP18-01,35,-76.231,168.769,2,500,545,-1.8936,27.479195,6.3631,0.0373,98.3857,0.00000,34.7533,2.28,30.7,81.1,0.01,0.46
2018-01-26,NBP18-01,35,-76.231,168.769,3,400.1,545,-1.8916,27.413909,6.3625,0.0506,98.6351,0.00000,34.7235,2.31,30.6,79.9,0.01,0.16
2018-01-26,NBP18-01,35,-76.231,168.769,4,300,545,-1.8918,27.357219,6.3478,0.0733,98.7962,0.00000,34.7089,2.28,30.6,78.9,0.01,0.07
2018-01-26,NBP18-01,35,-76.231,168.769,5,200,545,-1.8832,27.306571,6.3343,0.0991,98.666,0.00000,34.6927,2.27,30.6,78.7,0.00,0.27
2018-01-26,NBP18-01,35,-76.231,168.769,6,150,545,-1.8618,27.292956,6.3382,0.1838,98.4613,0.00000,34.6814,2.30,30.5,78.1,0.01,0.17
2018-01-26,NBP18-01,35,-76.231,168.769,7,100,545,-1.8383,27.277349,6.3141,0.239,98.2701,0.02584,34.6644,nd,nd,nd,nd,nd
2018-01-26,NBP18-01,35,-76.231,168.769,8,75,545,-1.7697,27.301463,6.3802,0.548,97.2314,0.17701,34.6347,2.29,30.3,77.9,0.08,0.31
2018-01-26,NBP18-01,35,-76.231,168.769,9,50,545,-1.7081,27.30571,6.3393,1.6654,95.5611,0.95655,34.5849,2.25,29.7,76.2,0.09,0.43
