Station,Lat_deg_N,Lon_deg_E,Collection_datetime,Bottle,Depth_m,Fe_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE_FLAG,Mn_D_CONC_BOTTLE,Mn_D_CONC_BOTTLE_FLAG,Ni_D_CONC_BOTTLE,Ni_D_CONC_BOTTLE_FLAG,Cu_D_CONC_BOTTLE,Cu_D_CONC_BOTTLE_FLAG,Zn_D_CONC_BOTTLE,Zn_D_CONC_BOTTLE_FLAG,Cd_D_CONC_BOTTLE,Cd_D_CONC_BOTTLE_FLAG
60,-74.958867,164.739350,2018-02-08 20:06,S60-8,50,0.07,1,0.39,1,6.33,1,1.86,1,3.1,1,0.57,1
60,-74.958867,164.739350,2018-02-08 20:06,S60-9,40.1,0.05,1,0.22,1,6.15,1,1.73,1,1.8,1,0.39,1
60,-74.958867,164.739350,2018-02-08 20:06,S60-10,30,-0.00,1,0.11,1,5.66,1,1.63,1,0.9,1,0.21,1
60,-74.958867,164.739350,2018-02-08 20:06,S60-11,10.2,0.11,1,0.11,1,5.37,1,1.60,1,0.9,1,0.20,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-1,323.1,0.75,1,1.12,1,6.63,1,1.91,1,5.1,1,0.76,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-2,313,0.62,1,0.74,1,6.75,1,2.02,1,4.7,1,0.76,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-3,250,0.25,1,0.60,1,6.40,1,1.96,1,4.5,1,0.69,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-4,200.1,0.18,1,0.50,1,6.55,1,2.03,1,4.6,1,0.72,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-5,149.8,0.00,6,0.46,1,6.42,1,2.00,1,4.5,1,0.70,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-6,99.5,0.14,1,0.49,1,6.43,1,2.03,1,5.1,1,0.72,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-7,74.9,0.10,1,0.46,1,6.37,1,2.14,1,5.1,1,0.73,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-8,50,0.30,1,0.48,1,6.49,1,2.06,1,5.2,1,0.74,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-9,40.2,0.06,1,0.33,1,6.23,1,1.89,1,3.9,1,0.58,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-10,25,0.05,1,0.05,1,5.78,1,1.55,1,0.7,1,0.21,1
62,-74.998617,169.491283,2018-02-09 19:27,S62-11,10,0.00,1,0.05,1,5.84,1,1.54,1,0.6,1,0.18,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-1,739.4,4.37,1,2.30,1,6.66,1,2.05,1,5.8,1,0.79,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-2,730.2,2.21,1,2.19,1,6.41,1,1.94,1,4.7,1,0.70,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-3,600,1.66,1,0.78,1,6.46,1,1.92,1,4.4,1,0.68,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-4,450.2,0.79,1,0.66,1,6.36,1,1.86,1,4.2,1,0.69,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-5,299.8,0.52,1,0.69,1,6.54,1,1.85,1,4.2,1,0.68,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-6,199.7,1.89,1,0.78,1,6.49,1,1.96,1,4.8,1,0.71,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-7,100.8,0.36,1,0.70,1,6.37,1,1.92,1,4.0,1,0.70,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-8,75,0.67,1,0.74,1,6.50,1,1.89,1,4.6,1,0.74,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-9,39.9,0.45,1,0.60,1,6.52,1,1.98,1,4.0,1,0.66,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-10,20,2.68,4,0.07,1,5.67,1,1.52,1,0.4,1,0.10,1
67,-76.454350,167.918567,2018-02-11 19:19,S67-11,10.1,0.08,1,0.14,1,5.49,1,1.42,1,0.6,1,0.11,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-1,286.6,0.69,1,0.48,1,6.46,1,2.05,1,4.5,1,0.72,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-2,276.2,0.55,1,0.62,1,6.63,1,2.03,1,4.9,1,0.75,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-3,250.1,1.14,3,0.58,1,6.31,1,2.01,1,4.6,1,0.70,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-4,149.8,0.23,1,0.23,1,6.36,1,1.97,1,4.2,1,0.76,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-5,100.1,1.74,3,0.54,1,6.56,1,2.09,1,5.1,1,0.72,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-7,75.2,2.14,3,0.51,1,6.55,1,2.10,1,5.2,1,0.77,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-8,49.9,0.24,1,0.53,1,6.59,1,2.07,1,5.5,1,0.78,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-9,30.4,0.18,1,0.07,1,6.02,1,1.64,1,0.7,1,0.25,1
70,-74.743833,170.374100,2018-02-13 21:25,S70-11,10,0.02,1,0.05,1,6.10,1,1.60,1,0.4,1,0.21,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-1,473.7,2.89,1,1.34,1,7.12,1,2.69,1,12.8,1,0.74,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-2,463.4,1.90,1,1.46,1,6.86,1,2.45,1,9.2,1,0.67,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-3,350.1,2.31,1,1.03,1,6.75,1,2.21,1,8.7,1,0.71,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-4,250,1.04,1,0.75,1,6.71,1,2.26,1,5.9,1,0.69,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-5,150,0.36,1,0.38,1,6.30,1,1.99,1,3.5,1,0.43,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-6,130,0.60,1,0.22,1,6.16,1,1.94,1,2.1,1,0.31,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-7,80.1,0.58,1,0.13,1,5.65,1,1.90,1,1.4,1,0.19,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-8,50.1,1.15,1,0.17,1,5.50,1,1.79,1,1.8,1,0.16,1
72,-74.800150,164.394917,2018-02-14 22:29,S72-9,25,0.11,1,74.09,4,3.92,4,1.10,4,37.10,4,0.14,1
72,-74.800150,164.394917,2018-02-14 22:28,S72-11,10,0.00,6,0.09,1,5.11,1,1.85,1,1.3,1,0.12,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-1,573.1,4.98,1,1.06,1,6.64,1,1.94,1,4.9,1,0.70,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-2,563.1,1.86,1,1.01,1,6.71,1,2.02,1,4.5,1,0.71,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-3,400.1,1.46,1,1.14,1,6.89,1,2.01,1,5.1,1,0.72,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-4,299.9,0.77,1,0.64,1,6.58,1,2.08,1,4.7,1,0.72,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-5,250.1,0.40,1,0.55,1,6.58,1,2.18,1,5.1,1,0.64,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-6,200.1,0.34,1,0.63,1,6.62,1,2.09,1,4.2,1,0.60,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-7,130.1,0.37,1,0.32,1,6.21,1,1.87,1,2.4,1,0.36,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-8,80.2,0.18,1,0.11,1,5.52,1,1.66,1,1.2,1,0.17,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-9,60.1,11.19,4,0.29,4,6.54,4,1.76,1,1.5,3,0.15,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-10,25.2,0.25,1,0.11,1,5.29,1,1.74,1,1.3,1,0.13,1
76,-74.799100,164.596683,2018-02-16 20:15,S76-11,10.1,0.52,1,0.12,1,5.31,1,1.78,1,1.4,1,0.13,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-1,594.7,1.76,1,2.01,1,6.59,1,1.99,1,4.8,1,0.74,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-2,500,3.96,4,1.50,1,6.69,1,2.14,1,5.4,1,0.71,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-3,350,1.14,1,1.19,1,6.69,1,1.92,1,4.9,1,0.78,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-4,250,0.61,1,0.71,1,6.55,1,2.05,1,3.9,1,0.73,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-5,225,0.00,6,0.62,1,6.79,1,2.06,1,4.0,1,0.62,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-6,200,0.16,1,0.65,1,6.74,1,1.99,1,4.1,1,0.65,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-7,150,0.96,1,0.33,1,6.22,1,1.85,1,2.4,1,0.39,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-8,100.1,0.90,1,0.24,1,5.83,1,1.81,1,1.8,1,0.27,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-10,49.9,1.36,1,0.20,1,5.63,1,1.72,1,2.2,1,0.23,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-11,25,0.90,1,0.17,1,5.97,1,1.83,1,1.4,1,0.20,1
78,-74.695517,164.795967,2018-02-17 20:34,S78-12,10.1,0.75,1,0.14,1,5.60,1,1.72,1,1.4,1,0.20,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-1,585.6,1.59,1,1.22,1,6.82,1,1.99,1,4.5,1,0.71,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-2,574.6,1.58,1,1.26,1,6.78,1,1.96,1,5.1,1,0.71,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-3,450,1.53,1,1.53,1,6.80,1,2.06,1,4.8,1,0.74,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-4,300,0.86,1,0.72,1,6.81,1,2.12,1,4.8,1,0.71,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-5,200,0.38,1,0.66,1,6.70,1,1.98,1,4.5,1,0.73,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-6,150,2.30,4,0.70,1,6.90,1,2.05,1,6.1,4,0.71,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-7,125,0.60,1,0.40,1,6.42,1,1.91,1,2.9,1,0.55,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-8,100,0.24,1,0.31,1,6.05,1,1.83,1,2.3,1,0.37,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-9,50,0.34,1,0.13,1,5.38,1,1.63,1,1.3,1,0.18,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-10,25.1,0.27,1,0.12,1,5.53,1,1.65,1,1.4,1,0.17,1
79,-74.757333,164.356217,2018-02-18 19:29,S79-11,10,0.35,1,0.10,1,5.17,1,1.55,1,1.2,1,0.14,1
