X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-1373682.5163889958,-5086229.162159121,train,1.7195688091957418E-4,40.066180668694486,0.5823796322945066
-1469049.9241515934,-3578480.4946718304,train,6.687455144641413E-4,89.87400213101517,0.9664873753390482
-1603368.0217427572,-4390971.468773477,train,2.643951035879852E-4,62.252519945204206,0.7388279601310923
-1629160.7477595585,-5280804.919761216,train,1.4729183906076696E-4,32.01831534673795,0.526657228668636
-1716913.9023518963,-6012288.746426601,train,9.288242219939148E-5,20.264440102643615,0.3760275544989129
-1749185.4227328661,-3525209.7701495164,train,4.754802249740384E-4,82.92943210829331,0.9105833428079638
-1964421.6581816608,-5475005.169899478,train,1.445460730919929E-4,31.242797026251747,0.5200112970592208
-2001880.6668335975,-3596499.522667085,train,4.2991291241890325E-4,78.7585794618383,0.887303998773312
-2021929.307125466,-4831887.718454657,train,1.517817019216438E-4,33.29661039311629,0.5373269458946262
-2199673.138075086,-3690482.5797451627,train,5.589280010775945E-4,87.77080514619163,0.9414684309324493
-2313664.296647398,-5132425.30025392,train,1.3410398398336714E-4,28.810821703596925,0.493873513303826
-2326577.3575794175,-5515800.591478463,train,1.3380089237404873E-4,28.7300279165696,0.4930939476852675
-2397343.1578767016,-4613221.698404452,train,2.210164109085038E-4,56.02004813677272,0.6744706350605008
-2433911.6106022918,-4521372.279439185,train,3.09103201530477E-4,68.21578638492802,0.7918715548655813
-2465537.477936661,-4435383.55207249,train,3.109389895170992E-4,68.46645155774434,0.7938027081357699
-2530659.3800507262,-4235481.449327371,train,3.2209252476631976E-4,69.36204650411253,0.8051564885365168
-2533241.9922371297,-4801342.234133373,train,1.5634365348404843E-4,34.78810519330134,0.5479216730487374
-2612089.587566006,-5058912.4098368855,train,1.5023730209626785E-4,32.7636859312251,0.5336842454902877
-2674339.4468176044,-3938171.455831542,train,4.616260843995257E-4,81.51777660234116,0.9040663181412653
-2699308.4086025357,-3734140.291575787,train,4.6852311388993935E-4,82.26857939104661,0.9073680043408116
-3239207.9389499123,-3677260.338766816,train,3.3516979080661774E-4,70.5517682635745,0.8176748772293223
-378300.36514750536,-3851575.251748004,train,4.319593850934633E-4,78.84714437853883,0.8884690507635625
-3383366.6795272017,-7390676.148852169,train,4.3933012788437926E-5,9.682872775790187,0.19995565070300658
-3924012.0504628937,-3482854.1529477914,train,2.638870227753567E-4,62.16081381581568,0.7381532685618873
-451033.1808471066,-5309401.115643754,train,1.5483652899188154E-4,34.3462362362213,0.5444486220329385
-4612155.746699672,-3806167.598118513,train,5.709751293195374E-4,88.18057596506318,0.9449417368533678
