Predictor variable,Categorical,Sample average
chlorophyll,false,0.258147426722747
nitrate,false,0.025133061000570212
oxygen,false,0.31543958203169215
salinity,false,34.05564184265959
sea_ice_extent,false,0.07784674772515772
sst,false,4.703994734857904
