station,sampno,btlnbr,ctd_type,date,time,latitude,longitude,pressure,depth,temperature,salinity,CTDSAL2_UP,oxygen,CTDOXY2_UP,CTDFLUOR_UP,CTDTRANS_UP,par,CTDSPAR_UP,diss_iron,diss_iron_stdev,chl_a,chlorophyll_a_fluor_stdev,phaeopigments,Salinity_Measured,Oxygen_Measured,fvfm,fvfm_stdev,tot_phosp,tot_phosp_stdev,Grazing,FLASH,nitrate,nitrite,phosphate,silicate,d18O,d2H,fsim,fmet,fCDW,diss_inorg_carbon,diss_inorg_carbon_stdev,sDIC,sDIC STDEV,sDIC_Friis,sDIC_Friis STDEV,total_alkalinity,total_alkalinity_stdev,sTA *salinity adj. total alkilinity,sTA STDEV,sTA_Friis,sTA_Friis STDEV,sDIC_Brown
039_01,1009,20,Conv,20141106,313,-62.7017,-66.9283,9.618,9.525,-1.6395,33.7956,,8.20165,8.21501,0.5508,96.4811,1.00E-12,1.61E+01,,,0.2,0,0.04,,,0.399,0.099984999,0.06,0,,,27.28,0.114,1.914,45.37,,,,,,,,,,,,,,,,,,
039_01,1010,19,Conv,20141106,313,-62.7017,-66.9283,9.371,9.28,-1.6434,33.792,,8.19719,8.22523,0.4814,96.418,1.00E-12,1.56E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1011,18,Conv,20141106,313,-62.7017,-66.9283,8.963,8.877,-1.6513,33.7857,,8.20242,8.23034,0.4556,96.3888,1.00E-12,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1012,17,Conv,20141106,313,-62.7017,-66.9283,8.981,8.895,-1.6444,33.7907,,8.19695,8.22828,0.5229,96.3053,1.00E-12,1.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1013,16,Conv,20141106,311,-62.7017,-66.9283,26.806,26.546,-1.5248,33.8704,,8.00798,8.03103,0.4526,96.2243,1.00E-12,1.62E+01,,,0.23,0,0.06,,,0.5795,0.055861436,0.06,0,,,28.33,0.124,1.974,45.99,,,,,,,,,,,,,,,,,,
039_01,1014,15,Conv,20141106,311,-62.7017,-66.9283,26.699,26.44,-1.5249,33.8703,,8.01031,8.033,0.4604,96.2186,1.00E-12,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1015,14,Conv,20141106,311,-62.7017,-66.9283,26.372,26.116,-1.5249,33.8702,,8.01476,8.02962,0.4594,96.2301,1.00E-12,1.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1016,13,Conv,20141106,309,-62.7017,-66.9283,50.678,50.184,-1.504,33.8789,,7.9811,8.02237,0.4938,96.4122,1.00E-12,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1017,12,Conv,20141106,309,-62.7017,-66.9283,51.088,50.589,-1.505,33.8791,,7.98003,8.01366,0.5038,96.4435,1.00E-12,1.64E+01,,,0.24,0,0.06,,,0.589,0.068432448,0.06,0,,,28.26,0.127,1.95,,,,,,,,,,,,,,,,,,,
039_01,1018,11,Conv,20141106,309,-62.7017,-66.9283,50.728,50.233,-1.5049,33.8791,,7.98039,8.01405,0.4685,96.4096,1.00E-12,1.62E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1019,10,Conv,20141106,309,-62.7017,-66.9283,49.924,49.437,-1.5034,33.879,,7.98109,8.0145,0.5239,96.4321,1.00E-12,1.58E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1020,9,Conv,20141106,308,-62.7017,-66.9283,75.985,75.239,-1.1632,33.9981,,7.18954,7.20294,0.3072,97.6915,1.00E-12,1.67E+01,,,0.14,0.01,0.06,,,0.547666667,0.096624704,0.053333333,0.011547005,,,30.36,0.124,2.069,51.76,,,,,,,,,,,,,,,,,,
039_01,1021,8,Conv,20141106,308,-62.7017,-66.9283,75.745,75.002,-1.1586,33.9984,,7.23112,7.23079,0.338,97.6816,1.00E-12,1.57E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1022,7,Conv,20141106,308,-62.7017,-66.9283,74.617,73.884,-1.1322,34.0019,,7.23213,7.26923,0.3564,97.6727,1.00E-12,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1023,6,Conv,20141106,306,-62.7017,-66.9283,100.266,99.276,-0.0219,34.1754,,6.11032,6.08886,0.2226,98.0813,1.00E-12,1.60E+01,,,0.1,0,0.06,,,0.5675,0.004949747,0.165,0.148492424,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1024,5,Conv,20141106,306,-62.7017,-66.9283,100.568,99.574,-0.025,34.1723,,6.19282,6.21232,0.2042,98.0808,1.00E-12,1.64E+01,,,,,,,,,,,,,,32.51,0.071,2.231,58.23,,,,,,,,,,,,,,,,,,
039_01,1025,4,Conv,20141106,306,-62.7017,-66.9283,101.378,100.377,-0.0841,34.1676,,6.14194,6.17245,0.1822,98.0959,1.00E-12,1.57E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1026,3,Conv,20141106,304,-62.7017,-66.9283,152.343,150.819,1.3858,34.4201,,4.60004,4.6272,0.0393,98.4566,1.00E-12,1.68E+01,,,,,,,,,,,,,,35.24,0.016,2.365,71.05,,,,,,,,,,,,,,,,,,
039_01,1027,2,Conv,20141106,304,-62.7017,-66.9283,151.888,150.369,1.3885,34.4202,,4.5857,4.61116,0.0189,98.4686,1.00E-12,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039_01,1028,1,Conv,20141106,304,-62.7017,-66.9283,151.695,150.178,1.3925,34.4215,,4.57441,4.59799,0.0179,98.4587,1.00E-12,1.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1029,24,Conv,20141106,556,-62.5408,-67.278,2.695,2.669,-1.642,33.6954,,8.50236,8.5221,6.7017,90.5465,1.00E-12,1.57E+01,,,1.22,0.03,0.23,,,0.330333333,0.018556221,0.046666667,0.011547005,,,26.13,0.076,1.783,34.37,,,,,,,,,,,,,,,,,,
040_01,1030,23,Conv,20141106,555,-62.5408,-67.278,9.62,9.527,-1.6422,33.6977,,8.51015,8.53118,6.4731,90.3972,1.00E-12,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1031,22,Conv,20141106,555,-62.5408,-67.278,10.19,10.091,-1.642,33.6974,,8.50698,8.53069,5.6684,90.3779,1.00E-12,1.57E+01,,,1.31,0.03,0.24,,,0.3,0.009165151,0.04,0,,,26.02,0.079,1.772,34.18,,,,,,,,,,,,,,,,,,
040_01,1032,21,Conv,20141106,554,-62.5408,-67.278,24.545,24.307,-1.6163,33.7383,,8.45065,8.47979,8.4792,90.1232,1.00E-12,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1033,20,Conv,20141106,554,-62.5408,-67.278,24.842,24.602,-1.6163,33.7383,,8.45277,8.48215,9.0581,90.7223,1.00E-12,1.70E+01,,,1.57,0.02,0.3,,,0.352666667,0.002309401,0.053333333,0.011547005,,,26.36,0.072,1.789,34.36,,,,,,,,,,,,,,,,,,
040_01,1034,19,Conv,20141106,554,-62.5408,-67.278,24.423,24.186,-1.6161,33.7383,,8.45353,8.47356,8.1478,90.8873,1.00E-12,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1035,18,Conv,20141106,552,-62.5408,-67.278,50.937,50.44,-1.6322,33.7681,,8.33897,8.36773,5.6907,92.1012,1.00E-12,1.67E+01,,,1.34,0.02,0.32,,,0.38,0.036055513,0.046666667,0.011547005,,,26.78,0.076,1.816,34.71,,,,,,,,,,,,,,,,,,
040_01,1036,17,Conv,20141106,552,-62.5408,-67.278,49.988,49.501,-1.6318,33.7679,,8.33866,8.36556,5.7753,92.3951,1.00E-12,1.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1037,16,Conv,20141106,550,-62.5408,-67.278,74.622,73.89,-1.6117,33.7919,,8.24093,8.27447,4.4154,93.5156,1.00E-12,1.58E+01,,,1.16,0.06,0.32,,,0.429,0.025119713,0.053333333,0.011547005,,,27.15,0.091,1.853,34.57,,,,,,,,,,,,,,,,,,
040_01,1038,15,Conv,20141106,550,-62.5408,-67.278,75.598,74.857,-1.6149,33.7933,,8.22232,8.26858,3.6953,92.9556,1.00E-12,1.62E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1039,14,Conv,20141106,549,-62.5408,-67.278,100.842,99.847,-0.8581,33.9564,,7.30042,7.33169,1.2427,96.6189,1.00E-12,1.70E+01,,,0.39,0.02,0.23,,,0.6065,0.044547727,0.07,0,,,30.17,0.097,2.067,39.35,,,,,,,,,,,,,,,,,,
040_01,1040,13,Conv,20141106,549,-62.5408,-67.278,100.877,99.881,-0.8383,33.9562,,7.3949,7.40601,1.1436,96.9008,1.00E-12,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1041,12,Conv,20141106,547,-62.5408,-67.278,153.14,151.61,1.2325,34.2442,,5.49917,5.51871,-0.0087,98.4696,1.00E-12,1.70E+01,,,,,,,,,,,,,,34.19,0.011,2.294,54.1,,,,,,,,,,,,,,,,,,
040_01,1042,11,Conv,20141106,547,-62.5408,-67.278,151.964,150.447,1.2159,34.242,,5.49827,5.51993,-0.0103,98.466,1.00E-12,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1043,10,Conv,20141106,545,-62.5408,-67.278,201.751,199.712,1.8034,34.3522,,4.74682,4.76083,-0.01,98.491,1.00E-12,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1044,9,Conv,20141106,545,-62.5408,-67.278,201.709,199.67,1.8043,34.3521,,4.75108,4.76999,-0.0074,98.4994,1.00E-12,1.61E+01,,,,,,,,,,,,,,35.38,0.005,2.349,61.77,,,,,,,,,,,,,,,,,,
040_01,1045,8,Conv,20141106,541,-62.5408,-67.278,303.446,300.305,2.2202,34.513,,4.0047,4.0157,-0.0022,98.5166,1.00E-12,1.70E+01,,,,,,,,,,,,,,35.71,0.007,2.377,73.03,,,,,,,,,,,,,,,,,,
040_01,1046,7,Conv,20141106,541,-62.5408,-67.278,304.003,300.856,2.2206,34.5132,,4.00492,4.01355,-0.0083,98.5255,1.00E-12,1.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1047,6,Conv,20141106,538,-62.5408,-67.278,403.852,399.575,2.1922,34.576,,3.9217,3.94036,-0.0054,98.5422,1.00E-12,1.67E+01,,,,,,,,,,,,,,35.18,0.004,2.389,77.42,,,,,,,,,,,,,,,,,,
040_01,1048,5,Conv,20141106,538,-62.5408,-67.278,403.608,399.333,2.1924,34.5761,,3.92305,3.94311,-0.0145,98.5474,1.00E-12,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1049,4,Conv,20141106,534,-62.5408,-67.278,505.599,500.122,2.1788,34.626,,3.90046,3.92714,-0.0194,98.5594,1.00E-12,1.69E+01,,,,,,,,,,,,,,34.62,0.002,2.296,80.65,,,,,,,,,,,,,,,,,,
040_01,1050,3,Conv,20141106,534,-62.5408,-67.278,505.711,500.233,2.1787,34.626,,3.89919,3.92073,-0.0019,98.5667,1.00E-12,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040_01,1051,2,Conv,20141106,529,-62.5408,-67.278,758.853,750.176,2.0619,34.6911,,4.02332,4.06051,-0.0054,98.5782,1.00E-12,1.70E+01,,,,,,,,,,,,,,33.23,0.004,2.234,85.85,,,,,,,,,,,,,,,,,,
040_01,1052,1,Conv,20141106,529,-62.5408,-67.278,759.374,750.69,2.0616,34.6911,,4.02387,4.05947,-0.0129,98.5834,1.00E-12,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1066,24,Conv,20141106,827,-62.386,-67.6243,2.048,2.028,-1.5636,33.7434,,8.29643,8.32397,2.0062,94.7421,1.60E+01,4.54E+01,,,0.61,0.02,0.12,,,0.500666667,0.028448784,0.07,0,,,27.43,0.196,1.827,30.23,,,,,,,,,,,,,,,,,,
041_01,1067,23,Conv,20141106,827,-62.386,-67.6243,1.553,1.538,-1.5638,33.7436,,8.30324,8.33121,2.0056,94.9013,1.73E+01,4.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1068,22,Conv,20141106,827,-62.386,-67.6243,1.842,1.824,-1.5628,33.7435,,8.29527,8.33221,1.8352,94.7985,1.71E+01,4.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1069,21,Conv,20141106,827,-62.386,-67.6243,1.522,1.507,-1.5628,33.7435,,8.29735,8.3378,1.9849,94.9253,1.76E+01,4.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1070,20,Conv,20141106,826,-62.386,-67.6243,9.68,9.586,-1.5625,33.7435,,8.29999,8.32011,1.9839,95.0093,7.21E+00,4.38E+01,,,0.6,0.01,0.13,,,0.565333333,0.07957596,0.07,0,,,27.46,0.201,1.852,29.9,,,,,,,,,,,,,,,,,,
041_01,1071,19,Conv,20141106,826,-62.386,-67.6243,9.998,9.902,-1.5624,33.7436,,8.29707,8.33209,2.1345,94.7567,6.86E+00,4.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1072,18,Conv,20141106,826,-62.386,-67.6243,9.915,9.82,-1.5625,33.7436,,8.29671,8.32811,2.0289,94.9457,6.90E+00,4.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1073,17,Conv,20141106,826,-62.386,-67.6243,9.709,9.616,-1.5628,33.7436,,8.29813,8.32882,2.1248,94.8554,7.14E+00,4.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1074,16,Conv,20141106,825,-62.386,-67.6243,25.4,25.154,-1.5742,33.7432,,8.29286,8.33288,2.1977,94.7807,2.33E+00,4.36E+01,,,0.63,0.01,0.15,,,0.597,0.04384062,0.07,0,,,27.44,0.194,1.8,29.82,,,,,,,,,,,,,,,,,,
041_01,1075,15,Conv,20141106,825,-62.386,-67.6243,25.282,25.037,-1.5807,33.7437,,8.29565,8.3275,2.0581,94.8293,2.35E+00,4.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1076,14,Conv,20141106,825,-62.386,-67.6243,24.288,24.053,-1.5973,33.7445,,8.29421,8.32987,2.6632,94.8256,2.59E+00,4.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1077,13,Conv,20141106,823,-62.386,-67.6243,50.633,50.14,-1.6431,33.7531,,8.24908,8.28996,2.0351,95.5427,5.24E-01,4.16E+01,,,0.59,0.01,0.16,,,0.5785,0.053033009,0.07,0,,,27.45,0.204,1.803,29.81,,,,,,,,,,,,,,,,,,
041_01,1078,12,Conv,20141106,823,-62.386,-67.6243,50.768,50.273,-1.6433,33.7532,,8.24671,8.29156,2.2729,95.382,5.17E-01,4.16E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1079,11,Conv,20141106,823,-62.386,-67.6243,50.704,50.21,-1.6435,33.7543,,8.24484,8.29571,2.1219,95.5255,5.20E-01,4.16E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1080,10,Conv,20141106,823,-62.386,-67.6243,50.401,49.911,-1.643,33.7539,,8.24697,8.28676,1.9042,95.406,5.26E-01,4.16E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1081,9,Conv,20141106,821,-62.386,-67.6243,75.8,75.058,-1.618,33.7868,,8.16137,8.20937,1.2068,96.5667,1.41E-01,4.09E+01,,,0.4,0.02,0.14,,,0.627,0.051681718,0.063333333,0.005773503,,,27.85,0.199,1.881,30.75,,,,,,,,,,,,,,,,,,
041_01,1082,8,Conv,20141106,821,-62.386,-67.6243,75.909,75.165,-1.6186,33.7869,,8.15483,8.19927,1.1734,96.5709,1.41E-01,3.99E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1083,7,Conv,20141106,821,-62.386,-67.6243,75.597,74.856,-1.6172,33.7869,,8.15538,8.21249,1.2469,96.5641,1.44E-01,4.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1084,6,Conv,20141106,820,-62.386,-67.6243,100.617,99.626,-1.0515,33.8965,,7.66091,7.68071,0.6282,97.7155,4.78E-02,3.97E+01,,,0.19,0.01,0.1,,,,,,,,,29.72,0.127,1.999,35.52,,,,,,,,,,,,,,,,,,
041_01,1085,5,Conv,20141106,820,-62.386,-67.6243,100.588,99.597,-1.0376,33.8989,,7.66172,7.68233,0.5016,97.716,4.80E-02,3.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1086,4,Conv,20141106,820,-62.386,-67.6243,101.166,100.169,-1.0727,33.8944,,7.64876,7.70044,0.5103,97.6142,4.68E-02,3.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1087,3,Conv,20141106,818,-62.386,-67.6243,151.436,149.925,1.3434,34.2333,,5.5532,5.57746,-0.0077,98.4566,1.11E-02,3.95E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041_01,1088,2,Conv,20141106,818,-62.386,-67.6243,150.555,149.053,1.3437,34.2331,,5.56244,5.56788,0.0024,98.4597,1.14E-02,3.90E+01,,,,,,,,,,,,,,34.03,0.014,2.282,51.94,,,,,,,,,,,,,,,,,,
041_01,1089,1,Conv,20141106,818,-62.386,-67.6243,151.528,150.017,1.3405,34.2325,,5.53416,5.5525,-0.0061,98.4608,1.10E-02,3.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1092,24,Conv,20141106,1154,-62.2297,-67.975,1.909,1.891,-1.5576,33.7499,,8.3076,8.32128,1.3891,95.0307,1.06E+02,2.02E+02,,,0.31,0.01,0.06,,,0.507,,0.07,,,,27.39,0.202,1.836,30.66,,,,,,2126.379133,5.10818217,2186.239246,5.2519836,2210.931595,5.2519836,2287.91,,2352.317399,,2353.739634,,2210.931595
042_01,1093,23,Conv,20141106,1153,-62.2297,-67.975,10.826,10.722,-1.5556,33.7498,,8.30248,8.3164,1.5799,95.085,3.73E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1094,22,Conv,20141106,1153,-62.2297,-67.975,10.549,10.448,-1.5561,33.7497,,8.30357,8.32714,1.6169,95.0067,3.89E+01,1.99E+02,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
042_01,1095,21,Conv,20141106,1153,-62.2297,-67.975,10.231,10.132,-1.5575,33.7499,,8.30874,8.3269,1.668,94.9723,4.23E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,2125.141,2.980737925,2184.966258,3.064649259,2209.658607,3.064649259,2288.65,,2353.078231,,2354.500466,,2209.658607
042_01,1096,20,Conv,20141106,1153,-62.2297,-67.975,10.427,10.327,-1.5595,33.7502,,8.30532,8.33239,1.6117,95.1064,4.16E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1097,19,Conv,20141106,1153,-62.2297,-67.975,10.708,10.605,-1.5582,33.7498,,8.30662,8.33219,1.5919,95.0344,3.92E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1098,18,Conv,20141106,1153,-62.2297,-67.975,10.518,10.416,-1.5577,33.7498,,8.30316,8.32732,1.6214,95.0396,4.07E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1099,17,Conv,20141106,1153,-62.2297,-67.975,10.166,10.068,-1.5574,33.7499,,8.30718,8.33373,1.6366,94.9462,4.16E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1100,16,Conv,20141106,1152,-62.2297,-67.975,10.468,10.367,-1.5579,33.75,,8.30741,8.33389,1.796,94.8956,4.14E+01,1.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1101,15,Conv,20141106,1152,-62.2297,-67.975,10.489,10.388,-1.5581,33.75,,8.30576,8.33122,1.6195,95.0281,3.97E+01,1.98E+02,,,0.32,0.02,0.05,,,0.496,0.023259407,0.07,0,,,27.42,0.211,1.83,29.58,,,,,,,,,,,,,,,,,,
042_01,1102,14,Conv,20141106,1151,-62.2297,-67.975,26.107,25.855,-1.5743,33.7519,,8.29492,8.32261,1.9019,94.87,1.51E+01,2.14E+02,,,0.3,0,0.05,,,0.499666667,0.059180515,0.07,0,,,27.45,0.204,1.852,29.58,,,,,,2121.3256,5.458581508,2180.91421,5.611914539,2205.55312,5.611914539,2285.04,,2349.227392,,2350.646548,,2205.55312
042_01,1103,13,Conv,20141106,1149,-62.2297,-67.975,50.901,50.406,-1.6367,33.7552,,8.27266,8.31236,2.1348,95.2181,4.76E+00,2.51E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1104,12,Conv,20141106,1149,-62.2297,-67.975,50.673,50.18,-1.6363,33.7551,,8.2743,8.30606,2.1407,95.2118,4.85E+00,2.52E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1105,11,Conv,20141106,1149,-62.2297,-67.975,50.937,50.442,-1.6368,33.7552,,8.276,8.30578,2.0785,95.2854,4.83E+00,2.53E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042_01,1106,10,Conv,20141106,1149,-62.2297,-67.975,51.085,50.589,-1.6362,33.7552,,8.27425,8.2988,2.1517,95.1857,4.80E+00,2.53E+02,,,,,,,,,,,,,,,,,,,,,,,2120.1651,,2179.508016,,2204.058767,,2285.79,,2349.768717,,2351.182796,,2204.058767
042_01,1107,9,Conv,20141106,1149,-62.2297,-67.975,51.238,50.739,-1.6383,33.7553,,8.27236,8.30295,2.0895,95.3188,4.71E+00,2.54E+02,,,0.34,0.02,0.06,,,,,,,,,27.53,0.202,1.864,29.53,,,,,,,,,,,,,,,,,,
042_01,1108,8,Conv,20141106,1147,-62.2297,-67.975,75.601,74.862,-1.6526,33.7606,,8.24177,8.27395,1.7332,95.8961,1.37E+00,2.72E+02,,,0.3,0.01,0.06,,,,,,,,,27.67,0.204,1.867,29.57,,,,,,2122.2352,0.033974255,2181.287105,0.0349196,2205.693632,0.0349196,2286.21,,2349.824559,,2351.23033,,2205.693632
042_01,1109,7,Conv,20141106,1145,-62.2297,-67.975,101.492,100.492,-1.6422,33.7744,,8.18529,8.23171,1.0759,96.8366,4.03E-01,2.78E+02,,,0.2,0.01,0.05,,,,,,,,,27.85,0.209,1.868,29.74,,,,,,2128.0615,1.980323251,2186.381817,2.034594747,2210.419981,2.034594747,2288.38,,2351.093905,,2352.47846,,2210.419981
042_01,1110,6,Conv,20141106,1142,-62.2297,-67.975,151.637,150.126,-0.2782,34.0326,,6.92128,6.95401,0.13,98.358,6.79E-02,2.70E+02,,,0.04,0,0.02,,,,,,,,,31.48,0.033,2.075,41.31,,,,,,,,,,,,,,,,,,
042_01,1111,5,Conv,20141106,1140,-62.2297,-67.975,201.974,199.937,1.3992,34.2717,,5.27091,5.29252,-0.0187,98.5161,1.43E-02,2.10E+02,,,,,,,,,,,,,,34.4,0.017,2.294,56.23,,,,,,,,,,,,,,,,,,
042_01,1112,4,Conv,20141106,1137,-62.2297,-67.975,302.704,299.578,2.0998,34.4321,,4.28719,4.30572,-0.021,98.5265,3.78E-03,2.04E+02,,,,,,,,,,,,,,35.79,0.014,2.384,67.22,,,,,,,,,,,,,,,,,,
042_01,1113,3,Conv,20141106,1133,-62.2297,-67.975,404.295,400.022,2.2246,34.5241,,3.97668,3.99976,-0.0045,98.5552,4.16E-03,2.16E+02,,,,,,,,,,,,,,36.14,0.014,2.397,73.94,,,,,,,,,,,,,,,,,,
042_01,1114,2,Conv,20141106,1130,-62.2297,-67.975,504.336,498.886,2.2602,34.5775,,3.89176,3.91768,-0.0145,98.5615,3.37E-03,2.48E+02,,,,,,,,,,,,,,35.22,0.008,2.298,77.41,,,,,,,,,,,,,,,,,,
042_01,1115,1,Conv,20141106,1124,-62.2297,-67.975,759.384,750.718,2.1428,34.665,,3.9283,3.96792,-0.0126,98.587,3.14E-03,2.03E+02,,,,,,,,,,,,,,33.86,0.006,2.313,83.21,,,,,,,,,,,,,,,,,,
043_01,1175,13,Conv,20141106,1601,-62.0733,-68.3203,8.842,8.757,-0.743,33.6463,,8.12902,8.13242,0.2116,95.4154,1.00E-12,1.01E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043_01,1176,12,Conv,20141106,1601,-62.0733,-68.3203,9.454,9.363,-0.7467,33.6473,,8.12752,8.13016,0.2327,95.4279,1.00E-12,1.04E+03,,,0.35,0.01,0.06,,,,,,,,,26.93,0.209,1.817,21.62,,,,,,,,,,,,,,,,,,
043_01,1177,11,Conv,20141106,1600,-62.0733,-68.3203,22.52,22.303,-0.7618,33.7096,,8.14331,8.14819,0.5777,95.4519,1.00E-12,1.10E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043_01,1178,10,Conv,20141106,1559,-62.0733,-68.3203,24.608,24.371,-0.7851,33.714,,8.14008,8.15505,0.5521,95.6314,1.00E-12,1.11E+03,,,0.38,0,0.07,,,,,,,,,27.04,0.213,1.828,22.08,,,,,,,,,,,,,,,,,,
043_01,1179,9,Conv,20141106,1559,-62.0733,-68.3203,24.929,24.689,-0.791,33.7145,,8.14055,8.1463,0.5747,95.656,1.00E-12,1.12E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043_01,1180,8,Conv,20141106,1558,-62.0733,-68.3203,49.925,49.44,-0.8086,33.7245,,8.12102,8.13373,1.2022,95.7244,1.00E-12,1.12E+03,,,0.36,0.01,0.07,,,,,,,,,27.11,0.209,1.83,22.06,,,,,,,,,,,,,,,,,,
043_01,1181,7,Conv,20141106,1558,-62.0733,-68.3203,49.701,49.218,-0.8076,33.7247,,8.11958,8.13516,1.2362,95.7379,1.00E-12,1.12E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043_01,1182,6,Conv,20141106,1556,-62.0733,-68.3203,75.582,74.843,-0.6157,33.786,,8.04009,8.04872,1.0383,96.8105,1.00E-12,1.07E+03,,,0.26,0,0.07,,,,,,,,,27.38,0.205,1.881,24.95,,,,,,,,,,,,,,,,,,
043_01,1183,5,Conv,20141106,1556,-62.0733,-68.3203,75.495,74.758,-0.616,33.7861,,8.03832,8.04813,1.005,96.7583,1.00E-12,1.08E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043_01,1184,4,Conv,20141106,1554,-62.0733,-68.3203,101.167,100.173,-0.4643,33.818,,7.92435,7.92908,0.5656,97.5354,1.00E-12,1.03E+03,,,0.2,0,0.09,,,,,,,,,27.78,0.173,1.9,22.3,,,,,,,,,,,,,,,,,,
043_01,1185,3,Conv,20141106,1554,-62.0733,-68.3203,100.536,99.547,-0.4524,33.82,,7.9314,7.94961,0.6039,97.5542,1.00E-12,1.03E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
