station,sampno,btlnbr,ctd_type,date,time,latitude,longitude,pressure,depth,temperature,salinity,CTDSAL2_UP,oxygen,CTDOXY2_UP,CTDFLUOR_UP,CTDTRANS_UP,par,CTDSPAR_UP,diss_iron,diss_iron_stdev,chl_a,chlorophyll_a_fluor_stdev,phaeopigments,Salinity_Measured,Oxygen_Measured,fvfm,fvfm_stdev,tot_phosp,tot_phosp_stdev,Grazing,FLASH,nitrate,nitrite,phosphate,silicate,d18O,d2H,fsim,fmet,fCDW,diss_inorg_carbon,diss_inorg_carbon_stdev,sDIC,sDIC STDEV,sDIC_Friis,sDIC_Friis STDEV,total_alkalinity,total_alkalinity_stdev,sTA *salinity adj. total alkilinity,sTA STDEV,sTA_Friis,sTA_Friis STDEV,sDIC_Brown
001_02,,24,Conv,20141030,1236,-61.0792,-68.6093,50.648,50.16,1.2925,33.9466,,7.56883,7.59985,0.5408,97.0171,2.48E+01,6.70E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,23,Conv,20141030,1236,-61.0792,-68.6093,50.109,49.626,1.2934,33.9464,,7.5728,7.60573,0.4743,97.0135,2.59E+01,6.76E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,1,22,Conv,20141030,1236,-61.0792,-68.6093,49.977,49.496,1.2935,33.9465,,7.57636,7.60433,0.4776,97.0584,2.60E+01,6.81E+02,,,0.23,0,0.07,,,,,,,,,35.7,0.008,2.318,,,,,,,,,,,,,,,,,,,
001_02,,21,Conv,20141030,1236,-61.0792,-68.6093,51.025,50.534,1.2923,33.9465,,7.57276,7.60263,0.5051,96.99,2.48E+01,6.89E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,20,Conv,20141030,1236,-61.0792,-68.6093,50.965,50.474,1.2922,33.9464,,7.56985,7.60352,0.4811,97.0636,2.53E+01,6.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,19,Conv,20141030,1236,-61.0792,-68.6093,50.068,49.586,1.2937,33.9465,,7.57247,7.60004,0.5437,96.2186,2.60E+01,7.03E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,17,Conv,20141030,1236,-61.0792,-68.6093,50.513,50.026,1.2942,33.9466,,7.57319,7.60387,0.5045,97.0579,2.55E+01,6.98E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,16,Conv,20141030,1236,-61.0792,-68.6093,50.651,50.163,1.2939,33.9465,,7.57375,7.60478,0.5051,96.9644,2.60E+01,7.04E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,15,Conv,20141030,1236,-61.0792,-68.6093,50.4,49.915,1.2939,33.9465,,7.57681,7.60373,0.509,97.025,2.60E+01,7.07E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,14,Conv,20141030,1236,-61.0792,-68.6093,50.454,49.967,1.2946,33.9466,,7.57653,7.59903,0.5035,97.0291,2.61E+01,7.09E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,13,Conv,20141030,1236,-61.0792,-68.6093,49.811,49.331,1.2949,33.9463,,7.5782,7.60526,0.4919,97.0114,2.69E+01,7.09E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,12,Conv,20141030,1236,-61.0792,-68.6093,49.945,49.464,1.295,33.9465,,7.58123,7.6084,0.462,97.0323,2.69E+01,7.11E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,11,Conv,20141030,1236,-61.0792,-68.6093,51.225,50.732,1.2938,33.9465,,7.57797,7.59889,0.5071,97.0307,2.46E+01,7.08E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,10,Conv,20141030,1236,-61.0792,-68.6093,50.023,49.541,1.2946,33.9463,,7.58158,7.60436,0.4857,97.0135,2.66E+01,7.00E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,9,Conv,20141030,1236,-61.0792,-68.6093,50.092,49.609,1.2947,33.9464,,7.57854,7.60263,0.4753,97.0218,2.58E+01,6.92E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,8,Conv,20141030,1236,-61.0792,-68.6093,50.851,50.362,1.2939,33.9465,,7.57758,7.5952,0.4643,97.0474,2.48E+01,6.90E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,7,Conv,20141030,1236,-61.0792,-68.6093,49.105,48.632,1.295,33.9464,,7.58227,7.60763,0.4987,97.0364,2.75E+01,6.90E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,6,Conv,20141030,1235,-61.0792,-68.6093,51.162,50.669,1.2937,33.9464,,7.57792,7.59488,0.5896,97.0542,2.45E+01,6.92E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,5,Conv,20141030,1235,-61.0792,-68.6093,49.698,49.22,1.2951,33.9463,,7.58453,7.60577,0.4922,97.0558,2.69E+01,6.95E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,4,Conv,20141030,1235,-61.0792,-68.6093,50.496,50.009,1.294,33.9463,,7.58228,7.59585,0.5258,97.0385,2.55E+01,7.01E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,3,Conv,20141030,1235,-61.0792,-68.6093,50.76,50.271,1.2935,33.9464,,7.5796,7.59976,0.4919,97.0636,2.60E+01,7.09E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,2,Conv,20141030,1235,-61.0792,-68.6093,49.641,49.163,1.294,33.9464,,7.58642,7.60492,0.4941,97.0464,2.74E+01,7.17E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001_02,,1,Conv,20141030,1235,-61.0792,-68.6093,51.042,50.55,1.2931,33.9464,,7.58517,7.59146,0.5116,97.0255,2.64E+01,7.23E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,16,24,Conv,20141031,503,-62.7033,-69.6903,3.58,3.545,-0.6776,33.799,,8.01059,8.04935,0.8951,96.1602,1.83E-01,1.68E+01,,,0.25,0.01,0.05,,,0.471,0.02251666,0.066666667,0.005773503,,,,,,,,,,,,,,,,,,,,,,,,
002_02,17,23,Conv,20141031,503,-62.7033,-69.6903,3.923,3.885,-0.677,33.7988,,8.01342,8.04083,0.9172,96.1769,1.70E-01,1.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,18,22,Conv,20141031,502,-62.7033,-69.6903,9.892,9.797,-0.6784,33.7991,,8.00622,8.06324,0.8867,96.204,4.34E-02,1.70E+01,,,0.27,0.01,0.05,,,0.471,0.016522712,0.07,0,,,27.78,0.189,1.89,22.6,,,,,,,,,,,,,,,,,,
002_02,19,21,Conv,20141031,502,-62.7033,-69.6903,10.738,10.634,-0.6783,33.7991,,8.0042,8.04837,0.8695,96.1993,3.85E-02,1.69E+01,,,0.275609962,0.006653247,0.042808853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,20,20,Conv,20141031,502,-62.7033,-69.6903,9.965,9.869,-0.677,33.7991,,8.00326,8.04231,1.014,96.1633,4.25E-02,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,21,19,Conv,20141031,502,-62.7033,-69.6903,9.585,9.493,-0.6771,33.7992,,8.00831,8.05168,0.9039,96.1831,4.32E-02,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,22,18,Conv,20141031,502,-62.7033,-69.6903,10.581,10.479,-0.6769,33.7991,,8.00556,8.04745,0.9758,96.192,3.84E-02,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,23,17,Conv,20141031,502,-62.7033,-69.6903,10.405,10.305,-0.6767,33.799,,8.00618,8.05254,0.9061,96.1696,3.94E-02,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,24,16,Conv,20141031,502,-62.7033,-69.6903,9.562,9.47,-0.6775,33.7992,,8.0134,8.03902,0.9013,96.192,3.45E-02,1.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,25,15,Conv,20141031,500,-62.7033,-69.6903,24.964,24.722,-0.6777,33.7991,,7.99767,8.05131,0.9395,96.2155,6.78E-03,1.70E+01,,,0.26,0.01,0.05,,,0.508666667,0.009504385,0.063333333,0.011547005,,,,,,,,,,,,,,,,,,,,,,,,
002_02,26,14,Conv,20141031,500,-62.7033,-69.6903,24.779,24.539,-0.6778,33.7991,,8.00242,8.045,0.9016,96.2405,7.10E-03,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,27,13,Conv,20141031,500,-62.7033,-69.6903,24.919,24.677,-0.6778,33.799,,8.00176,8.03796,0.8689,96.229,7.23E-03,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,28,12,Conv,20141031,458,-62.7033,-69.6903,50.552,50.059,-0.6782,33.7991,,7.99605,8.05089,0.9839,96.217,3.67E-03,1.70E+01,,,0.27,0.01,0.04,,,0.462,0.020663978,0.066666667,0.005773503,,,27.75,0.192,1.864,22.58,,,,,,,,,,,,,,,,,,
002_02,29,11,Conv,20141031,458,-62.7033,-69.6903,51.014,50.516,-0.678,33.799,,7.99729,8.04651,0.8411,96.2243,3.65E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,30,10,Conv,20141031,458,-62.7033,-69.6903,51.016,50.518,-0.678,33.7988,,7.99475,8.0319,0.8903,96.2275,3.64E-03,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,31,9,Conv,20141031,458,-62.7033,-69.6903,50.595,50.102,-0.6779,33.799,,7.99624,8.03319,0.8666,96.2155,3.58E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,32,8,Conv,20141031,458,-62.7033,-69.6903,50.528,50.035,-0.6779,33.7991,,7.99684,8.0293,0.9013,96.1628,3.66E-03,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,33,7,Conv,20141031,458,-62.7033,-69.6903,51.155,50.656,-0.678,33.799,,7.99538,8.03736,0.8627,96.1884,3.59E-03,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,34,6,Conv,20141031,457,-62.7033,-69.6903,77.099,76.342,-0.6811,33.7992,,7.98715,8.05855,0.8679,96.2275,3.31E-03,1.70E+01,,,0.26,0.01,0.05,,,0.499333333,0.008082904,0.07,0,,,,,,,,,,,,,,,,,,,,,,,,
002_02,35,5,Conv,20141031,457,-62.7033,-69.6903,77.968,77.202,-0.6819,33.7992,,7.98562,8.05141,0.8987,96.2635,3.37E-03,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,36,4,Conv,20141031,455,-62.7033,-69.6903,101.108,100.109,-0.6796,33.8006,,7.97287,8.04304,0.8148,96.3392,3.36E-03,1.72E+01,,,0.25,0.03,0.05,,,0.483666667,0.039425034,0.066666667,0.005773503,,,,,,,,,,,,,,,,,,,,,,,,
002_02,37,3,Conv,20141031,455,-62.7033,-69.6903,101.731,100.726,-0.6835,33.8007,,7.96503,8.03478,0.9052,96.31,3.25E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,38,2,Conv,20141031,453,-62.7033,-69.6903,152.068,150.547,0.2951,33.9744,,7.29235,7.36159,0.0733,97.9702,3.17E-03,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002_02,39,1,Conv,20141031,451,-62.7033,-69.6903,203.162,201.105,0.8996,34.0901,,6.65635,6.69669,-0.0255,98.1095,3.16E-03,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,47,24,Conv,20141031,734,-62.8595,-69.3517,3.704,3.668,-1.68,33.7521,,8.21139,8.25853,1.1889,95.7802,2.41E-01,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,48,23,Conv,20141031,734,-62.8595,-69.3517,3.479,3.445,-1.68,33.752,,8.20956,8.25409,1.1857,95.7473,2.56E-01,1.70E+01,,,0.41,0.01,0.07,,,0.411666667,0.018583146,0.096666667,0.06350853,,,27.91,0.223,1.88,30.08,,,,,,,,,,,,,,,,,,
003_01,49,22,Conv,20141031,733,-62.8595,-69.3517,10.011,9.914,-1.6778,33.7518,,8.20587,8.26154,1.1672,95.7948,9.60E-02,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,50,21,Conv,20141031,733,-62.8595,-69.3517,9.897,9.801,-1.6754,33.7516,,8.20485,8.25597,1.1611,95.7933,9.65E-02,1.70E+01,,,0.41,0.01,0.07,,,0.423333333,0.029501412,0.083333333,0.023094011,,,27.89,0.221,1.875,29.27,,,,,,,,,,,,,,,,,,
003_01,51,20,Conv,20141031,732,-62.8595,-69.3517,25.781,25.53,-1.6752,33.752,,8.2024,8.25645,1.1455,95.7823,2.46E-02,1.70E+01,,,0.41,0,0.06,,,0.411666667,0.020792627,0.186666667,0.211266025,,,27.87,0.222,1.873,29.24,,,,,,,,,,,,,,,,,,
003_01,52,19,Conv,20141031,732,-62.8595,-69.3517,25.544,25.296,-1.675,33.7519,,8.20285,8.25626,1.1549,95.7766,2.76E-02,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,53,18,Conv,20141031,730,-62.8595,-69.3517,50.308,49.817,-1.6746,33.752,,8.19997,8.26099,1.153,95.7625,1.00E-02,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,54,17,Conv,20141031,730,-62.8595,-69.3517,51.203,50.702,-1.6753,33.7519,,8.19417,8.25848,1.1109,95.7838,9.92E-03,1.69E+01,,,0.4,0.02,0.07,,,0.427666667,0.022030282,0.053333333,0.015275252,,,27.84,0.218,1.869,29.26,,,,,,,,,,,,,,,,,,
003_01,55,16,Conv,20141031,729,-62.8595,-69.3517,77.376,76.615,-1.6737,33.7521,,8.18224,8.25736,1.211,95.9331,5.35E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,56,15,Conv,20141031,729,-62.8595,-69.3517,77.554,76.792,-1.6735,33.7519,,8.18444,8.2432,1.1138,95.9123,5.35E-03,1.70E+01,,,0.38,0,0.07,,,0.451,0.016703293,0.243333333,0.1530795,,,27.87,0.219,1.865,29.2,,,,,,,,,,,,,,,,,,
003_01,57,14,Conv,20141031,727,-62.8595,-69.3517,102.824,101.807,-1.7019,33.7657,,8.13718,8.21095,0.6324,96.9274,4.12E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,58,13,Conv,20141031,727,-62.8595,-69.3517,102.751,101.734,-1.7031,33.7661,,8.13543,8.21206,0.5922,96.9128,4.16E-03,1.70E+01,,,0.24,0.01,0.08,,,0.452,0.053740115,0.615,0.120208153,,,28.03,0.217,1.924,29.28,,,,,,,,,,,,,,,,,,
003_01,59,12,Conv,20141031,725,-62.8595,-69.3517,153.974,152.432,-0.7531,33.9646,,7.26659,7.33473,0.1193,97.9143,3.64E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,60,11,Conv,20141031,725,-62.8595,-69.3517,152.641,151.112,-0.7769,33.9616,,7.23361,7.30865,0.1416,97.86,3.66E-03,1.70E+01,,,,,,,,,,,,,,30.76,0.067,2.075,37.79,,,,,,,,,,,,,,,,,,
003_01,61,10,Conv,20141031,723,-62.8595,-69.3517,204.377,202.305,1.684,34.2392,,5.38951,5.43293,-0.0194,98.0532,3.56E-03,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,62,9,Conv,20141031,723,-62.8595,-69.3517,203.735,201.67,1.6837,34.2396,,5.36515,5.39788,-0.0074,98.0563,3.57E-03,1.69E+01,,,,,,,,,,,,,,34.14,0.002,2.277,50.26,,,,,,,,,,,,,,,,,,
003_01,63,8,Conv,20141031,720,-62.8595,-69.3517,302.486,299.349,2.3541,34.4014,,4.30345,4.34145,0.0014,98.0699,3.37E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,64,7,Conv,20141031,720,-62.8595,-69.3517,302.295,299.16,2.3527,34.4016,,4.26457,4.30948,-0.0161,98.073,3.44E-03,1.68E+01,,,,,,,,,,,,,,35.68,0.001,2.416,62.65,,,,,,,,,,,,,,,,,,
003_01,65,6,Conv,20141031,717,-62.8595,-69.3517,404.56,400.265,2.4202,34.4894,,3.96083,3.98716,-0.0113,98.0991,3.66E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,66,5,Conv,20141031,717,-62.8595,-69.3517,404.608,400.312,2.42,34.489,,3.96066,3.99298,-0.0058,98.1027,3.66E-03,1.70E+01,,,,,,,,,,,,,,35.96,0.001,2.41,70.04,,,,,,,,,,,,,,,,,,
003_01,67,4,Conv,20141031,714,-62.8595,-69.3517,505.776,500.285,2.3961,34.5494,,3.85918,3.89607,-0.0045,98.132,3.65E-03,1.70E+01,,,,,,,,,,,,,,35.52,0,2.413,74.77,,,,,,,,,,,,,,,,,,
003_01,68,3,Conv,20141031,714,-62.8595,-69.3517,506.132,500.636,2.3963,34.5495,,3.85923,3.89399,-0.0032,98.1262,3.62E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,69,2,Conv,20141031,708,-62.8595,-69.3517,759.691,750.985,2.2298,34.6421,,3.86756,3.90535,-0.0045,98.1482,3.67E-03,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003_01,70,1,Conv,20141031,708,-62.8595,-69.3517,758.587,749.896,2.2298,34.6421,,3.87119,3.91019,-0.0213,98.1518,2.82E-03,1.70E+01,,,,,,,,,,,,,,34.38,0.001,2.311,81.72,,,,,,,,,,,,,,,,,,
004_02,83,24,Conv,20141031,1153,-63.0287,-68.9877,2.001,1.982,-1.6919,33.766,,8.23417,8.24867,0.9353,95.6351,1.36E+02,2.46E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,84,23,Conv,20141031,1153,-63.0287,-68.9877,1.718,1.702,-1.6922,33.7659,,8.23736,8.2559,0.9052,95.6476,1.43E+02,2.46E+02,,,0.42,0.02,0.08,,,0.494666667,0.02307235,0.07,0,,,,,,,,,,,,2122.48875,0.014354268,2181.205288,0.014751364,2205.470306,0.014751364,2287.9,,2351.192475,,2352.590096,,2205.470306
004_02,85,22,Conv,20141031,1151,-63.0287,-68.9877,9.313,9.222,-1.6907,33.7659,,8.23411,8.24893,1.2116,95.6816,6.05E+01,2.49E+02,,,,,,,,,,,,,,,,,,,,,,,2118.933267,4.604389949,2177.551445,4.731765812,2201.816464,4.731765812,2285.43,,2348.654145,,2350.051766,,2201.816464
004_02,86,21,Conv,20141031,1151,-63.0287,-68.9877,9.461,9.369,-1.6906,33.7659,,8.23538,8.25908,1.0118,95.6497,5.84E+01,2.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,87,20,Conv,20141031,1151,-63.0287,-68.9877,9.768,9.674,-1.6908,33.7659,,8.2317,8.25241,0.9308,95.5511,5.78E+01,2.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,88,19,Conv,20141031,1151,-63.0287,-68.9877,9.577,9.485,-1.6905,33.7659,,8.23448,8.24054,0.9139,95.6075,5.94E+01,2.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,89,18,Conv,20141031,1151,-63.0287,-68.9877,9.528,9.435,-1.6907,33.7659,,8.23375,8.25506,0.9563,95.7144,5.89E+01,2.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,90,17,Conv,20141031,1151,-63.0287,-68.9877,9.709,9.615,-1.6913,33.7657,,8.23432,8.25219,0.9664,95.6607,5.81E+01,2.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,91,16,Conv,20141031,1151,-63.0287,-68.9877,9.376,9.285,-1.6921,33.7658,,8.23541,8.25975,0.9039,95.6576,6.03E+01,2.52E+02,,,0.43,0.01,0.08,,,0.495333333,0.030270998,0.07,0,,,27.96,0.207,1.883,29.91,,,,,,,,,,,,,,,,,,
004_02,92,15,Conv,20141031,1151,-63.0287,-68.9877,9.512,9.42,-1.692,33.7657,,8.23434,8.26258,0.9444,95.6226,5.91E+01,2.52E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,93,14,Conv,20141031,1149,-63.0287,-68.9877,25.134,24.889,-1.6726,33.7685,,8.22279,8.25008,1.3564,95.6502,2.47E+01,2.67E+02,,,0.43,0.01,0.08,,,0.51,0.014525839,0.07,0,,,,,,,,,,,,,,,,,,,,,,,,
004_02,94,13,Conv,20141031,1149,-63.0287,-68.9877,25.458,25.21,-1.676,33.7687,,8.21926,8.24278,1.13,95.7588,2.42E+01,2.68E+02,,,,,,,,,,,,,,,,,,,,,,,2125.90175,1.921562678,2184.531555,1.974557058,2208.721832,1.974557058,2286.81,1.866761902,2349.87746,1.918244943,2351.270777,1.918244943,2208.721832
004_02,95,12,Conv,20141031,1146,-63.0287,-68.9877,50.13,49.64,-1.6359,33.7803,,8.20092,8.23015,1.2064,95.9905,8.04E+00,2.64E+02,,,,,,,,,,,,,,,,,,,,,,,2120.12045,5.954192651,2177.842696,6.116301069,2201.723462,6.116301069,2289.96,,2352.306285,,2353.681774,,2201.723462
004_02,96,11,Conv,20141031,1146,-63.0287,-68.9877,50.152,49.662,-1.6361,33.7803,,8.20205,8.23667,1.1783,95.9232,7.95E+00,2.64E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,97,10,Conv,20141031,1146,-63.0287,-68.9877,50.496,50.002,-1.636,33.7803,,8.20016,8.23055,1.1293,95.8987,7.82E+00,2.63E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,98,9,Conv,20141031,1146,-63.0287,-68.9877,50.503,50.009,-1.6364,33.7805,,8.2019,8.22396,1.3273,95.9451,7.87E+00,2.63E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,99,8,Conv,20141031,1146,-63.0287,-68.9877,50.037,49.548,-1.636,33.7804,,8.19637,8.22797,1.2528,96.0062,7.99E+00,2.63E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,100,7,Conv,20141031,1146,-63.0287,-68.9877,50.403,49.91,-1.6362,33.7804,,8.20075,8.23935,1.7911,95.9373,7.81E+00,2.63E+02,,,0.41,0.01,0.08,,,0.525666667,0.025006666,0.07,0,,,28.09,0.207,1.892,29.72,,,,,,,,,,,,,,,,,,
004_02,101,6,Conv,20141031,1146,-63.0287,-68.9877,50.351,49.859,-1.6363,33.7805,,8.20202,8.22919,1.2864,95.9942,7.86E+00,2.62E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004_02,102,5,Conv,20141031,1144,-63.0287,-68.9877,75.059,74.32,-1.6225,33.7881,,8.18213,8.22732,1.1647,96.1701,2.47E+00,2.46E+02,,,0.38,0.01,0.08,,,0.522666667,0.009712535,0.066666667,0.005773503,,,,,,,,,,,,,,,,,,,,,,,,
004_02,103,4,Conv,20141031,1144,-63.0287,-68.9877,75.381,74.639,-1.6222,33.7881,,8.17861,8.21994,1.0986,96.229,2.45E+00,2.46E+02,,,,,,,,,,,,,,,,,,,,,,,2126.407,2.025578085,2183.796156,2.080245991,2207.468923,2.080245991,2279.24,14.18456203,2340.753934,14.56738622,2342.117443,14.56738622,2207.468923
004_02,104,3,Conv,20141031,1141,-63.0287,-68.9877,101.479,100.474,-1.6106,33.7899,,8.16072,8.20669,1.0182,96.2546,8.08E-01,2.44E+02,,,0.37,0,0.07,,,0.526,0.038105118,0.066666667,0.005773503,,,,,,,,,,,,,,,,,,,,,,,,
004_02,105,2,Conv,20141031,1141,-63.0287,-68.9877,101.081,100.08,-1.6092,33.79,,8.16179,8.20995,1.0169,96.263,8.18E-01,2.44E+02,,,,,,,,,,,,,,,,,,,,,,,2128.006733,4.032402676,2185.316178,4.140999493,2208.938293,4.140999493,2285.31,,2346.855786,,2348.216377,,2208.938293
004_02,106,1,Conv,20141031,1137,-63.0287,-68.9877,203.563,201.497,1.4254,34.2522,,5.37602,5.40681,-0.0168,98.0912,2.90E-02,2.40E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,111,24,Conv,20141031,1745,-63.187,-68.6353,2.28,2.258,-1.7538,33.7664,,8.23255,8.25711,0.4964,94.9848,4.41E+02,8.66E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,112,23,Conv,20141031,1744,-63.187,-68.6353,2.181,2.16,-1.7546,33.7667,,8.23192,8.26331,0.486,95.0344,4.57E+02,8.67E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,113,22,Conv,20141031,1744,-63.187,-68.6353,2.283,2.261,-1.7527,33.7665,,8.23201,8.26377,0.7335,95.026,4.51E+02,8.68E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,114,21,Conv,20141031,1744,-63.187,-68.6353,2.189,2.168,-1.7542,33.7667,,8.23186,8.25993,0.6382,94.4175,4.55E+02,8.68E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,115,20,Conv,20141031,1744,-63.187,-68.6353,2.322,2.3,-1.7549,33.7669,,8.23045,8.25531,0.5482,94.8246,4.44E+02,8.68E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,116,19,Conv,20141031,1744,-63.187,-68.6353,2.128,2.108,-1.7553,33.7668,,8.23371,8.2651,0.6292,95.1435,4.67E+02,8.69E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,117,18,Conv,20141031,1744,-63.187,-68.6353,2.288,2.266,-1.7559,33.7666,,8.23215,8.26462,0.7604,94.8533,4.51E+02,8.68E+02,,,0.64,0,0.14,,,0.487666667,0.04387862,0.07,0,,,27.75,0.189,1.882,32.01,,,,,,,,,,,,,,,,,,
005_01,118,17,Conv,20141031,1743,-63.187,-68.6353,10.141,10.043,-1.7592,33.7663,,8.23152,8.26874,0.8501,94.93,1.84E+02,8.55E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,119,16,Conv,20141031,1742,-63.187,-68.6353,10.175,10.077,-1.7604,33.7664,,8.22965,8.26018,0.8712,94.8334,1.81E+02,8.53E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005_01,120,15,Conv,20141031,1742,-63.187,-68.6353,10.201,10.102,-1.7605,33.7665,,8.22869,8.25948,1.6985,94.6602,1.83E+02,8.51E+02,,,0.65,0.02,0.13,,,0.505,0.039887341,0.07,0,,,27.87,0.195,1.879,,,,,,,,,,,,,,,,,,,
