AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
109644,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109644,Dinophysis parvula,"(Schütt) Balech, 1967",accepted,,220.0,Species,109644.0,Dinophysis parvula,"(Schütt) Balech, 1967",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis parvula (Schütt) Balech, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109644 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109644,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109647,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109647,Dinophysis porodictyum,(Stein) Abé,accepted,,220.0,Species,109647.0,Dinophysis porodictyum,(Stein) Abé,109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis porodictyum (Stein) Abé. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109647 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109647,1.0,,0.0,0.0,,exact,2015-06-26T12:14:04.327Z
109649,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109649,Dinophysis pulchella,"(Lebour) Balech, 1967",accepted,,220.0,Species,109649.0,Dinophysis pulchella,"(Lebour) Balech, 1967",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis pulchella (Lebour) Balech, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109649 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109649,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109651,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109651,Dinophysis punctata,"Jörgensen, 1923",accepted,,220.0,Species,109651.0,Dinophysis punctata,"Jörgensen, 1923",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis punctata Jörgensen, 1923. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109651 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109651,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109654,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109654,Dinophysis recurva,"Kofoid & Skogsberg, 1928",accepted,,220.0,Species,109654.0,Dinophysis recurva,"Kofoid & Skogsberg, 1928",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis recurva Kofoid & Skogsberg, 1928. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109654 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109654,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
619307,https://www.marinespecies.org/aphia.php?p=taxdetails&id=619307,Dinophysis reticulata,"Gaarder, 1954",accepted,,220.0,Species,619307.0,Dinophysis reticulata,"Gaarder, 1954",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis reticulata Gaarder, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=619307 on 2022-05-29",urn:lsid:marinespecies.org:taxname:619307,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
232257,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232257,Dinophysis rudgei,"Murray & Whitting, 1899",accepted,,220.0,Species,232257.0,Dinophysis rudgei,"Murray & Whitting, 1899",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis rudgei Murray & Whitting, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232257 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232257,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
232261,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232261,Dinophysis sacculus,"F.Stein, 1883",accepted,,220.0,Species,232261.0,Dinophysis sacculus,"F.Stein, 1883",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis sacculus F.Stein, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232261 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232261,1.0,,0.0,0.0,,exact,2019-08-07T07:16:25.783Z
232270,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232270,Dinophysis schroederi,"Pavillard, 1909",accepted,,220.0,Species,232270.0,Dinophysis schroederi,"Pavillard, 1909",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis schroederi Pavillard, 1909. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232270 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232270,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109657,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109657,Dinophysis schuettii,"Murray & Whitting, 1899",accepted,,220.0,Species,109657.0,Dinophysis schuettii,"Murray & Whitting, 1899",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis schuettii Murray & Whitting, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109657 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109657,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109658,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109658,Dinophysis similis,"Kofoid & Skogsberg, 1928",accepted,,220.0,Species,109658.0,Dinophysis similis,"Kofoid & Skogsberg, 1928",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis similis Kofoid & Skogsberg, 1928. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109658 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109658,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109660,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109660,Dinophysis sphaerica,"Stein, 1883",accepted,,220.0,Species,109660.0,Dinophysis sphaerica,"Stein, 1883",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis sphaerica Stein, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109660 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109660,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
232286,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232286,Dinophysis tenuivelata,"Balech, 1973",accepted,,220.0,Species,232286.0,Dinophysis tenuivelata,"Balech, 1973",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis tenuivelata Balech, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232286 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232286,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109662,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109662,Dinophysis tripos,"Gourret, 1883",accepted,,220.0,Species,109662.0,Dinophysis tripos,"Gourret, 1883",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis tripos Gourret, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109662 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109662,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
232290,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232290,Dinophysis truncata,"Cleve, 1901",accepted,,220.0,Species,232290.0,Dinophysis truncata,"Cleve, 1901",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis truncata Cleve, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232290 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232290,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
232291,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232291,Dinophysis tuberculata,"Mangin, 1926",accepted,,220.0,Species,232291.0,Dinophysis tuberculata,"Mangin, 1926",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis tuberculata Mangin, 1926. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232291 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232291,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
109664,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109664,Dinophysis uracantha,"Stein, 1883",accepted,,220.0,Species,109664.0,Dinophysis uracantha,"Stein, 1883",109462.0,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis uracantha Stein, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109664 on 2022-05-29",urn:lsid:marinespecies.org:taxname:109664,1.0,,0.0,0.0,,exact,2015-06-26T12:00:51.270Z
658368,https://www.marinespecies.org/aphia.php?p=taxdetails&id=658368,Dinothrix paradoxa,"Pascher, 1914",accepted,,220.0,Species,658368.0,Dinothrix paradoxa,"Pascher, 1914",601564.0,Chromista,Myzozoa,Dinoflagellata incertae sedis,,,Dinothrix,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinothrix paradoxa Pascher, 1914. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=658368 on 2022-05-29",urn:lsid:marinespecies.org:taxname:658368,1.0,,,,,exact,2015-06-26T12:00:51.270Z
110131,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110131,Diplopelta asymmetrica,(Mangin) Balech,accepted,,220.0,Species,110131.0,Diplopelta asymmetrica,(Mangin) Balech,109535.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopelta,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopelta asymmetrica (Mangin) Balech. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110131 on 2022-05-29",urn:lsid:marinespecies.org:taxname:110131,1.0,,,,,exact,2015-06-26T12:14:04.327Z
110133,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110133,Diplopelta bomba,"Stein ex Jørgensen, 1912",accepted,,220.0,Species,110133.0,Diplopelta bomba,"Stein ex Jørgensen, 1912",109535.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopelta,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopelta bomba Stein ex Jørgensen, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110133 on 2022-05-29",urn:lsid:marinespecies.org:taxname:110133,1.0,,,,,exact,2015-06-26T12:00:51.270Z
233677,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233677,Diplopelta parva,"(T.H.Abé) K.Matsuoka, 1988",accepted,,220.0,Species,233677.0,Diplopelta parva,"(T.H.Abé) K.Matsuoka, 1988",109535.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopelta,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopelta parva (T.H.Abé) K.Matsuoka, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233677 on 2022-05-29",urn:lsid:marinespecies.org:taxname:233677,1.0,,,,,exact,2015-06-26T12:00:51.270Z
233760,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233760,Diplopelta steinii,"(T.H.Abé) Balech, 1988",accepted,,220.0,Species,233760.0,Diplopelta steinii,"(T.H.Abé) Balech, 1988",109535.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopelta,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopelta steinii (T.H.Abé) Balech, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233760 on 2022-05-29",urn:lsid:marinespecies.org:taxname:233760,1.0,,,0.0,,exact,2015-06-26T12:00:51.270Z
110001,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110001,Diplopsalis lenticula,"Bergh, 1881",accepted,,220.0,Species,110001.0,Diplopsalis lenticula,"Bergh, 1881",109515.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopsalis lenticula Bergh, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110001 on 2022-05-29",urn:lsid:marinespecies.org:taxname:110001,1.0,,,,,exact,2015-06-26T12:00:51.270Z
155560,https://www.marinespecies.org/aphia.php?p=taxdetails&id=155560,Diplopsalopsis bomba,"(Stein) J.D.Dodge & S.Toriumi, 1993",accepted,,220.0,Species,155560.0,Diplopsalopsis bomba,"(Stein) J.D.Dodge & S.Toriumi, 1993",109537.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopsalopsis bomba (Stein) J.D.Dodge & S.Toriumi, 1993. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=155560 on 2022-05-29",urn:lsid:marinespecies.org:taxname:155560,1.0,,,,,exact,2015-06-26T12:00:51.270Z
233704,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233704,Diplopsalopsis globula,"Abé, 1941",accepted,,220.0,Species,233704.0,Diplopsalopsis globula,"Abé, 1941",109537.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopsalopsis globula Abé, 1941. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233704 on 2022-05-29",urn:lsid:marinespecies.org:taxname:233704,1.0,,,0.0,,exact,2015-06-26T12:00:51.270Z
1530736,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1530736,Diplopsalopsis minor,"(Paulsen) T.H.Abé, 1981",unaccepted,,220.0,Species,614618.0,Preperidinium meunieri,"(Pavillard) Elbrächter, 1993",109537.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopsalopsis minor (Paulsen) T.H.Abé, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1530736 on 2022-05-29",urn:lsid:marinespecies.org:taxname:1530736,1.0,0.0,0.0,0.0,,exact,2021-08-16T08:13:27.887Z
110139,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110139,Diplopsalopsis orbicularis,"(Paulsen) Meunier, 1910",accepted,,220.0,Species,110139.0,Diplopsalopsis orbicularis,"(Paulsen) Meunier, 1910",109537.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Diplopsalopsis,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Diplopsalopsis orbicularis (Paulsen) Meunier, 1910. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110139 on 2022-05-29",urn:lsid:marinespecies.org:taxname:110139,1.0,,,,,exact,2015-06-26T12:00:51.270Z
232271,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232271,Dissodinium gerbaultii,(Pavillard) F.J.R.Taylor,accepted,,220.0,Species,232271.0,Dissodinium gerbaultii,(Pavillard) F.J.R.Taylor,109569.0,Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dissodinium gerbaultii (Pavillard) F.J.R.Taylor. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232271 on 2022-05-29",urn:lsid:marinespecies.org:taxname:232271,1.0,,,,,exact,2015-06-26T12:14:04.327Z
110325,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110325,Dissodinium pseudolunula,"Swift ex Elbrächter & Drebes, 1978",accepted,,220.0,Species,110325.0,Dissodinium pseudolunula,"Swift ex Elbrächter & Drebes, 1978",109569.0,Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dissodinium pseudolunula Swift ex Elbrächter & Drebes, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110325 on 2022-05-29",urn:lsid:marinespecies.org:taxname:110325,1.0,,,,,exact,2015-06-26T12:00:51.270Z
110326,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110326,Dissodium asymmetricum,"(Mangin) Loeblich III, 1970",unaccepted,Synonym,220.0,Species,155560.0,Diplopsalopsis bomba,"(Stein) J.D.Dodge & S.Toriumi, 1993",109570.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Dissodium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dissodium asymmetricum (Mangin) Loeblich III, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110326 on 2022-05-29",urn:lsid:marinespecies.org:taxname:110326,1.0,,,,,exact,2015-06-26T12:00:51.270Z
627813,https://www.marinespecies.org/aphia.php?p=taxdetails&id=627813,Dolichodinium lineatum,"(Kofoid & J.R.Michener) Kofoid & Adamson, 1933",accepted,,220.0,Species,627813.0,Dolichodinium lineatum,"(Kofoid & J.R.Michener) Kofoid & Adamson, 1933",577489.0,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Heterodiniaceae,Dolichodinium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dolichodinium lineatum (Kofoid & J.R.Michener) Kofoid & Adamson, 1933. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=627813 on 2022-05-29",urn:lsid:marinespecies.org:taxname:627813,1.0,,,0.0,,exact,2019-08-16T06:26:29.490Z
707838,https://www.marinespecies.org/aphia.php?p=taxdetails&id=707838,Durinskia agilis,"(Kofoid & Swezy) Saburova, Chomérat & Hoppenrath, 2012",accepted,,220.0,Species,707838.0,Durinskia agilis,"(Kofoid & Swezy) Saburova, Chomérat & Hoppenrath, 2012",248117.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Durinskia agilis (Kofoid & Swezy) Saburova, Chomérat & Hoppenrath, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=707838 on 2022-05-29",urn:lsid:marinespecies.org:taxname:707838,1.0,,,,,exact,2015-06-26T12:00:51.270Z
623774,https://www.marinespecies.org/aphia.php?p=taxdetails&id=623774,Echinidinium delicatum,"(Zon­neveld) Head, 1997",uncertain,,220.0,Species,,,,603197.0,Chromista,Myzozoa,Dinoflagellata incertae sedis,,,Echinidinium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Echinidinium delicatum (Zon­neveld) Head, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=623774 on 2022-05-29",urn:lsid:marinespecies.org:taxname:623774,1.0,,,,,exact,2019-07-18T06:33:22.590Z
623765,https://www.marinespecies.org/aphia.php?p=taxdetails&id=623765,Echinidinium granulatum,"Zonnefeld ex Head et al., 2001",accepted,,220.0,Species,623765.0,Echinidinium granulatum,"Zonnefeld ex Head et al., 2001",603197.0,Chromista,Myzozoa,Dinoflagellata incertae sedis,,,Echinidinium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Echinidinium granulatum Zonnefeld ex Head et al., 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=623765 on 2022-05-29",urn:lsid:marinespecies.org:taxname:623765,1.0,,,,,exact,2015-06-26T12:00:51.270Z
233836,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233836,Ensiculifera angulata,"Balech, 1988",accepted,,220.0,Species,233836.0,Ensiculifera angulata,"Balech, 1988",231803.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Ensiculifera,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ensiculifera angulata Balech, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233836 on 2022-05-29",urn:lsid:marinespecies.org:taxname:233836,1.0,,,0.0,,exact,2015-06-26T12:00:51.270Z
418142,https://www.marinespecies.org/aphia.php?p=taxdetails&id=418142,Ensiculifera mexicana,"Balech, 1967",accepted,,220.0,Species,418142.0,Ensiculifera mexicana,"Balech, 1967",231803.0,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Ensiculifera,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ensiculifera mexicana Balech, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=418142 on 2022-05-29",urn:lsid:marinespecies.org:taxname:418142,1.0,,,,,exact,2019-09-03T07:27:41.323Z
573696,https://www.marinespecies.org/aphia.php?p=taxdetails&id=573696,Fragilidium mexicanum,"Balech, 1988",uncertain,,220.0,Species,573696.0,Fragilidium mexicanum,"Balech, 1988",109468.0,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Fragilidium,"Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Fragilidium mexicanum Balech, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=573696 on 2022-05-29",urn:lsid:marinespecies.org:taxname:573696,1.0,,,0.0,,exact,2021-08-27T06:27:33.180Z
