STATION,DATE,BOTTLE,LATITUDE,LONGITUDE,DEPTH,SALINITY_CTD,TEMP_CTD,DOC,DOC_FLAG,TDN,TDN_FLAG,PHOSPHATE,PHOSPHATE_FLAG,SILICATE,SILICATE_FLAG,NITRATE,NITRATE_FLAG
70,20130228,10,-73.91424,170.17364,200.166,34.64,-1.89,48.32,2,33.29,2,2.19,2,77.44,2,29.44,2
70,20130228,12,-73.91414,170.17525,150.113,34.63,-1.87,48.78,2,32.79,2,2.12,2,79.50,2,28.90,2
70,20130228,14,-73.91405,170.17690,99.918,34.59,-1.71,49.75,2,33.01,2,2.18,2,80.89,2,29.75,2
70,20130228,16,-73.91394,170.17905,39.677,34.18,-1.60,51.23,2,28.30,2,1.71,2,64.78,2,22.69,2
70,20130228,18,-73.91386,170.18014,19.821,34.04,-1.80,52.24,2,22.50,2,1.36,2,54.22,2,19.04,2
70,20130228,20,-73.91380,170.18111,1.217,34.03,-1.80,52.68,2,18.09,2,1.28,2,53.58,2,18.60,2
73,20130228,2,-73.86439,170.36242,538.369,34.78,-1.90,46.22,2,33.66,2,2.03,2,82.00,2,30.57,2
73,20130228,4,-73.86428,170.36268,500.269,34.78,-1.90,46.58,2,32.37,2,2.13,2,81.74,2,29.14,2
73,20130228,6,-73.86402,170.36332,400.107,34.75,-1.90,46.77,2,33.38,2,1.99,2,81.58,2,29.42,2
73,20130228,8,-73.86382,170.36392,299.897,34.69,-1.90,46.88,2,33.97,2,2.01,2,81.83,2,30.03,2
73,20130228,10,-73.86360,170.36449,177.948,34.64,-1.88,47.75,2,32.00,2,2.06,2,77.37,2,29.45,2
73,20130228,12,-73.86350,170.36518,99.964,34.61,-1.77,48.95,2,32.90,2,2.15,2,80.02,2,30.68,2
73,20130228,14,-73.86336,170.36540,70.062,34.58,-1.31,49.36,2,34.93,2,2.20,2,84.78,2,30.31,2
73,20130228,16,-73.86326,170.36562,40.087,34.35,-1.35,50.64,2,33.10,2,2.20,2,73.88,2,27.74,2
73,20130228,18,-73.86316,170.36584,19.744,34.15,-1.75,51.54,2,25.61,2,1.51,2,59.12,2,21.74,2
73,20130228,20,-73.86308,170.36604,1.690,34.14,-1.80,52.66,2,24.59,2,1.41,2,57.02,2,20.92,2
74,20130301,2,-74.17666,169.85726,592.133,34.79,-1.90,45.86,2,30.70,2,2.10,2,80.99,2,29.03,2
74,20130301,4,-74.17652,169.85728,500.631,34.77,-1.90,46.58,2,31.51,2,2.13,2,79.27,2,29.89,2
74,20130301,6,-74.17650,169.85690,400.187,34.76,-1.90,46.83,2,31.85,2,2.14,2,80.24,2,30.33,2
74,20130301,8,-74.17642,169.85656,299.588,34.73,-1.90,47.56,2,30.15,2,2.14,2,80.16,2,30.63,2
74,20130301,10,-74.17636,169.85662,249.664,34.71,-1.89,48.21,2,33.06,2,2.19,2,79.67,2,30.87,2
74,20130301,12,-74.17634,169.85640,199.986,34.68,-1.89,48.79,2,33.78,2,2.12,2,81.83,2,29.15,2
74,20130301,14,-74.17630,169.85636,149.825,34.66,-1.81,49.14,2,34.17,2,2.10,2,80.11,2,28.18,2
74,20130301,16,-74.17624,169.85630,100.005,34.63,-1.80,49.77,2,32.96,2,1.83,2,80.11,2,28.15,2
74,20130301,18,-74.17624,169.85587,20.045,33.86,-1.68,51.68,2,22.12,2,1.32,2,51.80,2,15.97,2
74,20130301,20,-74.17614,169.85592,1.179,33.67,-1.80,52.94,2,18.65,2,1.18,2,47.66,2,15.50,2
75,20130301,2,-74.16810,169.61004,572.177,34.79,-1.90,46.33,2,34.09,2,2.15,2,81.42,2,31.34,2
75,20130301,4,-74.16800,169.61010,500.123,34.77,-1.90,46.78,2,33.06,2,2.11,2,78.41,2,29.76,2
75,20130301,6,-74.16786,169.61012,399.755,34.76,-1.90,47.25,2,31.53,2,2.14,2,82.05,2,31.68,2
75,20130301,8,-74.16768,169.61024,299.732,34.71,-1.88,47.96,2,31.38,2,2.19,2,79.44,2,31.49,2
75,20130301,10,-74.16758,169.61038,249.864,34.69,-1.86,48.15,2,33.23,2,2.26,2,79.77,2,-999,2
75,20130301,12,-74.16748,169.61054,199.613,34.66,-1.89,48.26,2,32.38,2,2.21,2,83.14,2,31.54,2
75,20130301,14,-74.16742,169.61070,149.483,34.64,-1.88,48.79,2,30.11,2,2.16,2,76.72,2,29.99,2
75,20130301,16,-74.16734,169.61088,99.944,34.61,-1.80,49.45,2,31.52,2,2.18,2,78.65,2,29.96,2
75,20130301,18,-74.16722,169.61086,34.875,33.90,-1.51,51.22,2,31.39,2,1.87,2,67.66,2,24.66,2
75,20130301,20,-74.16712,169.61088,1.520,33.45,-1.74,53.62,2,17.33,2,0.97,2,41.35,2,14.24,2
76,20130301,2,-74.63304,174.49454,445.878,34.70,-1.89,46.25,2,32.09,2,2.23,2,87.65,2,30.80,2
76,20130301,4,-74.63306,174.49468,399.930,34.66,-1.86,46.87,2,32.42,2,2.15,2,82.23,2,30.05,2
76,20130301,6,-74.63308,174.49474,350.189,34.59,-1.56,47.33,2,30.79,2,2.20,2,84.87,2,30.74,2
76,20130301,8,-74.63304,174.49449,299.791,34.55,-1.50,47.69,2,30.43,2,2.16,2,83.09,2,30.74,2
76,20130301,10,-74.63298,174.49426,264.919,34.56,-0.87,48.14,2,30.38,2,2.24,2,85.50,2,31.12,2
76,20130301,12,-74.63294,174.49400,200.057,34.51,-0.95,48.77,2,34.03,2,2.23,2,83.91,2,30.76,2
76,20130301,14,-74.63292,174.49400,140.099,34.43,-1.04,49.22,2,33.14,2,2.30,2,82.52,2,31.39,2
76,20130301,16,-74.63290,174.49386,100.004,34.33,-1.17,49.86,2,33.93,2,2.27,2,78.66,2,31.43,2
76,20130301,18,-74.63286,174.49384,30.271,34.04,-1.28,50.14,2,30.08,2,1.92,2,65.64,2,26.47,2
76,20130301,20,-74.63288,174.49396,2.465,33.93,-1.65,52.32,2,27.71,2,1.88,2,65.88,2,23.35,2
77,20130301,2,-74.53308,173.53292,523.023,34.71,-1.89,45.89,2,33.04,2,2.24,2,87.35,2,30.37,2
77,20130301,4,-74.53312,173.53315,449.928,34.68,-1.90,46.53,2,33.22,2,2.24,2,81.75,2,30.06,2
77,20130301,6,-74.53312,173.53316,400.420,34.65,-1.89,46.82,2,32.66,2,2.26,2,80.76,2,30.92,2
77,20130301,8,-74.53308,173.53288,300.023,34.62,-1.86,47.69,2,35.08,2,2.20,2,81.66,2,30.59,2
77,20130301,10,-74.53302,173.53254,249.397,34.55,-1.60,48.14,2,32.67,2,2.24,2,82.42,2,30.96,2
77,20130301,12,-74.53302,173.53250,199.894,34.53,-1.51,48.79,2,32.43,2,2.26,2,81.16,2,30.95,2
77,20130301,14,-74.53302,173.53260,149.222,34.51,-1.34,49.25,2,33.57,2,2.27,2,81.16,2,30.16,2
77,20130301,16,-74.53308,173.53285,59.538,34.19,-1.01,51.32,2,28.84,2,1.89,2,65.80,2,25.69,2
77,20130301,18,-74.53310,173.53302,30.071,34.12,-1.22,52.21,2,28.65,2,1.72,2,60.95,2,24.29,2
77,20130301,20,-74.53316,173.53326,2.147,34.12,-1.21,53.36,2,27.13,2,1.75,2,60.43,2,25.33,2
78,30130302,2,-74.38304,172.46408,506.904,34.71,-1.89,46.13,2,35.44,2,2.28,2,83.06,2,31.09,2
78,30130302,4,-74.38302,172.46392,449.756,34.69,-1.89,46.78,2,34.00,2,2.23,2,80.31,2,30.85,2
78,30130302,6,-74.38298,172.46392,400.021,34.67,-1.90,47.22,2,33.10,2,2.21,2,79.58,2,30.57,2
78,30130302,8,-74.38298,172.46404,300.113,34.64,-1.89,47.86,2,34.69,2,2.21,2,79.20,2,30.80,2
78,30130302,10,-74.38302,172.46412,249.942,34.60,-1.86,48.21,2,32.06,2,2.25,2,80.15,2,30.94,2
78,30130302,12,-74.38307,172.46422,200.024,34.55,-1.55,48.74,2,32.77,2,2.30,2,82.67,2,31.53,2
78,30130302,14,-74.38310,172.46437,150.024,34.50,-1.43,49.23,2,32.70,2,2.28,2,81.16,2,30.86,2
78,30130302,16,-74.38312,172.46444,100.326,34.43,-1.54,50.36,2,26.97,2,2.28,2,78.14,2,29.72,2
78,30130302,18,-74.38316,172.46460,29.953,34.16,-1.17,52.33,2,24.79,2,1.75,2,61.29,2,22.82,2
78,30130302,20,-74.38320,172.46470,1.505,34.15,-1.23,52.96,2,26.18,2,1.74,2,61.29,2,23.48,2
79,30130302,2,-74.26618,171.44942,432.484,34.71,-1.89,46.32,2,33.28,2,2.24,2,84.88,2,29.84,2
79,30130302,4,-74.26618,171.44938,400.203,34.68,-1.90,46.87,2,33.68,2,2.21,2,82.41,2,30.09,2
79,30130302,6,-74.26616,171.44952,349.605,34.66,-1.89,47.16,2,33.61,2,2.18,2,81.19,2,29.41,2
79,30130302,8,-74.26620,171.44968,299.885,34.65,-1.89,47.96,2,33.42,2,2.22,2,80.27,2,28.99,2
79,30130302,10,-74.26620,171.44982,250.570,34.63,-1.89,48.08,2,33.87,2,2.25,2,80.87,2,29.96,2
79,30130302,12,-74.26624,171.45000,199.770,34.59,-1.80,48.98,2,34.84,2,2.26,2,82.07,2,30.56,2
79,30130302,14,-74.26622,171.45012,149.512,34.54,-1.46,49.36,2,34.89,2,2.22,2,81.73,2,30.02,2
79,30130302,16,-74.26626,171.45028,100.139,34.49,-1.34,50.23,2,35.22,2,2.26,2,81.26,2,29.32,2
79,30130302,18,-74.26626,171.45020,37.747,34.13,-1.35,52.14,2,26.28,2,1.73,2,57.06,2,22.78,2
79,30130302,20,-74.26624,171.45026,1.012,34.13,-1.36,53.64,2,27.81,2,1.69,2,56.90,2,23.11,2
80,30130302,2,-75.74990,168.99924,428.498,34.73,-1.89,46.38,2,33.18,2,2.18,2,84.81,2,27.49,2
80,30130302,4,-75.74990,168.99920,350.102,34.70,-1.90,46.97,2,34.58,2,2.27,2,79.99,2,25.55,7
80,30130302,6,-75.74992,168.99922,300.127,34.68,-1.90,47.86,2,34.52,2,2.24,2,79.51,2,26.94,2
80,30130302,8,-75.74992,168.99905,249.894,34.66,-1.89,48.21,2,34.22,2,2.20,2,79.04,2,24.26,7
80,30130302,10,-75.74992,168.99914,200.095,34.65,-1.89,48.74,2,33.71,2,2.22,2,79.04,2,27.23,2
80,30130302,12,-75.74994,168.99928,150.390,34.64,-1.89,49.12,2,33.79,2,2.21,2,80.59,2,27.27,2
80,30130302,14,-75.74992,168.99920,100.000,34.62,-1.82,49.78,2,32.38,2,2.21,2,78.28,2,24.80,2
80,30130302,16,-75.74994,168.99922,59.946,34.58,-1.34,51.01,2,34.42,2,2.30,7,82.50,2,26.19,2
80,30130302,18,-75.74994,168.99912,14.785,34.10,-1.79,52.48,2,20.81,2,2.26,2,47.63,2,18.86,2
80,30130302,20,-75.74994,168.99912,3.368,34.08,-1.81,54.12,2,22.44,2,1.35,2,47.13,2,18.32,2
81,20130303,2,-75.77704,169.13140,451.891,34.73,-1.89,46.35,2,34.55,2,2.19,2,84.23,2,30.34,2
81,20130303,4,-75.77708,169.13132,400.575,34.71,-1.90,46.52,2,34.23,2,2.22,2,82.82,2,30.02,2
81,20130303,6,-75.77702,169.13148,300.131,34.67,-1.90,47.56,2,35.10,2,2.21,2,80.22,2,30.08,2
81,20130303,8,-75.77704,169.13144,250.355,34.66,-1.89,48.23,2,35.42,2,2.15,2,80.57,2,-999,2
81,20130303,10,-75.77706,169.13137,200.070,34.65,-1.89,48.75,2,34.76,2,2.15,2,79.31,2,29.09,2
81,20130303,12,-75.77710,169.13128,149.818,34.64,-1.89,49.12,2,35.34,2,2.17,2,80.19,2,31.85,7
81,20130303,14,-75.77720,169.13100,99.845,34.61,-1.80,49.97,2,36.66,2,2.21,2,79.84,2,30.13,2
81,20130303,16,-75.77730,169.13084,59.799,34.52,-1.64,50.78,2,36.09,2,2.25,2,80.84,2,30.18,2
81,20130303,18,-75.77732,169.13088,14.834,34.03,-1.73,52.36,2,23.33,2,1.20,2,44.42,2,15.99,2
81,20130303,20,-75.77730,169.13092,3.563,34.03,-1.73,53.32,2,13.43,2,1.14,2,43.16,2,16.07,2
82,20130303,2,-75.76678,169.04844,454.333,34.73,-1.89,46.04,2,34.23,2,2.35,7,85.44,2,30.97,2
82,20130303,4,-75.76674,169.04850,399.985,34.71,-1.90,46.56,2,35.25,2,2.37,7,82.87,2,31.00,2
82,20130303,6,-75.76680,169.04838,299.729,34.68,-1.90,47.38,2,34.49,2,2.36,7,82.01,2,30.85,2
82,20130303,8,-75.76686,169.04824,249.846,34.66,-1.89,47.86,2,33.51,2,2.35,7,80.88,2,30.32,2
82,20130303,10,-75.76692,169.04808,199.993,34.65,-1.89,48.36,2,32.15,2,2.32,7,80.63,2,29.94,2
82,20130303,12,-75.76694,169.04809,150.208,34.64,-1.89,48.87,2,33.73,2,2.45,7,80.98,2,30.21,2
82,20130303,14,-75.76688,169.04820,99.601,34.61,-1.74,49.65,2,34.43,2,2.41,7,82.33,2,30.34,2
82,20130303,16,-75.76686,169.04828,60.055,34.56,-1.45,51.47,2,33.53,2,2.39,7,82.35,2,30.86,2
82,20130303,18,-75.76688,169.04820,14.350,34.07,-1.77,51.90,2,23.11,2,1.56,2,52.49,2,19.64,2
82,20130303,20,-75.76688,169.04820,1.476,34.06,-1.78,52.87,2,21.29,2,1.35,2,47.19,2,17.54,2
85,20130303,2,-75.75334,168.75866,398.318,34.73,-1.89,46.35,2,32.76,2,1.88,7,84.75,2,29.82,2
85,20130303,3,-75.75326,168.75890,325.357,34.70,-1.90,-999,5,34.12,5,-999,2,-999,2,-999,2
85,20130303,4,-75.75326,168.75890,325.403,34.70,-1.90,46.84,2,32.03,2,1.87,7,83.23,2,29.61,2
85,20130303,6,-75.75326,168.75884,250.224,34.67,-1.90,48.21,2,30.21,2,2.09,7,82.43,2,29.99,2
85,20130303,8,-75.75322,168.75890,199.757,34.66,-1.89,48.76,2,30.53,2,1.95,7,80.94,2,29.98,2
85,20130303,10,-75.75316,168.75902,150.341,34.65,-1.89,49.28,2,31.38,2,2.20,2,82.12,2,30.44,2
85,20130303,11,-75.75310,168.75910,100.302,34.63,-1.88,50.44,2,-999,5,2.03,2,81.31,2,30.32,2
85,20130303,12,-75.75302,168.75920,70.146,34.60,-1.74,52.46,2,33.11,2,2.05,2,83.41,2,30.05,2
85,20130303,13,-75.75296,168.75932,39.993,34.57,-1.55,-999,5,-999,5,2.02,2,82.75,2,30.50,2
85,20130303,14,-75.75290,168.75942,19.748,34.15,-1.84,47.60,2,35.00,7,1.55,2,48.32,2,18.54,2
85,20130303,16,-75.75290,168.75944,19.784,34.11,-1.88,-999,5,21.42,5,-999,5,-999,2,-999,2
85,20130303,18,-75.75294,168.75946,10.440,34.11,-1.88,53.63,2,21.42,2,1.49,2,48.01,2,18.35,2
85,20130303,20,-75.75296,168.75936,1.740,34.11,-1.88,53.47,2,19.12,2,1.51,2,46.68,2,18.10,2
86,20130303,2,-75.75496,168.59692,403.853,34.73,-1.89,48.10,2,34.94,2,2.37,7,87.99,2,29.48,2
86,20130303,4,-75.75504,168.59690,349.973,34.70,-1.90,46.69,2,32.02,2,1.91,7,83.73,2,29.59,2
86,20130303,6,-75.75510,168.59688,299.252,34.68,-1.90,47.77,2,32.76,2,2.08,7,83.15,2,29.39,2
86,20130303,8,-75.75518,168.59682,249.790,34.66,-1.89,48.21,2,33.36,2,2.03,7,82.03,2,28.52,7
86,20130303,10,-75.75522,168.59681,199.740,34.65,-1.89,48.76,2,32.36,2,2.09,2,82.55,2,29.44,2
86,20130303,12,-75.75524,168.59680,149.803,34.65,-1.89,49.33,2,34.35,2,2.24,2,82.85,2,30.44,2
86,20130303,14,-75.75524,168.59680,100.186,34.63,-1.88,49.86,2,35.68,2,2.05,7,82.05,2,30.57,2
86,20130303,16,-75.75526,168.59680,60.372,34.59,-1.71,51.21,2,32.87,2,2.13,2,83.05,2,30.36,2
86,20130303,18,-75.75528,168.59678,14.305,34.08,-1.81,-999,5,23.07,5,1.59,2,51.42,2,19.41,2
86,20130303,20,-75.75532,168.59678,1.070,34.07,-1.80,53.44,2,20.77,2,1.57,2,47.49,2,17.83,2
88,20130304,2,-75.77786,168.56042,404.599,34.73,-1.89,46.17,2,32.88,2,2.20,2,87.26,2,30.90,2
88,20130304,4,-75.77784,168.56062,350.484,34.70,-1.90,46.40,2,33.84,2,2.12,2,82.57,2,30.84,2
88,20130304,6,-75.77782,168.56048,299.942,34.68,-1.90,47.17,2,32.71,2,2.14,2,82.87,2,29.98,2
88,20130304,8,-75.77780,168.56055,250.025,34.66,-1.90,47.68,2,32.73,2,2.11,2,81.61,2,29.60,2
88,20130304,10,-75.77782,168.56066,199.923,34.65,-1.89,48.32,2,33.50,2,2.11,2,80.91,2,29.41,2
88,20130304,12,-75.77784,168.56066,149.489,34.64,-1.89,48.68,2,33.68,2,2.20,2,80.96,2,30.11,2
88,20130304,14,-75.77788,168.56065,100.253,34.63,-1.88,49.21,2,35.31,2,2.11,2,79.90,2,30.67,2
88,20130304,16,-75.77790,168.56060,60.059,34.59,-1.68,51.53,2,34.38,2,2.18,2,83.11,2,31.02,2
88,20130304,18,-75.77792,168.56052,14.540,34.07,-1.78,53.35,2,21.76,2,1.65,2,45.33,2,17.49,2
88,20130304,20,-75.77790,168.56046,0.891,34.07,-1.78,54.49,2,21.01,2,1.36,2,44.19,2,17.33,2
89,20130304,2,-75.78096,168.50374,409.002,34.72,-1.89,-999,5,-999,5,2.16,2,87.93,2,29.02,2
89,20130304,4,-75.78092,168.50376,349.919,34.70,-1.90,-999,5,-999,5,2.24,2,84.98,2,29.12,2
89,20130304,6,-75.78086,168.50376,299.868,34.68,-1.90,-999,5,-999,5,2.11,2,81.99,2,29.68,2
89,20130304,8,-75.78082,168.50376,249.901,34.66,-1.89,-999,5,-999,5,2.14,2,81.99,2,29.23,2
89,20130304,10,-75.78076,168.50374,199.906,34.65,-1.89,-999,5,-999,5,2.13,2,82.18,2,29.49,2
89,20130304,12,-75.78068,168.50376,149.927,34.64,-1.89,-999,5,-999,5,2.15,2,82.40,2,29.68,2
89,20130304,14,-75.78062,168.50382,100.100,34.62,-1.87,-999,5,-999,5,2.15,2,81.31,2,29.78,2
89,20130304,16,-75.78060,168.50382,59.726,34.58,-1.55,-999,5,-999,5,2.24,2,82.88,2,28.51,2
89,20130304,18,-75.78058,168.50344,14.871,34.10,-1.78,-999,5,-999,5,1.67,2,62.74,2,23.20,2
89,20130304,20,-75.78058,168.50338,0.965,34.08,-1.80,-999,5,-999,5,1.25,2,46.19,2,17.23,2
92,20130304,2,-75.75540,168.24006,434.565,34.77,-1.90,-999,5,-999,5,2.16,2,86.17,2,28.79,2
92,20130304,4,-75.75548,168.23977,400.008,34.76,-1.90,-999,5,-999,5,2.14,2,85.77,2,28.21,2
92,20130304,6,-75.75546,168.23922,300.509,34.68,-1.89,-999,5,-999,5,2.06,2,82.73,2,29.92,2
92,20130304,8,-75.75554,168.23902,249.751,34.66,-1.89,-999,5,-999,5,2.17,2,81.43,2,29.52,2
92,20130304,10,-75.75556,168.23850,200.638,34.65,-1.89,-999,5,-999,5,2.16,2,80.49,2,29.61,2
92,20130304,12,-75.75564,168.23800,149.843,34.63,-1.87,-999,5,-999,5,2.19,2,80.83,2,29.69,2
92,20130304,14,-75.75570,168.23770,100.004,34.60,-1.57,-999,5,-999,5,2.18,2,85.56,2,29.94,2
92,20130304,16,-75.75566,168.23724,60.425,34.52,-1.64,-999,5,-999,5,2.21,2,81.28,2,29.69,2
92,20130304,18,-75.75566,168.23683,15.106,34.11,-1.85,-999,5,-999,5,1.25,2,46.35,2,17.81,2
92,20130304,20,-75.75586,168.23590,2.083,34.11,-1.85,-999,5,-999,5,1.29,2,45.99,2,17.71,2
93,20130304,2,-75.73744,168.16669,448.628,34.76,-1.90,45.75,2,32.25,2,2.32,2,88.25,2,29.08,2
93,20130304,4,-75.73736,168.16694,400.173,34.73,-1.89,46.13,2,33.25,2,2.38,2,87.51,2,29.24,2
93,20130304,6,-75.73724,168.16738,299.987,34.67,-1.89,47.32,2,32.40,2,2.34,2,82.37,2,28.54,2
93,20130304,8,-75.73718,168.16754,249.690,34.66,-1.89,48.11,2,32.43,2,2.33,2,82.35,2,29.05,2
93,20130304,10,-75.73716,168.16774,199.765,34.65,-1.89,48.62,2,33.34,2,2.30,2,81.50,2,29.23,2
93,20130304,12,-75.73712,168.16784,149.422,34.64,-1.88,49.99,2,32.81,2,2.29,2,81.35,2,30.09,2
93,20130304,14,-75.73708,168.16802,99.891,34.61,-1.73,50.02,2,33.09,2,2.29,2,81.40,2,29.28,2
93,20130304,16,-75.73704,168.16814,59.930,34.55,-1.55,50.42,2,32.80,2,2.27,2,81.90,2,31.50,7
93,20130304,18,-75.73696,168.16835,13.902,34.10,-1.85,52.77,2,20.37,2,1.31,2,45.42,2,17.31,2
93,20130304,20,-75.73692,168.16854,1.245,34.10,-1.85,53.32,2,21.96,2,1.33,2,46.21,2,16.75,2
95,20130305,2,-75.77364,168.24969,440.394,34.77,-1.90,45.57,2,33.98,2,2.18,2,86.22,2,27.92,2
95,20130305,4,-75.77368,168.24984,400.725,34.75,-1.90,46.22,2,33.98,2,2.23,2,84.24,2,28.97,2
95,20130305,6,-75.77370,168.25010,299.748,34.67,-1.89,47.21,2,34.73,2,2.26,2,82.09,2,28.97,2
95,20130305,8,-75.77378,168.25064,200.135,34.65,-1.89,48.29,2,34.50,2,2.22,2,80.44,2,28.97,2
95,20130305,10,-75.77380,168.25085,150.536,34.63,-1.87,48.76,2,33.88,2,2.24,2,80.07,2,28.97,2
95,20130305,12,-75.77382,168.25100,100.622,34.60,-1.58,49.54,2,37.15,2,2.27,2,81.39,2,28.97,2
95,20130305,14,-75.77383,168.25106,59.586,34.54,-1.60,50.45,2,35.81,2,2.27,2,80.44,2,30.87,2
95,20130305,16,-75.77384,168.25125,24.942,34.24,-1.69,51.33,2,29.23,2,1.73,2,60.61,2,23.07,2
95,20130305,18,-75.77386,168.25114,10.183,34.11,-1.83,51.58,2,22.59,2,1.28,2,44.97,2,18.35,2
95,20130305,20,-75.77378,168.25133,1.356,34.10,-1.83,52.88,2,23.81,2,1.25,2,45.40,2,18.03,2
99,20130305,2,-75.19626,164.18906,1138.377,34.79,-1.88,41.65,2,33.98,2,2.13,2,80.64,2,28.64,2
99,20130305,4,-75.19651,164.18863,1000.145,34.77,-1.89,41.35,2,33.39,2,2.18,2,78.61,2,28.51,2
99,20130305,6,-75.19651,164.18846,800.331,34.75,-1.89,41.98,2,33.72,2,2.18,2,78.14,2,29.58,2
99,20130305,8,-75.19632,164.18868,599.893,34.73,-1.89,45.24,2,33.08,2,2.20,2,79.56,2,29.48,2
99,20130305,10,-75.19677,164.18784,400.317,34.68,-1.88,46.10,2,34.01,2,2.21,2,78.53,2,28.45,2
99,20130305,12,-75.19696,164.18758,250.172,34.59,-1.85,48.59,2,34.25,2,2.27,2,80.17,2,32.47,2
99,20130305,14,-75.19708,164.18734,150.241,34.23,-0.89,49.36,2,26.87,2,1.80,2,70.71,2,-999,2
99,20130305,16,-75.19717,164.18722,90.134,34.09,-0.99,49.89,2,23.55,2,1.64,2,61.52,2,15.14,2
99,20130305,18,-75.19724,164.18711,35.033,33.90,-1.73,50.67,2,20.74,2,1.23,2,53.82,2,15.42,2
99,20130305,20,-75.19734,164.18698,4.194,33.90,-1.75,52.22,2,19.07,2,1.13,2,53.15,2,14.53,2
100,20130305,1,-75.19638,164.18430,500.242,34.71,-1.91,45.22,2,32.06,2,2.18,2,80.41,2,29.95,2
100,20130305,2,-75.19654,164.18382,400.328,34.67,-1.88,46.36,2,33.23,2,2.20,2,80.12,2,30.11,2
100,20130305,3,-75.19662,164.18352,375.475,34.67,-1.89,46.76,2,29.88,2,2.21,2,79.99,2,30.35,2
100,20130305,4,-75.19668,164.18344,350.053,34.66,-1.90,47.33,2,33.52,2,2.25,2,79.63,2,30.18,2
100,20130305,5,-75.19672,164.18332,325.363,34.65,-1.88,47.55,2,33.96,2,2.29,2,78.94,2,30.22,2
100,20130305,6,-75.19682,164.18318,299.944,34.63,-1.90,47.64,2,30.22,2,2.26,2,80.29,2,29.83,2
100,20130305,7,-75.19686,164.18308,274.972,34.61,-1.88,47.89,2,33.78,2,2.29,2,78.89,2,29.73,2
100,20130305,8,-75.19694,164.18304,249.991,34.57,-1.82,48.32,2,31.80,2,2.22,2,79.20,2,29.16,2
100,20130305,9,-75.19700,164.18294,225.044,34.51,-1.70,48.52,2,32.93,2,2.25,2,79.68,2,27.79,2
100,20130305,10,-75.19690,164.18316,200.370,34.40,-1.40,48.97,2,31.87,2,2.19,2,78.18,2,25.84,2
100,20130305,11,-75.19676,164.18338,174.944,34.35,-1.15,49.12,2,26.91,2,2.08,2,74.96,2,23.10,2
100,20130305,12,-75.19672,164.18344,149.855,34.27,-0.94,49.55,2,26.64,2,1.96,2,71.67,2,20.84,2
100,20130305,13,-75.19664,164.18358,124.952,34.20,-0.88,49.66,2,26.09,2,1.81,2,70.08,2,19.75,2
100,20130305,14,-75.19668,164.18352,100.061,34.13,-0.91,49.87,2,23.73,2,1.69,2,65.44,2,16.31,2
100,20130305,15,-75.19669,164.18354,75.725,34.08,-1.00,50.24,2,22.52,2,1.64,2,61.68,2,16.90,2
100,20130305,16,-75.19686,164.18332,49.208,33.95,-1.52,50.77,2,20.76,2,1.31,2,56.83,2,14.86,2
100,20130305,17,-75.19702,164.18324,34.887,33.92,-1.75,51.24,2,19.16,2,1.24,2,53.83,2,14.41,2
100,20130305,18,-75.19705,164.18314,24.589,33.92,-1.76,51.42,2,19.17,2,1.17,2,54.54,2,14.93,2
100,20130305,19,-75.19698,164.18336,9.976,33.92,-1.75,52.41,2,18.83,2,1.19,2,54.34,2,14.27,2
100,20130305,20,-75.19694,164.18346,4.048,33.92,-1.75,53.15,2,16.94,2,1.23,2,54.41,2,14.44,2
101,20130306,2,-74.95672,164.21638,711.457,34.78,-1.90,44.35,2,35.87,2,2.18,2,79.98,2,29.37,2
101,20130306,4,-74.95662,164.21642,600.360,34.75,-1.93,45.21,2,33.14,2,2.18,2,78.61,2,29.04,2
101,20130306,6,-74.95644,164.21646,450.366,34.70,-2.03,46.14,2,35.42,2,2.18,2,79.50,2,29.10,2
101,20130306,8,-74.95662,164.21642,300.214,34.69,-1.93,47.35,2,33.56,2,2.30,2,79.33,2,29.27,2
101,20130306,10,-74.95662,164.21640,200.357,34.63,-1.84,48.23,2,36.73,2,2.25,2,78.92,2,28.73,2
101,20130306,12,-74.95666,164.21636,149.777,34.23,-1.23,48.74,2,35.73,2,1.82,2,69.66,2,21.06,2
101,20130306,14,-74.95664,164.21638,99.542,33.98,-1.80,49.21,2,23.12,2,1.33,2,55.66,2,15.74,2
101,20130306,16,-74.95662,164.21640,49.958,33.98,-1.81,51.31,2,23.13,2,1.30,2,55.94,2,15.67,2
101,20130306,18,-74.95664,164.21638,24.631,33.98,-1.83,52.33,2,21.43,2,1.25,2,55.42,2,15.56,2
101,20130306,20,-74.95666,164.21640,3.891,33.98,-1.83,52.69,2,26.31,2,1.24,2,56.01,2,15.56,2
102,20130306,2,-74.83161,164.47833,633.043,34.77,-1.90,45.36,2,34.51,2,2.19,2,81.32,2,28.81,2
102,20130306,4,-74.83152,164.47798,500.218,34.72,-1.97,46.25,2,33.14,2,2.19,2,81.51,2,28.92,2
102,20130306,6,-74.83146,164.47774,400.204,34.70,-1.98,46.87,2,32.59,2,2.17,2,80.69,2,28.73,2
102,20130306,8,-74.83140,164.47748,299.888,34.69,-1.90,47.54,2,34.84,2,2.24,2,76.99,2,28.98,2
102,20130306,10,-74.83132,164.47724,199.985,34.64,-1.86,48.37,2,36.70,2,2.35,2,77.43,2,29.07,2
