STATION,DATE,BOTTLE,LATITUDE,LONGITUDE,DEPTH,SAL,TEMP,TCO2,TALK,POC,d13C_POM,PON,d15N_POM
70,02/28/13,17,-73.91386,170.18012,20,34.04,-1.80,2159.8,2318.2,363.73,-29.80,82.53,3.20
70,02/28/13,19,-73.9138,170.1811,1,34.03,-1.80,2140.0,2316.0,357.11,-29.75,78.78,2.39
73,02/28/13,1,-73.86441,170.36242,538,34.78,-1.90,2235.4,2359.5,11.76,-27.04,2.51,9.94
73,02/28/13,3,-73.86428,170.36268,500,34.78,-1.90,2239.7,2361.6,12.19,-26.50,2.90,8.80
73,02/28/13,5,-73.86404,170.36332,400,34.75,-1.90,2237.3,2355.8,10.40,-26.96,2.25,12.66
73,02/28/13,7,-73.86384,170.3639,300,34.69,-1.90,2235.0,2351.3,14.03,-27.53,2.72,10.43
73,02/28/13,9,-73.8636,170.36448,178,34.64,-1.88,2225.1,2346.5,23.29,-28.97,4.52,8.92
73,02/28/13,11,-73.86352,170.36516,100,34.61,-1.77,2228.6,2344.3,24.93,-28.48,5.18,7.46
73,02/28/13,13,-73.86337,170.36538,70,34.58,-1.33,2231.6,2339.3,18.00,-28.09,3.94,9.03
73,02/28/13,15,-73.86326,170.3656,40,34.35,-1.34,2197.7,2331.1,124.85,-29.62,25.65,2.85
73,02/28/13,17,-73.86316,170.36582,20,34.16,-1.71,2160.2,2321.2,256.83,-31.13,56.11,0.59
73,02/28/13,19,-73.86308,170.36602,2,34.14,-1.80,2148.4,2320.6,329.58,-30.37,70.42,2.60
74,03/01/13,1,-74.17666,169.85726,592,34.79,-1.90,2235.8,2356.9,12.84,-26.81,2.59,3.89
74,03/01/13,3,-74.17652,169.85728,500,34.77,-1.90,2233.3,2354.0,11.18,-27.31,2.24,11.63
74,03/01/13,5,-74.1765,169.85688,400,34.76,-1.90,2229.8,2353.9,10.68,-27.15,2.32,10.61
74,03/01/13,7,-74.17642,169.85656,300,34.73,-1.90,2231.0,2350.5,11.40,-27.33,2.45,10.65
74,03/01/13,9,-74.17636,169.85662,250,34.71,-1.89,2228.2,2350.7,18.10,-27.13,3.73,8.58
74,03/01/13,11,-74.17634,169.85642,200,34.68,-1.89,2227.4,2346.6,19.06,-27.77,3.88,9.46
74,03/01/13,13,-74.1763,169.85636,150,34.66,-1.81,2225.2,2345.9,26.92,-27.45,5.88,7.49
74,03/01/13,15,-74.17624,169.8563,100,34.63,-1.80,2224.5,2345.3,36.12,-27.52,6.74,6.25
74,03/01/13,17,-74.17624,169.85588,20,33.85,-1.69,2128.9,2293.6,290.83,-28.81,63.02,4.08
74,03/01/13,19,-74.17614,169.85592,1,33.68,-1.80,2106.0,2294.0,321.67,-28.83,69.63,3.06
75,03/01/13,1,-74.1681,169.61004,572,34.79,-1.90,2235.9,2357.3,10.39,-26.16,2.08,7.81
75,03/01/13,3,-74.168,169.6101,500,34.77,-1.90,2234.3,2357.7,11.55,-26.68,2.21,11.98
75,03/01/13,5,-74.16786,169.61012,400,34.76,-1.90,2233.0,2355.7,13.93,-26.81,2.92,9.85
75,03/01/13,7,-74.16768,169.61024,300,34.71,-1.88,2233.8,2353.6,19.57,-27.15,3.84,9.07
75,03/01/13,9,-74.16758,169.61038,250,34.69,-1.86,2229.5,2351.9,21.16,-27.38,4.15,8.38
75,03/01/13,11,-74.1675,169.61054,200,34.66,-1.89,2224.9,2347.9,18.71,-27.92,3.75,9.43
75,03/01/13,13,-74.16742,169.6107,149,34.64,-1.88,2219.7,2344.9,19.23,-28.36,3.96,8.37
75,03/01/13,15,-74.16736,169.61088,100,34.61,-1.80,2215.2,2340.9,34.93,-27.94,6.79,5.26
75,03/01/13,17,-74.16722,169.61086,35,33.91,-1.49,2161.5,2318.4,153.98,-28.13,33.86,3.77
75,03/01/13,19,-74.16712,169.61088,2,33.45,-1.74,2065.7,2280.9,309.94,-28.42,69.79,2.54
76,03/01/13,1,-74.63304,174.49454,446,34.70,-1.89,2240.4,2354.5,18.24,-28.05,3.32,3.96
76,03/01/13,3,-74.63306,174.49468,400,34.66,-1.86,2233.1,2352.1,15.14,-28.67,2.65,8.48
76,03/01/13,5,-74.63308,174.49476,350,34.60,-1.56,2229.6,2346.5,17.94,-28.21,3.22,4.98
76,03/01/13,7,-74.63304,174.4945,300,34.55,-1.48,2228.7,2341.1,16.45,-27.98,3.04,10.34
76,03/01/13,9,-74.63298,174.49428,265,34.56,-0.89,2229.7,2345.5,13.73,-28.18,2.75,11.42
76,03/01/13,11,-74.63294,174.494,200,34.51,-0.95,2226.8,2339.1,13.55,-28.70,2.68,10.50
76,03/01/13,13,-74.63292,174.494,140,34.43,-1.05,2220.0,2333.1,13.00,-28.32,2.75,10.73
76,03/01/13,15,-74.6329,174.49388,100,34.34,-1.15,2216.9,2328.8,15.99,-29.11,2.62,6.83
76,03/01/13,17,-74.63286,174.49382,30,34.04,-1.29,2178.0,2312.9,73.02,-30.43,15.70,2.14
76,03/01/13,19,-74.63288,174.49394,2,33.93,-1.65,2160.9,2301.7,104.64,-29.59,22.78,-0.58
77,03/01/13,1,-74.53308,173.53292,523,34.71,-1.89,2246.2,2353.1,17.75,-29.13,3.15,2.67
77,03/01/13,3,-74.53312,173.53314,450,34.67,-1.90,2234.0,2348.0,13.93,-29.08,2.43,6.75
77,03/01/13,5,-74.53313,173.53317,400,34.65,-1.89,2229.1,2349.2,17.26,-28.67,2.99,6.80
77,03/01/13,7,-74.53308,173.5329,300,34.62,-1.86,2232.1,2346.2,20.06,-29.10,3.32,7.88
77,03/01/13,9,-74.53302,173.53254,249,34.55,-1.61,2228.7,2339.3,15.40,-28.42,2.98,8.43
77,03/01/13,11,-74.53302,173.5325,200,34.53,-1.53,2229.9,2338.8,20.81,-29.14,4.03,8.83
77,03/01/13,13,-74.53302,173.5326,149,34.51,-1.35,2221.5,2339.4,19.95,-29.38,3.96,6.83
77,03/01/13,15,-74.53308,173.53284,59,34.19,-1.01,2183.5,2320.4,106.77,-31.38,21.79,2.36
77,03/01/13,17,-74.5331,173.533,30,34.12,-1.21,2168.4,2313.3,150.90,-32.03,30.82,1.97
77,03/01/13,19,-74.53316,173.53325,2,34.12,-1.23,2163.0,2317.3,168.47,-31.81,34.05,-0.44
78,03/02/13,1,-74.38304,172.46408,507,34.71,-1.89,2239.3,2351.0,13.36,-28.40,2.73,4.47
78,03/02/13,3,-74.38302,172.46392,450,34.69,-1.89,2241.1,2348.8,20.39,-29.55,3.58,9.15
78,03/02/13,5,-74.38298,172.46392,400,34.67,-1.90,2239.0,2347.1,20.02,-29.33,3.64,10.24
78,03/02/13,7,-74.38298,172.46404,300,34.64,-1.89,2236.6,2345.3,20.64,-28.96,3.85,10.61
78,03/02/13,9,-74.38302,172.46412,250,34.61,-1.87,2231.4,2342.2,35.00,-29.90,7.20,6.21
78,03/02/13,11,-74.38306,172.46422,200,34.55,-1.55,2233.6,2342.0,25.46,-29.94,4.66,8.73
78,03/02/13,13,-74.3831,172.46436,150,34.50,-1.43,2225.8,2332.2,27.44,-30.16,5.06,8.27
78,03/02/13,15,-74.38312,172.46444,100,34.43,-1.54,2225.2,2329.0,46.74,-30.95,8.37,4.91
78,03/02/13,17,-74.38316,172.4646,30,34.16,-1.17,2158.6,2317.7,175.43,-32.40,35.72,0.74
78,03/02/13,19,-74.3832,172.4647,2,34.15,-1.23,2158.2,2317.6,189.76,-32.00,36.75,0.49
79,03/02/13,1,-74.26618,171.44941,432,34.71,-1.89,2232.8,2354.0,9.62,-28.30,1.87,6.13
79,03/02/13,3,-74.26618,171.44938,400,34.68,-1.90,2237.8,2349.4,44.36,-31.04,6.44,4.88
79,03/02/13,5,-74.26616,171.4495,350,34.66,-1.89,2232.0,2345.9,15.73,-29.15,2.80,8.90
79,03/02/13,7,-74.2662,171.44968,300,34.65,-1.89,2235.9,2345.9,17.96,-28.47,3.19,4.73
79,03/02/13,9,-74.2662,171.44982,250,34.64,-1.89,2237.8,2345.1,21.20,-28.86,3.50,5.60
79,03/02/13,11,-74.26624,171.45002,200,34.59,-1.80,2228.0,2342.9,23.04,-29.34,3.99,5.85
79,03/02/13,13,-74.26622,171.4501,149,34.54,-1.46,2228.3,2336.7,23.30,-29.37,4.16,3.43
79,03/02/13,15,-74.26626,171.45028,100,34.49,-1.34,2226.7,2334.9,30.66,-30.36,5.79,4.10
79,03/02/13,17,-74.26626,171.45022,38,34.13,-1.35,2165.2,2311.4,222.29,-31.98,45.51,4.19
79,03/02/13,19,-74.26624,171.45026,1,34.13,-1.36,2146.0,2312.1,233.97,-32.28,46.91,-0.03
80,03/02/13,1,-75.7499,168.99924,429,34.73,-1.89,2235.4,2351.9,13.91,-26.85,2.90,5.18
80,03/02/13,3,-75.7499,168.9992,350,34.70,-1.90,2230.6,2351.3,17.46,-28.09,2.70,8.18
80,03/02/13,5,-75.74991,168.99922,300,34.68,-1.90,2226.5,2349.3,17.00,-28.01,2.91,8.24
80,03/02/13,7,-75.74992,168.99906,250,34.66,-1.89,2231.6,2348.1,17.28,-27.89,2.97,9.41
80,03/02/13,9,-75.74992,168.99914,200,34.65,-1.89,2228.9,2349.4,14.02,-27.83,2.66,8.62
80,03/02/13,11,-75.74994,168.99928,150,34.64,-1.89,2231.0,2346.7,18.41,-28.77,3.37,8.17
80,03/02/13,13,-75.74992,168.9992,100,34.62,-1.82,2228.0,2343.4,18.55,-27.84,3.79,8.01
80,03/02/13,15,-75.74994,168.99924,60,34.57,-1.33,2228.9,2342.8,25.16,-28.14,5.40,30.09
80,03/02/13,17,-75.74994,168.99914,15,34.12,-1.76,2148.8,2320.8,394.10,-32.61,83.12,1.38
80,03/02/13,19,-75.74994,168.99912,3,34.08,-1.80,2135.3,2318.2,417.70,-32.53,88.81,1.41
81,03/03/13,1,-75.77704,169.1314,452,34.73,-1.89,2233.8,2352.0,17.93,-27.95,3.10,5.56
81,03/03/13,3,-75.77708,169.13132,401,34.71,-1.90,2232.9,2350.9,23.62,-28.83,3.70,6.55
81,03/03/13,5,-75.77702,169.13148,300,34.67,-1.90,2231.0,2348.4,17.99,-28.27,3.07,10.12
81,03/03/13,7,-75.77704,169.13144,250,34.66,-1.89,2231.2,2348.4,17.19,-28.16,3.04,7.55
81,03/03/13,9,-75.77706,169.13136,200,34.65,-1.89,2227.6,2346.3,17.16,-28.68,2.98,10.46
81,03/03/13,11,-75.7771,169.13128,150,34.64,-1.89,2228.4,2345.3,21.43,-28.42,3.77,7.09
81,03/03/13,13,-75.7772,169.13101,100,34.61,-1.80,2233.2,2343.6,23.65,-27.85,4.44,7.46
81,03/03/13,15,-75.7773,169.13082,60,34.52,-1.65,2226.9,2339.5,27.87,-27.71,5.30,5.87
81,03/03/13,17,-75.77732,169.13088,15,34.03,-1.73,2130.8,2313.3,446.77,-32.60,92.77,1.36
81,03/03/13,19,-75.7773,169.13092,4,34.03,-1.73,2125.9,2314.5,460.18,-32.83,95.74,1.36
82,03/03/13,1,-75.76678,169.04844,454,34.73,-1.89,2243.6,2352.4,19.46,-26.85,3.57,7.00
82,03/03/13,3,-75.76674,169.04851,400,34.71,-1.90,2239.5,2350.0,24.20,-28.73,3.98,8.05
82,03/03/13,5,-75.7668,169.04838,300,34.68,-1.90,2236.0,2350.1,17.61,-27.79,3.01,8.55
82,03/03/13,7,-75.76685,169.04824,250,34.66,-1.89,2234.4,2349.5,16.07,-27.71,2.74,10.13
82,03/03/13,9,-75.76692,169.04808,200,34.65,-1.89,2233.6,2345.0,19.48,-26.93,3.08,8.83
82,03/03/13,11,-75.76694,169.04809,150,34.64,-1.89,2232.8,2345.0,18.52,-27.82,3.45,9.17
82,03/03/13,13,-75.76689,169.0482,100,34.61,-1.74,2231.3,2343.8,27.28,-27.63,4.80,7.26
82,03/03/13,15,-75.76686,169.04828,60,34.56,-1.43,2230.2,2339.4,24.54,-27.76,4.83,6.49
82,03/03/13,17,-75.76688,169.0482,14,34.06,-1.77,2171.5,2322.7,364.48,-32.54,74.82,1.88
82,03/03/13,19,-75.76688,169.0482,2,34.06,-1.78,2132.9,2317.4,429.82,-32.65,87.32,1.50
85,03/03/13,1,-75.75336,168.75866,398,34.73,-1.89,2242.0,2357.5,20.95,-28.12,3.26,4.22
85,03/03/13,3,-75.75326,168.7589,325,34.70,-1.90,2236.2,2352.3,15.33,-28.78,2.39,6.78
85,03/03/13,5,-75.75326,168.75884,250,34.67,-1.90,2234.8,2355.8,22.70,-27.70,3.46,8.67
85,03/03/13,7,-75.75322,168.75888,200,34.66,-1.89,2231.4,2349.2,38.21,-28.53,7.16,6.98
85,03/03/13,9,-75.75316,168.759,150,34.65,-1.89,2235.7,2351.0,17.61,-27.38,3.07,10.77
85,03/03/13,11,-75.7531,168.7591,100,34.63,-1.88,2237.2,2348.5,22.53,-27.15,4.09,7.83
85,03/03/13,12,-75.75302,168.7592,70,34.60,-1.74,2231.1,2347.4,26.67,-26.82,5.27,10.37
85,03/03/13,13,-75.75296,168.75932,40,34.57,-1.55,2232.7,2342.1,36.66,-27.34,7.65,8.46
85,03/03/13,15,-75.7529,168.75942,20,34.11,-1.88,2148.2,2323.4,400.66,-33.10,84.40,1.53
85,03/03/13,17,-75.75292,168.75947,10,34.11,-1.88,2146.9,2322.6,410.26,-32.82,86.35,1.37
85,03/03/13,19,-75.75296,168.75936,2,34.11,-1.88,nd,2320.9,405.56,-32.82,86.63,1.36
86,03/03/13,1,-75.75496,168.59691,404,34.73,-1.89,2239.1,2354.1,21.44,-28.27,3.58,-0.47
86,03/03/13,3,-75.75502,168.5969,350,34.70,-1.90,2236.2,2352.4,15.65,-28.46,2.67,1.35
86,03/03/13,5,-75.7551,168.59688,299,34.68,-1.90,2234.3,2350.5,16.79,-27.79,3.05,-0.95
86,03/03/13,7,-75.75518,168.59683,250,34.66,-1.89,2230.0,2349.8,13.93,-27.64,2.76,1.84
86,03/03/13,9,-75.75522,168.59682,200,34.65,-1.89,2225.8,2347.8,15.07,-27.78,2.89,2.38
86,03/03/13,11,-75.75524,168.5968,150,34.65,-1.89,2227.5,2349.0,16.18,-27.84,3.12,-0.83
86,03/03/13,13,-75.75524,168.5968,100,34.63,-1.88,2232.9,2347.0,24.91,-27.67,5.19,-0.85
86,03/03/13,15,-75.75526,168.5968,60,34.59,-1.71,2226.6,2343.8,22.64,-26.94,4.85,0.70
86,03/03/13,17,-75.75528,168.59678,14,34.08,-1.81,2149.0,2323.6,441.07,-32.54,86.42,1.60
86,03/03/13,19,-75.75532,168.59678,1,34.07,-1.80,2141.3,2321.0,475.26,-32.34,96.22,1.55
88,03/04/13,1,-75.77786,168.56042,405,34.73,-1.89,2241.4,2354.4,22.59,-29.14,3.74,0.73
88,03/04/13,3,-75.77784,168.56062,350,34.70,-1.90,2234.9,2351.1,17.77,-29.11,3.14,3.68
88,03/04/13,5,-75.77782,168.56048,300,34.69,-1.90,2230.8,2351.9,16.84,-28.77,3.02,1.93
88,03/04/13,7,-75.7778,168.56054,250,34.66,-1.90,2231.6,2351.1,15.62,-28.41,3.01,2.50
88,03/04/13,9,-75.77782,168.56066,200,34.65,-1.89,2229.4,2349.1,14.51,-27.45,2.85,1.76
88,03/04/13,11,-75.77784,168.56066,149,34.65,-1.89,2228.2,2348.4,66.20,-26.84,11.95,3.42
88,03/04/13,13,-75.77788,168.56066,100,34.63,-1.88,2228.6,2345.0,21.20,-27.02,4.46,2.75
88,03/04/13,15,-75.7779,168.5606,60,34.59,-1.71,2224.0,2342.7,26.18,-26.86,5.60,0.63
88,03/04/13,17,-75.77792,168.56053,15,34.07,-1.78,2126.3,2320.4,460.12,-32.52,93.51,1.51
88,03/04/13,19,-75.7779,168.56046,2,34.07,-1.78,2122.0,2319.7,467.93,-31.98,95.80,1.61
89,03/04/13,1,-75.78096,168.50374,409,34.72,-1.89,2237.5,2356.1,23.28,-28.02,3.87,5.41
89,03/04/13,3,-75.78092,168.50376,350,34.70,-1.90,2233.3,2348.4,21.90,-27.12,3.18,8.70
89,03/04/13,5,-75.78088,168.50376,300,34.68,-1.90,2234.5,2351.5,17.22,-27.64,3.04,11.27
89,03/04/13,7,-75.78082,168.50376,250,34.66,-1.89,2233.2,2349.5,16.05,-27.71,2.88,6.46
89,03/04/13,9,-75.78076,168.50374,200,34.65,-1.89,2234.9,2351.4,15.54,-27.29,2.71,9.45
89,03/04/13,11,-75.78069,168.50376,150,34.64,-1.89,2229.3,2347.6,17.35,-27.96,3.05,9.55
89,03/04/13,13,-75.78062,168.50382,100,34.63,-1.87,2229.0,2347.8,21.87,-27.08,4.22,8.12
89,03/04/13,15,-75.7806,168.50382,60,34.58,-1.54,2227.1,2345.1,43.98,-28.32,10.08,5.63
89,03/04/13,17,-75.78058,168.50344,15,34.11,-1.77,2171.2,2330.9,284.17,-31.64,59.76,1.38
89,03/04/13,19,-75.78058,168.50338,1,34.08,-1.80,nd,2320.0,423.32,-32.39,89.91,1.31
92,03/04/13,1,-75.7554,168.24006,434,34.77,-1.90,2228.0,2353.9,22.38,-28.18,3.64,3.98
92,03/04/13,3,-75.75548,168.23978,400,34.75,-1.90,2233.6,2355.8,18.32,-27.44,3.07,9.38
92,03/04/13,5,-75.75546,168.23923,300,34.68,-1.89,2234.6,2348.8,16.87,-27.86,2.94,6.18
92,03/04/13,7,-75.75554,168.23906,250,34.66,-1.89,2230.5,2343.1,18.56,-27.82,3.24,6.82
92,03/04/13,9,-75.75556,168.23852,201,34.65,-1.89,2231.3,2339.8,19.95,-27.94,3.67,7.18
92,03/04/13,11,-75.75564,168.23802,150,34.63,-1.87,2226.6,2344.0,21.00,-27.95,3.78,10.04
92,03/04/13,13,-75.7557,168.23772,100,34.59,-1.55,2225.2,2343.4,22.66,-27.70,4.30,8.09
92,03/04/13,15,-75.75566,168.23724,60,34.52,-1.64,2216.4,2334.8,36.38,-27.49,6.54,6.08
92,03/04/13,17,-75.75566,168.23687,15,34.11,-1.85,2126.2,2318.1,399.82,-32.72,84.42,1.87
92,03/04/13,19,-75.75586,168.23594,2,34.11,-1.85,nd,2318.3,428.83,-32.50,90.45,1.61
93,03/04/13,1,-75.73744,168.16668,448,34.76,-1.90,2242.5,2356.6,19.72,-26.81,3.88,3.98
93,03/04/13,3,-75.73736,168.16694,400,34.73,-1.89,2246.0,2355.6,20.08,-27.61,3.45,6.32
93,03/04/13,5,-75.73724,168.16738,300,34.67,-1.89,2234.5,2349.5,19.72,-27.34,3.57,8.01
93,03/04/13,7,-75.73718,168.16754,250,34.66,-1.89,2236.1,2344.9,17.78,-26.80,3.26,11.62
93,03/04/13,9,-75.73716,168.16773,200,34.65,-1.89,2237.1,2347.2,16.91,-27.61,3.18,7.59
93,03/04/13,11,-75.73712,168.16784,150,34.64,-1.88,2233.9,2346.3,20.07,-27.72,3.89,10.83
93,03/04/13,13,-75.73708,168.16802,100,34.61,-1.73,2231.4,2348.9,19.90,-26.95,4.17,7.84
93,03/04/13,15,-75.73704,168.16814,60,34.55,-1.55,2226.1,2336.1,32.00,-27.16,6.13,12.02
93,03/04/13,17,-75.73696,168.16834,14,34.10,-1.85,2129.3,2323.4,408.95,-32.78,87.45,1.26
93,03/04/13,19,-75.73692,168.16853,1,34.10,-1.85,nd,2320.3,410.31,-32.19,87.76,1.22
94,03/05/13,1,-75.74742,168.23052,149,34.64,-1.88,2235.0,2348.7,20.36,-27.49,3.61,12.21
94,03/05/13,2,-75.74742,168.23048,100,34.60,-1.71,2233.3,2346.3,22.35,-26.80,4.26,7.88
94,03/05/13,3,-75.74743,168.23046,79,34.58,-1.41,2236.7,2343.0,17.79,-27.32,3.83,11.92
94,03/05/13,4,-75.74744,168.23042,64,34.55,-1.59,2229.2,2344.1,22.98,-27.25,4.82,10.71
94,03/05/13,5,-75.74744,168.2304,49,34.50,-1.58,2232.3,2337.4,30.82,-27.03,6.75,10.86
94,03/05/13,6,-75.74744,168.2304,41,34.49,-1.54,2228.9,2337.0,41.60,-27.19,8.73,9.63
94,03/05/13,7,-75.74744,168.2304,38,34.46,-1.49,2223.7,2336.1,62.06,-28.28,12.60,4.85
94,03/05/13,8,-75.74744,168.2304,35,34.41,-1.46,2212.6,2332.8,104.87,-29.29,22.22,4.55
94,03/05/13,9,-75.74744,168.2304,33,34.35,-1.43,2200.5,2321.5,149.57,-29.95,32.81,2.91
94,03/05/13,10,-75.74744,168.2304,30,34.26,-1.56,2208.6,2330.2,257.42,-30.85,55.35,1.71
94,03/05/13,11,-75.74744,168.2304,26,34.16,-1.71,2178.1,2326.7,346.00,-31.93,74.77,0.32
94,03/05/13,12,-75.74744,168.2304,23,34.10,-1.82,2151.5,2321.4,360.05,-32.64,78.02,0.16
94,03/05/13,13,-75.74744,168.2304,20,34.09,-1.84,2147.6,2316.2,383.23,-32.31,82.64,1.10
94,03/05/13,14,-75.74744,168.2304,17,34.09,-1.85,2144.8,2325.9,487.64,-31.95,104.47,2.73
94,03/05/13,15,-75.74744,168.2304,14,34.09,-1.85,2153.6,2321.3,429.75,-33.29,91.03,2.23
94,03/05/13,16,-75.74744,168.2304,11,34.08,-1.85,2141.2,2317.7,459.94,-33.04,98.54,5.09
94,03/05/13,17,-75.74744,168.23042,6,34.08,-1.86,2142.3,2321.1,424.87,-32.82,94.09,1.05
94,03/05/13,18,-75.74744,168.23044,2,34.08,-1.86,nd,2321.7,488.52,-33.05,103.27,1.43
94,03/05/13,19,-75.74744,168.23044,1,34.08,-1.86,nd,2320.1,481.71,-32.83,103.02,2.59
95,03/05/13,1,-75.77364,168.24968,440,34.77,-1.90,2240.4,2351.0,21.64,-27.73,3.83,4.57
95,03/05/13,3,-75.77368,168.24984,401,34.75,-1.90,2238.0,2350.9,17.91,-27.33,3.40,9.21
95,03/05/13,5,-75.7737,168.2501,300,34.67,-1.89,2239.0,2350.8,19.91,-27.24,3.92,6.89
95,03/05/13,7,-75.77378,168.25063,200,34.65,-1.89,2234.8,2346.2,21.46,-28.49,3.94,8.46
95,03/05/13,9,-75.7738,168.25085,150,34.64,-1.87,2236.2,2342.0,17.87,-28.05,3.70,7.62
95,03/05/13,11,-75.77382,168.25096,101,34.60,-1.68,2227.7,2347.6,20.73,-27.50,4.49,9.71
95,03/05/13,13,-75.77383,168.25106,60,34.55,-1.58,2233.2,2343.4,28.34,-27.58,5.46,7.46
95,03/05/13,15,-75.77384,168.25124,25,34.37,-1.53,2182.9,2329.9,274.20,-31.99,58.07,2.20
95,03/05/13,17,-75.77386,168.25114,10,34.10,-1.83,2133.8,2325.1,409.12,-32.60,86.07,1.91
95,03/05/13,19,-75.77378,168.25132,1,34.10,-1.83,2126.9,2320.9,407.18,-32.60,85.37,2.11
99,03/05/13,1,-75.19626,164.18906,1138,34.79,-1.88,2235.7,2360.8,9.26,-25.99,2.09,3.82
99,03/05/13,3,-75.1965,164.1887,1000,34.77,-1.89,2236.8,2360.7,17.19,-26.16,3.75,12.91
99,03/05/13,5,-75.19652,164.18844,800,34.75,-1.89,2224.7,2355.9,12.75,-27.22,2.45,12.89
99,03/05/13,7,-75.19631,164.1887,600,34.73,-1.89,2226.0,2354.8,14.53,-26.58,2.74,8.57
99,03/05/13,9,-75.19676,164.18784,400,34.68,-1.88,2228.5,2350.2,30.09,-25.31,6.20,7.11
99,03/05/13,11,-75.19696,164.18758,250,34.59,-1.85,2212.0,2345.6,39.90,-25.79,7.54,7.85
99,03/05/13,13,-75.19708,164.18736,150,34.23,-0.89,2158.2,2332.9,66.89,-26.16,13.29,2.65
99,03/05/13,15,-75.19716,164.18724,90,34.08,-0.99,2151.2,2323.4,130.70,-25.91,27.63,3.43
99,03/05/13,17,-75.19724,164.18712,35,33.91,-1.71,2128.8,2323.1,169.61,-24.74,37.45,2.10
99,03/05/13,19,-75.19734,164.18698,4,33.90,-1.75,2121.0,2314.0,182.35,-24.38,40.28,2.08
100,03/05/13,1,-75.19638,164.1843,500,34.71,-1.91,2233.1,2356.2,18.99,-26.66,3.35,7.84
100,03/05/13,2,-75.19654,164.18382,400,34.67,-1.88,2231.0,2348.7,28.44,-26.32,5.33,5.33
100,03/05/13,3,-75.19662,164.18352,375,34.67,-1.89,2230.0,2353.9,24.93,-26.46,4.70,7.25
100,03/05/13,4,-75.19668,164.18344,350,34.66,-1.90,2222.2,2353.2,30.49,-26.08,5.61,6.35
100,03/05/13,5,-75.19672,164.18332,325,34.65,-1.88,2231.4,2345.5,29.88,-26.32,5.68,5.93
100,03/05/13,6,-75.19682,164.18318,300,34.63,-1.90,2229.2,2349.2,27.43,-26.59,5.13,6.06
100,03/05/13,7,-75.19686,164.18308,275,34.61,-1.88,2235.2,2348.0,34.04,-26.78,6.48,5.77
100,03/05/13,8,-75.19694,164.18304,250,34.57,-1.82,2226.9,2342.7,39.43,-25.60,7.19,5.07
100,03/05/13,9,-75.197,164.18294,225,34.51,-1.70,2219.9,2343.5,44.72,-26.37,8.57,3.04
100,03/05/13,10,-75.1969,164.18316,200,34.40,-1.40,2215.3,2340.9,44.09,-26.50,8.87,1.75
100,03/05/13,11,-75.19676,164.18338,175,34.35,-1.15,2197.7,2344.2,78.42,-26.97,16.67,4.33
100,03/05/13,12,-75.19672,164.18344,150,34.27,-0.94,2183.8,2335.8,59.46,-25.90,13.39,0.82
100,03/05/13,13,-75.19664,164.18358,125,34.20,-0.88,2173.1,2326.5,68.16,-25.94,14.37,2.85
100,03/05/13,14,-75.19668,164.18352,100,34.13,-0.91,2154.3,2329.8,114.81,-26.52,24.77,4.28
100,03/05/13,15,-75.19669,164.18354,76,34.08,-1.00,2147.6,2324.5,106.94,-25.65,22.97,3.20
100,03/05/13,16,-75.19686,164.18332,49,33.95,-1.52,2113.8,2321.2,139.25,-24.69,30.18,3.23
100,03/05/13,17,-75.19702,164.18324,35,33.92,-1.75,2101.0,2313.5,164.02,-25.06,36.62,4.22
100,03/05/13,18,-75.19705,164.18314,25,33.92,-1.76,2104.0,2320.5,140.97,-25.19,30.05,3.56
100,03/05/13,19,-75.19698,164.18336,10,33.92,-1.75,2110.0,2313.2,159.85,-25.32,34.96,3.55
100,03/05/13,20,-75.19694,164.18346,4,33.92,-1.75,2111.5,2318.7,149.58,-25.59,32.80,3.76
101,03/06/13,1,-74.95672,164.21638,711,34.78,-1.90,2230.4,2358.5,5.63,-26.45,1.70,8.09
101,03/06/13,3,-74.95662,164.21642,600,34.75,-1.93,2226.1,2355.5,6.62,-26.50,1.79,7.83
101,03/06/13,5,-74.95644,164.21646,450,34.70,-2.03,2224.9,2354.4,6.72,-26.49,2.10,11.25
101,03/06/13,7,-74.95662,164.21642,300,34.69,-1.93,2224.1,2351.4,17.93,-26.98,4.07,8.73
101,03/06/13,9,-74.95662,164.2164,200,34.63,-1.84,2220.6,2348.3,28.98,-25.89,7.08,4.53
101,03/06/13,11,-74.95666,164.21636,150,34.24,-1.23,2163.9,2333.5,107.54,-26.25,22.71,6.48
101,03/06/13,13,-74.95666,164.2164,101,33.98,-1.80,2119.3,2318.4,168.13,-26.02,37.62,2.13
101,03/06/13,15,-74.95662,164.21638,51,33.98,-1.81,2120.9,2319.8,142.29,-26.20,28.40,-1.58
101,03/06/13,17,-74.95664,164.21638,25,33.98,-1.83,2118.8,2318.2,168.62,-26.08,37.72,2.00
101,03/06/13,19,-74.95666,164.2164,4,33.98,-1.83,2109.5,2317.9,181.09,-25.97,39.48,2.08
102,03/06/13,1,-74.83162,164.47834,633,34.77,-1.90,2228.2,2356.4,18.00,-28.02,3.37,8.67
102,03/06/13,3,-74.83152,164.47798,500,34.72,-1.97,2218.0,2354.9,13.87,-27.07,2.91,10.06
102,03/06/13,5,-74.83146,164.47774,400,34.70,-1.98,2217.5,2356.5,14.48,-27.15,3.47,9.76
102,03/06/13,7,-74.8314,164.47748,300,34.69,-1.90,2224.3,2356.8,21.85,-26.57,5.02,9.64
