STATION,DATE,BOTTLE,LATITUDE,LONGITUDE,DEPTH,SAL,TEMP,TCO2,TALK,POC,d13C_POM,PON,d15N_POM
133,03/16/13,19,-76.91496,-157.849,1,33.41,-1.69,2143.5,2269.9,24.59,-26.34,3.91,0.37
134,03/16/13,1,-76.29162,-158.41736,1690,34.71,0.75,2246.4,2363.2,5.57,-25.88,nd,nd
134,03/16/13,3,-76.29142,-158.41686,1400,34.71,0.85,2242.8,2360.4,5.60,-25.78,nd,nd
134,03/16/13,5,-76.29122,-158.4164,1101,34.72,1.00,2243.2,2360.9,8.76,-25.99,1.18,9.20
134,03/16/13,7,-76.291,-158.4159,800,34.73,1.27,2244.3,2356.5,8.61,-26.50,1.07,7.57
134,03/16/13,9,-76.2908,-158.41548,550,34.69,1.52,2238.4,2349.8,7.21,-26.34,0.95,7.99
134,03/16/13,11,-76.29064,-158.41504,300,34.12,-1.55,2199.6,2313.8,11.62,-26.38,1.79,1.54
134,03/16/13,13,-76.29056,-158.41484,200,34.09,-1.80,2198.1,2313.3,8.56,-25.97,1.38,5.51
134,03/16/13,15,-76.29048,-158.41466,100,34.06,-1.82,2192.6,2307.3,11.51,-26.60,1.91,-7.45
134,03/16/13,17,-76.2904,-158.41446,22,33.83,-1.85,2173.6,2289.6,19.84,-25.70,3.37,-2.97
134,03/16/13,19,-76.29036,-158.4144,1,33.83,-1.84,2172.4,2293.3,20.30,-26.54,3.22,-0.18
135,03/18/13,1,-76.52716,-165.7725,466,34.36,-1.83,2216.5,2326.1,15.13,-27.39,2.45,4.94
135,03/18/13,3,-76.52722,-165.77202,451,34.35,-1.85,2211.1,2325.1,22.21,-27.47,3.08,6.34
135,03/18/13,5,-76.5273,-165.77132,400,34.31,-1.79,2206.0,2324.5,14.64,-27.45,1.51,1.86
135,03/18/13,7,-76.52746,-165.7706,300,34.25,-1.77,2200.5,2320.5,15.49,-26.61,2.00,4.17
135,03/18/13,9,-76.5276,-165.76984,200,34.20,-1.68,2201.7,2319.5,13.96,-27.30,2.11,4.71
135,03/18/13,11,-76.52774,-165.7692,119,34.15,-1.70,2196.8,nd,19.51,-28.47,3.14,4.96
135,03/18/13,13,-76.5278,-165.76889,100,34.13,-1.70,2196.5,2311.8,23.77,-28.44,3.83,4.95
135,03/18/13,15,-76.52786,-165.7686,75,34.11,-1.69,2189.5,2312.8,27.29,-29.18,4.30,4.87
135,03/18/13,17,-76.52794,-165.76818,24,33.78,-1.82,2173.8,2291.5,36.56,-29.20,6.79,2.03
135,03/18/13,19,-76.528,-165.76789,1,33.75,-1.83,2148.2,2291.4,51.59,-28.81,9.44,-0.34
