X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-2342351.3294248246,-4708096.379223482,train,2.259540294098157E-4,30.234950693701915,0.40848202058971184
-4693229.731844413,-3538589.4808898037,train,2.851322576948227E-4,42.43476359787992,0.4844800462560406
-4814567.976809082,-3505231.19626094,train,3.1872317461478984E-4,47.2665825353078,0.5231896885591784
-4834260.394730412,-3521899.166502402,train,3.161243506132157E-4,47.012493575829524,0.5203014968268861
-5509201.599359109,-4192261.28739714,train,7.939444972096652E-4,75.27004887696009,0.8419647854169853
-5509201.599359109,-4279615.548270251,train,5.908527805412357E-4,68.46131881604236,0.7466544086306202
-5544979.683700067,-4283563.223721695,train,5.685340977508788E-4,66.8832716032846,0.733168381041525
-5721821.826774262,-4147492.820769516,train,0.0011627882560032404,81.25863933197957,0.9329315941852678
-5921083.715294221,-4729074.62233498,train,0.001123475917826462,80.56882174886564,0.9265161564943435
-6056069.729830145,-5356092.504548838,train,7.949990756542797E-4,75.31017896673225,0.8423515905433285
-6227446.085906389,-6012436.930348934,train,3.140054241926322E-4,46.721947284766706,0.5179336948692652
-7985225.373328497,-3503565.62256352,train,0.006143187191998566,95.71205371595254,0.9999993685833279
-8000476.143567175,-3499236.1688134293,train,0.004599232856690982,91.9647211612178,0.9999771719091095
-8009682.26545578,-3777238.3069768073,train,0.004684360398482369,92.43314682026734,0.9999812690776814
-8013133.1696703695,-3507832.4976731203,train,0.004719585448545378,92.90503905245767,0.9999827412173239
-8015025.601013856,-3673674.510361201,train,0.005117357384365544,93.41683239995581,0.9999931517429433
-8027270.745001117,-3978209.4725125725,train,0.005940010750833474,95.09774575715976,0.9999989875792692
-8045593.933185689,-3978182.8044582885,train,0.005304668057537794,93.94729706989636,0.9999955685408609
-8071798.541318425,-4083237.8929524063,train,0.006200411634847136,96.33210570209268,0.9999994472034439
-8179277.509679331,-4245859.297705339,train,0.009010255597712888,97.8999113386345,0.9999999991929877
-8185322.158029406,-3909083.2283346076,train,0.0017324064991271868,85.33213975598063,0.9821490571812619
-8198680.4969246,-3817996.0307000903,train,0.001330057814556105,83.26174910403071,0.954531554686293
-8202020.081648397,-4298819.336239853,train,0.009711316115871501,98.87103926357611,0.9999999998417396
-8227378.661651104,-4337716.8850545455,train,0.011289553564763813,99.99996678453215,0.9999999999959578
-8244989.405094601,-4811946.583580853,train,0.0038732023374793,91.10574773128808,0.9998766392039425
-8251000.6575974375,-4839918.953139391,train,0.0037114914098924498,90.7184229169085,0.9998203714806095
-8255920.9790905,-4693536.200131103,train,0.0026002221013820158,87.09982450290994,0.9976239008589896
-8256254.937562878,-4820394.951797068,train,0.0033044445507961224,90.34727454842653,0.9995374426160332
-8269591.012559914,-4799655.247208254,train,0.002638253827486362,87.36365539388152,0.9978248807768094
-8272897.201436474,-4469026.436890491,train,0.002893121909245858,89.05905090368636,0.9987969849750818
-8279353.731902484,-4704839.911012075,train,0.0022745980590971842,86.36530693569706,0.9949361218016425
-8281223.89934781,-4577341.495431597,train,0.00287957437889328,88.76982692373497,0.998758510148636
-8283261.046029327,-5014869.691591175,train,0.003990423820678238,91.5047850423174,0.9999060541425285
-8285921.581859287,-5045845.339721781,train,0.005564398411683202,94.50373900922501,0.9999975765852605
-8287724.957610138,-4984317.212803968,train,0.002850233225870918,88.19645193290945,0.9986709106831752
-8363489.00304404,-5444467.188545769,train,4.806683192489883E-4,61.795463147196855,0.6727262740665112
-8366628.21268441,-5458911.583509582,train,4.7354714177991083E-4,61.313910652210495,0.6672655185936381
-8379652.5931072235,-5338650.801274934,train,4.3214289963650613E-4,58.543097398378485,0.6336612730213383
-8388925.506690303,-5449361.802393729,train,3.8662879272790326E-4,55.101803967658455,0.5927927362874119
-8392409.806752132,-5479544.400429334,train,3.694557975215581E-4,53.251044299100386,0.5762141560106673
-8412335.995604128,-5338620.284422621,train,2.3408968627627345E-4,32.02882534971687,0.4195598147736569
-8414918.607790533,-5479528.9042992955,train,3.134707130066163E-4,46.63906711769052,0.5173343353891882
-8445219.773184462,-5479683.866794854,train,1.5170923452386895E-4,15.659727165634457,0.2970967550569922
