cruise_id,sta_HPLC,date_local,depth,lat,lon,cast,yrday,time_local,bottle,sample_id,depth_bottom,mg_dvp_a5,chl_c2,chl_c1,peridinin,fucox_but,fucox,neox,prasinox,violax,fucox_hex,diadinox,cis_hex,allox,diatox,zeax,lutein,crocox,chl_a2,chl_a,carotene_a,carotene_b,chl_c3,chl_b,p_phorbide,p_phytin,monad,chlide,antherax
NBP0601,S49,20060118,10,-76.657,167.027,nd,18,nd,nd,S49-10,802,0.00,402.49,0.00,74.58,6.90,606.14,13.22,3.57,0.00,165.78,259.27,15.18,7.52,40.11,19.40,7.29,0.00,0.00,808.36,0.00,32.83,91.26,0.00,74.23,44.75,3.65,42.06,nd
NBP0601,S49,20060118,5,-76.657,167.027,nd,18,nd,nd,S49-11,802,0.00,380.83,0.00,63.17,6.72,541.50,11.69,3.63,0.00,169.27,232.42,26.11,7.22,44.91,15.31,7.33,0.00,0.00,785.67,0.00,32.18,111.24,0.00,61.01,47.12,4.00,32.33,nd
NBP0601,S49,20060118,0,-76.657,167.027,nd,18,nd,nd,S49-12,802,0.00,404.22,0.00,56.70,8.68,629.55,10.67,4.22,0.00,187.38,269.21,18.78,7.91,49.57,17.81,9.01,0.00,0.00,879.51,0.00,35.34,98.63,0.00,57.69,44.51,3.53,69.22,nd
NBP0601,S50,20060118,150,-76.250,165.167,nd,18,nd,nd,S50-01,707,0.00,74.94,0.00,68.94,2.66,68.17,0.00,5.44,0.00,38.13,13.01,0.00,1.55,13.66,3.60,6.14,0.00,0.00,182.02,12.83,5.63,50.99,0.00,35.56,24.21,0.37,0.00,nd
NBP0601,S50,20060118,100,-76.250,165.167,nd,18,nd,nd,S50-02,707,0.00,92.34,0.00,113.48,2.71,148.05,28.16,6.13,0.00,36.08,22.41,2.57,2.43,26.07,0.00,6.04,0.00,0.00,314.44,12.89,9.67,36.21,0.00,68.41,51.45,0.69,0.00,nd
NBP0601,S50,20060118,80,-76.250,165.167,nd,18,nd,nd,S50-03,707,0.00,98.29,0.00,104.17,5.01,179.89,33.68,6.25,0.00,33.64,21.91,0.00,2.30,25.90,4.77,6.07,0.00,0.00,358.66,13.52,10.83,51.83,0.00,55.63,45.13,0.55,0.00,nd
NBP0601,S50,20060118,60,-76.250,165.167,nd,18,nd,nd,S50-04,707,0.00,173.80,0.00,111.33,4.31,369.15,24.80,5.92,0.00,25.96,37.45,16.99,3.18,32.24,6.06,5.90,0.00,0.00,658.09,12.83,15.17,102.72,9.64,61.22,47.49,0.65,0.00,nd
NBP0601,S50,20060118,50,-76.250,165.167,nd,18,nd,nd,S50-05,707,0.00,191.26,0.00,112.36,0.00,404.74,28.84,5.89,0.00,32.40,39.83,10.08,1.75,30.80,7.30,0.00,0.00,0.00,671.79,12.43,15.52,112.80,15.48,72.80,45.00,0.51,44.80,nd
NBP0601,S50,20060118,28,-76.250,165.167,nd,18,nd,nd,S50-06,707,0.00,259.38,0.00,122.53,20.96,532.18,28.60,5.57,0.00,26.62,51.12,12.68,1.88,24.61,12.53,5.74,0.00,0.00,884.24,12.72,23.80,58.77,9.66,71.89,48.50,0.43,48.86,nd
NBP0601,S50,20060118,18,-76.250,165.167,nd,18,nd,nd,S50-07,707,22.85,1418.91,0.00,338.31,117.01,2018.53,83.07,8.17,13.38,28.28,194.40,235.87,4.44,38.38,14.17,8.22,0.00,0.00,2782.74,15.83,54.13,161.02,0.00,262.43,121.41,1.08,87.28,nd
NBP0601,S50,20060118,12,-76.250,165.167,nd,18,nd,nd,S50-08,707,25.99,1553.67,0.00,541.60,80.94,2518.03,48.88,35.23,19.96,26.69,699.87,293.41,8.94,108.96,23.64,0.00,16.22,0.00,2555.98,28.39,93.37,118.28,0.00,636.01,199.21,10.38,98.41,nd
NBP0601,S50,20060118,8,-76.250,165.167,nd,18,nd,nd,S50-09,707,23.73,1615.36,0.00,315.78,108.63,2918.19,47.76,11.64,27.10,21.34,869.88,182.44,9.12,102.10,19.07,0.00,18.36,0.00,2888.95,27.63,109.29,103.94,0.00,576.16,260.85,6.82,123.37,nd
NBP0601,S50,20060118,6,-76.250,165.167,nd,18,nd,nd,S50-10,707,21.72,1528.66,0.00,249.32,97.88,2558.93,55.61,10.50,21.71,20.20,769.45,263.36,7.48,117.32,17.33,0.00,16.62,0.00,2724.17,0.00,92.17,118.43,0.00,608.90,327.97,8.86,29.32,nd
NBP0601,S50,20060118,3,-76.250,165.167,nd,18,nd,nd,S50-11,707,24.09,1488.62,0.00,251.42,86.44,2501.15,43.08,9.09,20.23,19.41,761.20,295.83,7.62,113.30,15.60,0.00,18.01,0.00,2559.41,26.98,91.57,96.34,0.00,574.41,243.68,9.91,112.09,nd
NBP0601,S50,20060118,0,-76.250,165.167,nd,18,nd,nd,S50-12,707,20.89,1403.48,0.00,244.86,89.25,2490.79,54.79,8.82,23.01,17.70,756.54,292.15,8.03,116.23,15.46,0.00,17.56,0.00,2706.80,27.63,94.74,75.06,0.00,577.18,290.69,9.10,77.40,nd
NBP0601,S51,20060119,400,-75.611,164.276,nd,19,nd,nd,S51-04,795,0.00,53.43,0.00,12.83,1.24,29.28,4.33,2.01,0.00,1.55,4.74,0.00,0.00,2.68,2.67,0.00,0.00,0.00,55.51,0.00,1.59,7.21,0.00,12.57,3.86,0.48,0.00,nd
NBP0601,S51,20060119,200,-75.611,164.276,nd,19,nd,nd,S51-05,795,0.00,25.49,0.00,3.61,0.00,10.46,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.26,0.00,0.00,9.17,0.00,0.00,0.00,0.00,0.00,nd
NBP0601,S51,20060118,175,-75.611,164.276,nd,18,nd,nd,S51-06,295,0.00,13.69,0.00,1.47,0.36,5.42,0.00,1.45,0.00,0.00,1.29,0.00,0.66,1.53,2.28,0.00,0.00,0.00,16.27,0.00,0.00,8.46,0.00,0.00,0.00,0.25,0.00,nd
NBP0601,S51,20060118,150,-75.611,164.276,nd,18,nd,nd,S51-07,295,0.00,13.32,0.00,3.22,0.00,7.29,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.35,0.00,0.00,8.04,0.00,0.00,0.00,0.00,0.00,nd
NBP0601,S51,20060118,130,-75.611,164.276,nd,18,nd,nd,S51-08,295,0.00,15.77,0.00,9.65,0.00,27.83,0.00,0.00,0.00,1.15,6.41,0.00,0.83,1.66,0.00,0.00,0.00,0.00,43.95,0.00,0.00,5.66,0.00,4.08,0.00,0.57,0.00,nd
NBP0601,S51,20060118,120,-75.611,164.276,nd,18,nd,nd,S51-09,295,0.00,12.04,0.00,9.58,0.00,18.69,0.00,0.00,0.00,1.43,5.12,0.00,0.79,1.77,2.76,0.00,0.00,0.00,35.45,0.00,0.00,10.88,0.00,0.00,0.00,0.61,0.00,nd
NBP0601,S51,20060118,110,-75.611,164.276,nd,18,nd,nd,S51-10,295,0.00,11.73,0.00,2.74,0.61,4.65,3.29,1.86,0.00,0.54,0.00,0.00,0.78,0.00,2.57,0.00,0.00,0.00,19.61,0.00,0.00,7.14,0.00,1.55,0.00,0.15,0.00,nd
NBP0601,S51,20060118,71,-75.611,164.276,nd,18,nd,nd,S51-12,295,0.00,17.57,0.00,0.00,1.09,31.47,0.00,1.54,0.00,3.49,3.02,0.00,0.97,2.16,2.46,0.00,0.00,0.00,53.00,0.00,1.29,8.97,0.00,3.54,3.67,0.00,0.00,nd
NBP0601,S51,20060118,46,-75.611,164.276,nd,18,nd,nd,S51-13,295,0.00,17.76,0.00,8.62,0.49,35.22,0.00,0.00,0.00,1.39,7.08,0.00,1.09,2.10,1.84,0.00,0.00,0.00,55.66,0.00,1.55,7.34,0.00,4.07,2.10,0.00,0.00,nd
NBP0601,S51,20060118,29,-75.611,164.276,nd,18,nd,nd,S51-14,295,0.00,19.88,0.00,8.06,0.00,36.24,0.00,0.00,0.00,2.25,8.85,0.00,1.27,0.00,0.00,0.00,0.00,0.00,53.66,0.00,1.50,7.85,0.00,3.14,2.74,0.00,0.00,nd
NBP0601,S51,20060118,21,-75.611,164.276,nd,18,nd,nd,S51-15,295,0.00,20.75,0.00,6.81,0.00,33.40,0.00,0.00,0.00,2.11,8.16,0.00,2.24,2.26,0.00,0.00,0.00,0.00,55.80,0.00,1.41,6.42,0.00,3.49,2.76,0.00,0.00,nd
NBP0601,S51,20060118,11,-75.611,164.276,nd,18,nd,nd,S51-16,295,0.00,118.31,0.00,29.04,0.00,244.24,0.00,0.00,3.90,5.76,73.36,11.79,9.84,10.28,2.29,2.12,0.00,0.00,409.11,5.32,11.32,14.24,0.00,20.44,13.86,0.65,22.98,nd
NBP0601,S51,20060118,0,-75.611,164.276,nd,18,nd,nd,S51-17,295,0.00,545.14,0.00,144.29,15.94,1166.10,0.00,3.08,12.58,9.25,495.97,108.61,15.03,72.26,4.53,0.00,10.68,0.00,939.82,0.00,61.35,43.20,0.00,416.29,168.56,3.79,10.13,nd
NBP0601,S51,20060118,5,-75.611,164.276,nd,18,nd,nd,S51-18,295,20.21,1185.84,0.00,314.33,33.72,2261.33,32.52,7.81,36.12,17.58,875.63,211.37,19.10,329.13,11.35,0.00,27.50,0.00,2059.41,0.00,122.14,39.07,0.00,804.46,235.43,9.22,55.15,nd
NBP0601,S52,20060119,400,-75.000,163.009,nd,19,nd,nd,S52-04,886,0.00,36.73,0.00,0.00,0.00,12.46,0.00,0.00,0.00,5.00,2.10,0.00,0.00,2.24,0.00,0.00,0.00,0.00,42.46,0.00,1.85,10.82,0.00,8.01,4.69,1.34,0.00,nd
NBP0601,S52,20060119,200,-75.000,163.009,nd,19,nd,nd,S52-05,886,0.00,51.50,0.00,47.24,4.49,189.03,4.62,2.57,0.00,40.30,23.56,7.52,2.54,8.26,2.68,4.00,0.00,0.00,380.76,6.64,7.96,58.04,0.00,23.17,18.45,0.50,0.00,nd
NBP0601,S52,20060119,20,-75.000,163.009,nd,19,nd,nd,S52-06,886,40.69,1345.14,0.00,125.42,16.69,1455.38,0.00,0.00,0.00,204.37,204.95,129.09,17.42,38.15,4.32,16.50,11.12,0.00,2120.97,17.04,59.62,193.36,53.93,643.24,115.69,2.53,153.06,nd
NBP0601,S52,20060119,150,-75.000,163.009,nd,19,nd,nd,S52-07,886,0.00,56.58,0.00,25.91,0.00,228.50,0.00,0.00,0.00,19.92,33.77,1.79,1.47,10.40,3.55,5.60,0.00,0.00,368.41,11.60,8.12,51.00,0.00,14.40,13.16,1.22,0.00,nd
NBP0601,S52,20060119,100,-75.000,163.009,nd,19,nd,nd,S52-08,886,0.00,73.80,0.00,13.84,6.85,209.55,0.00,3.57,0.00,20.07,24.74,0.00,0.00,7.60,0.00,0.00,0.00,0.00,363.80,11.63,7.46,62.81,0.00,7.35,13.21,0.81,0.00,nd
NBP0601,S52,20060119,80,-75.000,163.009,nd,19,nd,nd,S52-09,886,0.00,106.28,0.00,31.16,7.20,315.63,6.91,3.76,0.00,30.40,31.67,5.02,1.50,7.33,4.57,5.99,0.00,0.00,563.42,12.01,12.48,89.46,0.00,17.03,18.08,1.03,0.00,nd
NBP0601,S52,20060119,60,-75.000,163.009,nd,19,nd,nd,S52-10,886,4.73,202.71,0.00,47.86,5.63,600.06,0.00,0.00,0.00,57.40,49.17,27.67,3.29,11.70,0.00,8.66,0.00,0.00,1186.90,15.67,22.29,189.27,0.00,31.00,33.43,1.65,0.00,nd
NBP0601,S52,20060119,50,-75.000,163.009,nd,19,nd,nd,S52-11,886,0.00,236.21,0.00,52.70,4.85,638.95,0.00,4.84,0.00,44.93,51.80,34.50,0.00,15.51,0.00,8.46,0.00,0.00,1241.75,15.52,21.91,156.23,0.00,31.41,40.58,2.06,0.00,nd
NBP0601,S52,20060119,36,-75.000,163.009,nd,19,nd,nd,S52-12,886,0.00,470.45,0.00,60.74,4.52,1073.75,0.00,5.02,0.00,86.16,102.98,101.56,7.65,17.59,3.93,10.01,0.00,0.00,2187.77,15.34,39.61,200.59,0.00,66.24,67.72,1.96,72.33,nd
NBP0601,S52,20060119,24,-75.000,163.009,nd,19,nd,nd,S52-13,886,59.85,1123.93,0.00,98.45,6.25,1733.80,17.00,0.00,0.00,142.08,199.08,210.49,11.35,38.58,0.00,20.77,0.00,0.00,3021.05,0.00,62.05,220.14,32.49,272.94,118.26,3.23,0.00,nd
NBP0601,S52,20060119,16,-75.000,163.009,nd,19,nd,nd,S52-14,886,64.82,1513.51,0.00,97.22,12.36,2025.60,19.21,0.00,0.00,218.11,228.84,260.58,24.62,38.15,0.00,16.20,13.22,0.00,3090.19,19.75,71.39,231.88,58.75,549.13,151.63,3.77,267.45,nd
NBP0601,S52,20060119,10,-75.000,163.009,nd,19,nd,nd,S52-15,886,55.51,1506.04,0.00,91.54,12.78,1717.48,25.56,0.00,0.00,211.92,273.69,219.40,14.46,41.39,0.00,15.58,11.81,0.00,2383.74,16.02,57.78,249.15,78.08,656.03,126.41,1.38,264.92,nd
NBP0601,S52,20060119,7,-75.000,163.009,nd,19,nd,nd,S52-16,886,0.00,1491.84,0.00,104.18,13.42,1969.73,24.37,0.00,0.00,200.90,369.58,222.59,11.90,73.19,0.00,14.89,13.36,0.00,2621.87,0.00,70.80,176.39,71.95,615.49,137.36,3.27,295.44,nd
NBP0601,S52,20060119,4,-75.000,163.009,nd,19,nd,nd,S52-17,886,43.62,1437.99,0.00,97.73,14.17,1830.63,23.96,0.00,0.00,195.34,381.48,197.18,12.22,79.66,0.00,12.36,12.36,0.00,2250.40,17.95,65.24,235.00,63.29,645.17,115.07,3.64,316.07,nd
NBP0601,S52,20060119,0,-75.000,163.009,nd,19,nd,nd,S52-18,886,0.00,1431.33,0.00,112.14,7.94,1715.51,23.52,0.00,0.00,159.71,372.03,181.19,13.18,82.12,0.00,13.02,12.24,0.00,2067.88,17.68,62.04,216.82,47.47,660.42,106.90,4.11,282.92,nd
NBP0601,S53,20060119,150,-74.666,164.750,nd,19,nd,nd,S53-01,543,0.00,234.63,0.00,35.39,2.95,206.78,11.77,0.00,0.00,23.18,31.39,2.24,10.44,5.76,0.00,0.00,0.00,0.00,353.34,12.54,7.53,67.78,0.00,23.67,12.71,1.37,16.46,nd
NBP0601,S53,20060119,100,-74.666,164.750,nd,19,nd,nd,S53-02,543,0.00,214.02,0.00,66.21,4.20,420.11,11.03,5.50,0.00,84.48,45.69,7.94,8.72,8.29,0.00,9.42,0.00,0.00,868.55,18.04,15.11,113.05,0.00,26.16,60.79,2.84,0.00,nd
NBP0601,S53,20060119,80,-74.666,164.750,nd,19,nd,nd,S53-03,543,0.00,113.82,0.00,95.73,5.46,437.60,0.00,6.08,0.00,93.50,43.29,9.98,13.12,7.76,0.00,9.80,0.00,0.00,856.66,0.00,18.55,121.06,0.00,44.45,58.32,3.18,0.00,nd
NBP0601,S53,20060119,60,-74.666,164.750,nd,19,nd,nd,S53-04,543,0.00,235.51,0.00,89.69,4.87,505.59,0.00,6.13,0.00,70.84,46.03,22.95,16.72,9.71,0.00,9.23,0.00,0.00,937.72,17.73,16.13,158.74,0.00,39.42,47.05,3.08,0.00,nd
NBP0601,S53,20060119,40,-74.666,164.750,nd,19,nd,nd,S53-05,543,0.00,428.34,0.00,155.27,4.03,895.50,0.00,7.19,0.00,61.18,88.55,63.73,21.87,14.11,6.29,0.00,0.00,0.00,1596.13,17.85,24.48,143.40,18.44,97.64,66.21,7.81,0.00,nd
NBP0601,S53,20060119,25,-74.666,164.750,nd,19,nd,nd,S53-06,543,15.70,1037.93,0.00,322.99,0.00,1718.42,0.00,24.35,15.73,20.32,206.06,94.45,13.89,17.84,12.63,32.70,0.00,0.00,2394.80,18.27,48.68,115.99,30.54,395.23,121.15,79.73,87.16,nd
NBP0601,S53,20060119,17,-74.666,164.750,nd,19,nd,nd,S53-07,543,27.65,1456.44,0.00,565.93,4.25,2321.14,0.00,0.00,25.83,23.82,394.48,257.39,18.28,331.09,18.71,23.92,13.14,0.00,2758.27,22.03,96.79,127.74,25.18,887.22,195.45,5.98,74.33,nd
NBP0601,S53,20060119,11,-74.666,164.750,nd,19,nd,nd,S53-08,543,46.80,1793.86,0.00,744.12,5.84,2698.59,0.00,0.00,39.44,31.74,427.52,316.28,38.90,285.07,18.74,14.00,17.85,0.00,3024.99,24.10,120.08,109.10,58.97,1158.91,264.80,6.09,66.68,nd
NBP0601,S53,20060119,7,-74.666,164.750,nd,19,nd,nd,S53-09,543,33.64,1554.80,0.00,616.63,28.58,1913.60,0.00,0.00,22.07,16.54,411.89,209.32,61.83,141.89,13.02,0.00,13.76,0.00,2275.26,24.74,83.05,83.42,40.06,967.74,188.70,2.39,78.80,nd
NBP0601,S53,20060119,5,-74.666,164.750,nd,19,nd,nd,S53-10,543,25.29,1284.74,0.00,580.62,27.37,1997.18,0.00,0.00,21.93,13.00,631.70,167.66,71.52,119.09,0.00,0.00,17.56,0.00,1874.40,25.02,98.51,53.36,25.37,870.63,206.66,0.00,44.68,nd
NBP0601,S53,20060119,3,-74.666,164.750,nd,19,nd,nd,S53-11,543,26.40,1373.27,0.00,523.15,29.52,2050.50,0.00,0.00,20.92,10.62,617.52,182.25,54.89,87.62,10.65,0.00,14.68,0.00,2034.13,22.69,92.18,74.29,21.40,897.96,226.72,27.00,49.65,nd
NBP0601,S53,20060119,0,-74.666,164.750,nd,19,nd,nd,S53-12,543,26.20,1290.04,0.00,511.34,30.02,1735.49,0.00,46.15,0.00,17.13,417.00,146.75,49.83,60.61,8.89,0.00,12.00,0.00,1778.94,22.32,66.89,72.54,22.96,907.15,171.50,28.99,38.92,nd
NBP0601,S54,20060119,300,-74.667,165.033,nd,19,nd,nd,S54-05,993,0.00,41.41,0.00,18.64,2.00,33.94,0.00,3.72,0.00,15.19,6.25,0.67,3.80,10.19,2.09,2.94,0.00,0.00,97.52,6.29,2.76,11.30,0.00,28.97,11.11,0.35,0.00,nd
NBP0601,S54,20060119,200,-74.667,165.033,nd,19,nd,nd,S54-06,993,0.00,44.10,0.00,32.64,0.89,67.16,0.00,0.00,0.00,23.12,11.80,1.16,3.90,12.35,1.61,3.13,0.00,0.00,165.00,6.24,4.19,22.97,0.00,26.42,13.95,0.43,0.00,nd
NBP0601,S54,20060119,20,-74.667,165.033,nd,19,nd,nd,S54-07,993,0.00,1009.02,0.00,324.92,0.00,1419.27,54.96,0.00,8.96,49.91,123.69,110.63,6.77,149.41,9.84,12.87,0.00,0.00,2048.79,16.68,32.84,60.72,23.44,353.40,92.62,2.22,0.00,nd
NBP0601,S54,20060119,150,-74.667,165.033,nd,19,nd,nd,S54-08,993,0.00,138.98,0.00,80.83,0.00,192.53,8.48,0.00,0.00,38.00,29.22,4.20,1.93,16.12,3.61,6.25,0.00,0.00,328.36,11.74,8.06,37.13,0.00,52.49,22.34,0.59,42.34,nd
NBP0601,S54,20060119,100,-74.667,165.033,nd,19,nd,nd,S54-09,993,0.00,185.24,0.00,122.41,0.00,267.55,23.70,0.00,0.00,112.68,50.11,8.56,0.00,20.00,5.50,8.76,0.00,0.00,586.45,13.66,12.09,79.14,0.00,60.58,60.12,0.81,0.00,nd
NBP0601,S54,20060119,80,-74.667,165.033,nd,19,nd,nd,S54-10,993,0.00,161.26,0.00,125.55,5.06,288.32,18.00,5.72,0.00,146.02,44.80,9.62,7.78,23.30,3.56,9.79,0.00,0.00,717.36,13.69,12.21,106.85,0.00,69.24,64.91,0.78,0.00,nd
NBP0601,S54,20060119,60,-74.667,165.033,nd,19,nd,nd,S54-11,993,0.00,255.07,0.00,229.86,7.62,454.41,43.09,0.00,0.00,182.60,67.42,24.03,10.60,35.46,7.50,12.39,0.00,0.00,983.03,18.00,18.47,118.42,0.00,79.68,102.18,0.97,0.00,nd
NBP0601,S54,20060119,50,-74.667,165.033,nd,19,nd,nd,S54-12,993,0.00,281.11,0.00,244.72,5.90,549.11,42.35,0.00,0.00,131.33,64.10,29.10,3.21,37.80,8.33,10.38,0.00,0.00,1003.76,16.33,18.05,242.90,0.00,86.30,65.87,0.93,23.19,nd
NBP0601,S54,20060119,38,-74.667,165.033,nd,19,nd,nd,S54-13,993,0.00,327.08,0.00,242.73,2.52,648.93,40.36,6.77,0.00,67.22,54.00,31.26,1.88,35.49,11.66,9.12,0.00,0.00,1175.45,16.39,19.53,155.85,35.02,111.53,51.88,1.09,33.33,nd
NBP0601,S54,20060119,26,-74.667,165.033,nd,19,nd,nd,S54-14,993,0.00,664.62,0.00,210.17,5.30,1049.23,37.06,7.68,0.00,58.66,94.08,70.57,6.69,45.77,6.95,13.04,0.00,0.00,1612.11,15.38,21.93,157.24,26.26,153.22,59.75,1.27,46.71,nd
NBP0601,S54,20060119,17,-74.667,165.033,nd,19,nd,nd,S54-15,993,15.56,925.60,0.00,534.14,13.28,1469.96,29.44,33.35,0.00,37.75,185.73,127.14,7.47,187.76,12.41,9.38,0.00,0.00,1894.27,15.35,27.72,154.61,0.00,357.31,78.54,3.66,79.79,nd
NBP0601,S54,20060119,11,-74.667,165.033,nd,19,nd,nd,S54-16,993,0.00,712.05,0.00,248.13,11.24,993.56,48.34,5.81,0.00,20.13,293.88,77.53,0.00,35.66,6.84,0.00,0.00,0.00,1076.17,0.00,29.12,154.31,0.00,267.07,51.62,1.52,75.42,nd
NBP0601,S54,20060119,8,-74.667,165.033,nd,19,nd,nd,S54-17,993,0.00,676.47,0.00,172.66,0.00,873.05,0.00,0.00,0.00,15.70,355.68,57.56,0.00,19.87,0.00,0.00,0.00,0.00,639.53,0.00,31.45,118.40,0.00,382.44,44.42,1.10,56.46,nd
NBP0601,S54,20060119,4,-74.667,165.033,nd,19,nd,nd,S54-18,993,0.00,723.65,0.00,143.82,12.08,1012.62,21.43,6.40,0.00,17.87,417.10,66.01,0.00,18.02,6.55,0.00,0.00,0.00,868.85,0.00,34.19,141.94,0.00,359.74,66.69,2.38,63.68,nd
NBP0601,S54,20060119,0,-74.667,165.033,nd,19,nd,nd,S54-19,993,0.00,687.00,0.00,159.22,10.02,903.97,8.78,0.00,0.00,20.32,403.00,59.67,4.47,18.18,7.63,0.00,0.00,0.00,650.99,0.00,37.16,43.48,0.00,386.56,49.09,0.66,53.92,nd
NBP0601,S55,20060120,400,-74.666,167.133,nd,20,nd,nd,S55-02,453,0.00,33.79,0.00,8.27,4.47,22.64,0.00,3.93,0.00,6.85,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.77,0.00,2.75,7.66,0.00,15.22,8.68,0.00,0.00,nd
NBP0601,S55,20060120,300,-74.666,167.133,nd,20,nd,nd,S55-03,453,0.00,18.93,0.00,5.69,1.19,18.50,0.00,2.90,0.00,1.75,3.79,0.00,0.00,7.67,1.40,0.00,0.00,0.00,33.68,0.00,2.06,0.00,0.00,9.16,0.00,0.13,0.00,nd
NBP0601,S55,20060120,200,-74.666,167.133,nd,20,nd,nd,S55-04,453,0.00,24.49,0.00,12.11,1.63,39.95,2.84,3.00,0.00,5.05,7.46,0.00,0.00,9.46,2.03,2.66,0.00,0.00,72.85,0.00,2.18,0.00,0.00,13.02,6.73,0.19,0.00,nd
NBP0601,S55,20060120,150,-74.666,167.133,nd,20,nd,nd,S55-05,453,0.00,25.14,0.00,7.38,0.00,29.35,0.00,0.00,0.00,3.03,4.10,0.00,2.49,10.04,0.00,0.00,0.00,0.00,58.65,0.00,0.00,15.14,0.00,5.22,0.00,0.27,0.00,nd
NBP0601,S55,20060120,100,-74.666,167.133,nd,20,nd,nd,S55-06,453,0.00,47.04,0.00,26.40,6.31,70.79,5.50,4.41,0.00,53.76,10.14,0.00,0.00,0.00,0.00,6.41,0.00,0.00,199.66,12.13,4.67,72.15,8.33,13.77,18.18,0.00,0.00,nd
NBP0601,S55,20060120,75,-74.666,167.133,nd,20,nd,nd,S55-07,453,0.00,180.06,0.00,99.10,16.51,380.76,22.64,0.00,0.00,127.87,42.72,10.14,3.68,11.86,8.67,8.88,10.60,0.00,825.69,13.00,15.88,33.92,80.92,53.59,41.19,0.62,0.00,nd
NBP0601,S55,20060120,60,-74.666,167.133,nd,20,nd,nd,S55-08,453,0.00,97.43,0.00,32.83,8.85,167.58,10.31,4.41,0.00,48.99,21.08,0.00,1.86,8.74,6.78,6.30,0.00,0.00,360.08,11.99,8.11,26.33,20.51,22.54,16.04,0.00,0.00,nd
NBP0601,S55,20060120,50,-74.666,167.133,nd,20,nd,nd,S55-09,453,0.00,85.37,0.00,37.30,11.37,144.95,9.70,5.19,0.00,49.84,20.37,0.00,3.09,12.40,6.79,6.26,0.00,0.00,318.21,12.17,9.72,29.99,17.43,25.28,24.96,0.40,0.00,nd
NBP0601,S55,20060120,38,-74.666,167.133,nd,20,nd,nd,S55-10,453,7.67,270.66,0.00,97.39,10.60,559.09,16.45,6.45,0.00,59.77,57.78,38.02,3.35,12.87,8.27,7.53,0.00,0.00,897.09,15.85,20.31,63.16,45.85,61.99,40.29,0.64,83.14,nd
NBP0601,S55,20060120,25,-74.666,167.133,nd,20,nd,nd,S55-11,453,0.00,591.54,0.00,159.56,10.14,1360.80,8.53,0.00,0.00,105.42,415.97,86.02,0.00,26.26,6.06,8.03,11.82,0.00,1743.37,15.19,49.96,51.71,44.98,196.86,144.02,1.69,106.61,nd
NBP0601,S55,20060120,16,-74.666,167.133,nd,20,nd,nd,S55-12,453,0.00,557.75,0.00,177.49,6.49,1257.55,15.52,5.46,0.00,80.56,501.21,72.93,5.37,14.59,4.96,8.38,15.61,0.00,1465.57,16.04,54.89,46.41,34.00,203.26,127.30,1.94,114.77,nd
NBP0601,S55,20060120,10,-74.666,167.133,nd,20,nd,nd,S55-13,453,0.00,539.60,0.00,162.39,5.84,1174.35,9.86,0.00,0.00,46.22,465.67,67.41,3.25,15.58,5.40,0.00,12.86,0.00,1376.88,0.00,51.31,40.82,0.00,176.78,145.06,0.51,99.26,nd
NBP0601,S55,20060120,8,-74.666,167.133,nd,20,nd,nd,S55-14,453,0.00,565.12,0.00,136.51,3.45,1185.23,11.71,4.96,0.00,44.65,460.10,93.32,2.52,17.82,5.73,0.00,12.71,0.00,1502.30,0.00,49.22,51.74,18.28,161.92,120.37,0.52,118.11,nd
NBP0601,S55,20060120,4,-74.666,167.133,nd,20,nd,nd,S55-15,453,30.39,535.45,0.00,152.61,5.09,1309.60,12.90,5.37,0.00,48.86,489.06,59.64,2.41,17.57,5.62,0.00,13.84,0.00,1545.40,0.00,51.17,100.18,21.02,155.40,137.86,0.66,117.25,nd
NBP0601,S55,20060120,0,-74.666,167.133,nd,20,nd,nd,S55-16,453,0.00,480.77,0.00,129.90,5.18,1252.76,11.10,4.84,14.20,40.36,437.05,54.31,2.93,16.55,6.05,0.00,13.17,0.00,1466.35,0.00,44.49,34.94,19.19,155.36,128.22,0.49,107.17,nd
NBP0601,S56,20060120,100,-74.667,169.199,nd,20,nd,nd,S56-02,305,0.00,25.30,0.00,14.87,2.92,28.21,0.00,2.99,0.00,7.99,4.09,0.00,1.03,6.10,1.84,2.67,0.00,0.00,59.06,5.70,2.19,15.13,0.00,0.00,8.07,0.24,0.00,nd
NBP0601,S56,20060120,80,-74.667,169.199,nd,20,nd,nd,S56-03,305,0.00,27.46,0.00,17.74,6.35,37.17,0.00,2.85,0.00,28.77,5.78,0.00,1.34,7.36,2.87,3.44,0.00,0.00,107.50,5.89,2.92,15.14,0.00,16.78,13.84,0.20,0.00,nd
NBP0601,S56,20060120,65,-74.667,169.199,nd,20,nd,nd,S56-04,305,0.00,40.25,0.00,28.88,11.18,66.68,0.00,2.84,0.00,53.69,11.41,0.55,1.71,7.99,3.18,4.06,0.00,0.00,195.95,6.52,4.36,34.20,0.00,17.64,25.90,0.17,0.00,nd
