cruise_id,sta_HPLC,date_local,depth,lat,lon,cast,yrday,time_local,bottle,sample_id,depth_bottom,mg_dvp_a5,chl_c2,chl_c1,peridinin,fucox_but,fucox,neox,prasinox,violax,fucox_hex,diadinox,cis_hex,allox,diatox,zeax,lutein,crocox,chl_a2,chl_a,carotene_a,carotene_b,chl_c3,chl_b,p_phorbide,p_phytin,monad,chlide,antherax
NBP0601,S02,20051224,150,-65.761,-179.514,nd,358,nd,nd,S02-01,200,0.00,0.00,0.00,0.00,0.00,8.53,0.00,0.00,0.00,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.89,0.00,0.00,20.70,1.76,2.94,2.08,0.00,0.00,nd
NBP0601,S02,20051224,100,-65.761,-179.514,nd,358,nd,nd,S02-02,200,0.00,10.79,0.00,5.25,11.62,26.00,0.00,0.00,0.00,13.01,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.41,0.00,0.00,29.95,9.08,9.39,8.93,0.00,6.53,nd
NBP0601,S02,20051224,80,-65.761,-179.514,nd,358,nd,nd,S02-03,200,1.48,20.65,0.00,8.39,17.95,46.93,3.81,0.00,0.00,25.46,6.87,3.15,0.00,0.00,0.00,0.00,0.00,0.00,199.25,0.00,3.11,42.86,15.86,16.29,12.79,0.00,20.51,nd
NBP0601,S02,20051224,60,-65.761,-179.514,nd,358,nd,nd,S02-04,200,4.26,63.54,0.00,27.82,30.69,129.29,0.00,0.00,0.00,61.81,15.96,11.10,4.65,13.61,0.00,5.02,0.00,0.00,550.18,0.00,7.55,105.07,32.00,38.96,27.81,0.00,36.19,nd
NBP0601,S02,20051224,50,-65.761,-179.514,nd,358,nd,nd,S02-05A,200,6.41,133.72,0.00,40.76,33.13,243.96,0.00,5.10,0.00,74.60,29.63,38.46,0.00,10.61,0.00,5.14,0.00,0.00,802.89,0.00,7.58,139.67,11.87,62.98,36.46,0.00,47.72,nd
NBP0601,S02,20051224,40,-65.761,-179.514,nd,358,nd,nd,S02-05B,200,3.31,114.33,0.00,30.88,40.94,218.30,0.00,0.00,0.00,69.50,23.57,33.90,7.51,18.73,0.00,4.64,0.00,0.00,830.08,0.00,9.32,149.42,25.48,55.44,46.77,0.00,57.78,nd
NBP0601,S02,20051224,30,-65.761,-179.514,nd,358,nd,nd,S02-07,200,7.09,240.99,0.00,45.44,32.96,371.87,0.00,0.00,0.00,76.53,46.46,45.96,5.67,9.92,0.00,4.40,0.00,0.00,1110.63,0.00,6.60,156.12,8.63,120.23,59.63,0.00,92.72,nd
NBP0601,S02,20051224,20,-65.761,-179.514,nd,358,nd,nd,S02-08,200,8.61,333.51,0.00,54.64,27.20,506.31,0.00,0.00,0.00,95.34,100.86,75.02,0.00,16.97,0.00,5.69,0.00,0.00,1509.93,0.00,9.94,160.43,5.18,145.60,77.04,0.00,91.41,nd
NBP0601,S02,20051224,15,-65.761,-179.514,nd,358,nd,nd,S02-09,200,1.96,59.27,0.00,12.00,6.73,88.59,0.00,0.00,0.00,28.83,40.61,11.32,0.00,14.18,0.00,0.00,0.00,0.00,273.39,0.00,3.36,30.81,0.00,26.78,12.68,0.00,23.46,nd
NBP0601,S02,20051224,10,-65.761,-179.514,nd,358,nd,nd,S02-10,200,6.89,190.69,0.00,43.94,16.28,272.29,5.67,0.00,0.00,56.93,188.62,45.37,0.00,63.73,3.51,4.96,0.00,0.00,625.14,0.00,12.10,81.31,2.54,188.29,80.52,6.81,101.96,nd
NBP0601,S02,20051224,5,-65.761,-179.514,nd,358,nd,nd,S02-11,200,5.26,177.75,0.00,42.84,15.18,260.60,4.65,0.00,0.00,54.22,174.46,39.12,3.46,64.01,4.09,0.00,0.00,0.00,642.32,0.00,11.72,75.03,2.70,152.98,69.17,6.97,84.57,nd
NBP0601,S02,20051224,0,-65.761,-179.514,nd,358,nd,nd,S02-12,200,6.67,138.65,0.00,20.27,13.31,271.24,4.11,0.00,0.00,54.19,163.33,39.47,0.00,15.99,5.88,0.00,0.00,0.00,879.46,0.00,10.25,77.49,2.70,47.61,106.77,0.00,81.32,nd
NBP0601,S03,20051227,150,-74.486,-179.521,nd,361,nd,nd,S03-01,nd,0.00,30.79,0.00,15.98,5.76,63.12,0.00,0.00,0.00,24.08,0.00,6.20,5.28,8.08,6.34,0.00,0.00,0.00,267.62,0.00,2.72,54.52,8.20,52.16,18.53,0.00,20.58,nd
NBP0601,S03,20051227,100,-74.486,-179.521,nd,361,nd,nd,S03-02,nd,0.00,67.40,0.00,48.05,7.53,102.60,6.44,3.64,0.00,45.74,14.05,19.24,0.00,53.53,0.00,4.36,0.00,0.00,563.10,0.00,5.60,86.19,4.12,63.78,113.92,0.00,102.37,nd
NBP0601,S03,20051227,75,-74.486,-179.521,nd,361,nd,nd,S03-03,nd,0.00,155.60,0.00,93.46,7.12,140.42,10.90,0.00,0.00,145.15,20.50,25.98,2.98,66.61,32.63,10.03,0.00,0.00,1163.25,0.00,8.04,191.03,7.01,136.86,218.44,0.00,169.54,nd
NBP0601,S03,20051227,50,-74.486,-179.521,nd,361,nd,nd,S03-04,nd,8.65,515.91,0.00,260.99,11.48,783.96,32.12,6.17,0.00,340.55,100.19,162.51,8.71,113.32,0.00,21.56,0.00,0.00,3196.89,0.00,18.93,342.78,7.88,680.29,308.19,0.00,310.31,nd
NBP0601,S03,20051227,40,-74.486,-179.521,nd,361,nd,nd,S03-05,nd,0.00,900.64,0.00,284.72,15.32,1600.14,11.02,0.00,0.00,280.71,212.61,268.49,0.00,158.74,0.00,21.28,0.00,0.00,5229.37,0.00,30.18,308.48,7.02,1134.99,319.19,0.00,369.01,nd
NBP0601,S03,20051227,30,-74.486,-179.521,nd,361,nd,nd,S03-06,nd,0.00,1073.20,0.00,134.99,13.76,1884.74,13.26,0.00,0.00,292.34,293.71,333.48,0.00,164.83,0.00,20.36,0.00,0.00,5911.62,0.00,26.83,312.64,5.92,1203.27,329.84,0.00,554.65,nd
NBP0601,S03,20051227,20,-74.486,-179.521,nd,361,nd,nd,S03-07,nd,0.00,1001.51,0.00,33.19,17.24,1399.05,16.52,0.00,0.00,872.47,472.21,290.63,0.00,141.48,0.00,55.84,0.00,0.00,5680.83,0.00,33.26,551.58,20.56,924.62,503.64,0.00,469.71,nd
NBP0601,S03,20051227,13,-74.486,-179.521,nd,361,nd,nd,S03-08,nd,26.30,746.90,0.00,117.64,10.48,899.75,12.40,0.00,0.00,542.08,352.97,175.92,0.00,94.98,0.00,35.55,0.00,0.00,3662.76,0.00,22.18,454.11,9.35,147.44,184.43,27.68,429.98,nd
NBP0601,S03,20051227,8,-74.486,-179.521,nd,361,nd,nd,S03-09,nd,14.37,476.69,0.00,55.29,7.47,530.32,10.75,0.00,0.00,347.23,215.89,106.06,0.00,39.06,0.00,22.68,0.00,0.00,2504.53,0.00,17.27,279.80,3.21,97.54,130.13,14.33,377.03,nd
NBP0601,S03,20051227,6,-74.486,-179.521,nd,361,nd,nd,S03-10,nd,17.50,696.51,0.00,105.21,9.89,740.62,13.81,0.00,0.00,496.41,335.02,172.71,0.00,73.42,0.00,40.55,0.00,0.00,3187.75,0.00,22.17,396.65,5.52,158.46,156.17,33.04,540.52,nd
NBP0601,S03,20051227,3,-74.486,-179.521,nd,361,nd,nd,S03-11,nd,19.27,530.38,0.00,87.60,7.90,601.58,10.72,0.00,0.00,366.21,249.43,114.50,0.00,33.67,0.00,26.01,0.00,0.00,2495.86,0.00,17.33,340.78,4.32,101.05,108.34,14.28,334.69,nd
NBP0601,S03,20051227,1,-74.486,-179.521,nd,361,nd,nd,S03-12,nd,42.12,584.51,0.00,99.55,9.03,657.08,13.17,0.00,0.00,393.26,268.31,128.99,0.00,36.80,0.00,24.06,0.00,0.00,2786.21,0.00,19.51,329.92,7.75,473.38,130.10,17.32,330.26,nd
NBP0601,S04,20051227,150,-75.815,-178.946,nd,361,nd,nd,S04-01,nd,0.00,77.79,0.00,20.94,7.02,33.32,0.00,0.00,0.00,196.85,18.87,6.98,0.00,20.85,12.85,12.55,0.00,0.00,509.92,0.00,3.90,129.85,0.00,35.02,46.31,0.00,33.35,nd
NBP0601,S04,20051227,100,-75.815,-178.946,nd,361,nd,nd,S04-02,nd,0.00,185.28,0.00,44.87,20.08,79.91,0.00,0.00,0.00,698.22,47.41,36.32,0.00,53.04,0.00,34.62,0.00,0.00,1428.06,0.00,9.77,334.28,0.00,72.02,157.39,0.00,235.33,nd
NBP0601,S04,20051227,80,-75.815,-178.946,nd,361,nd,nd,S04-03,nd,0.00,327.10,0.00,59.61,26.46,112.93,0.00,0.00,0.00,843.61,52.06,60.39,22.29,0.00,32.19,40.74,0.00,0.00,2173.59,0.00,9.59,507.33,5.82,104.55,309.88,0.00,342.44,nd
NBP0601,S04,20051227,60,-75.815,-178.946,nd,361,nd,nd,S04-04,nd,0.00,326.22,0.00,38.38,19.98,120.70,8.87,0.00,0.00,790.94,51.74,56.33,0.00,67.43,0.00,46.04,0.00,0.00,2159.44,0.00,9.35,466.15,6.01,101.27,174.03,0.00,408.23,nd
NBP0601,S04,20051227,50,-75.815,-178.946,nd,361,nd,nd,S04-05,nd,0.00,442.07,0.00,50.05,29.79,224.43,9.88,9.45,0.00,1071.91,71.77,74.53,0.00,76.57,9.36,46.87,16.54,0.00,2849.69,0.00,14.79,611.31,7.97,120.99,332.19,0.00,594.97,nd
NBP0601,S04,20051227,40,-75.815,-178.946,nd,361,nd,nd,S04-06,nd,0.00,603.04,0.00,67.99,32.65,438.00,0.00,0.00,0.00,1214.20,108.67,134.18,0.00,125.41,13.98,57.06,18.21,0.00,3754.31,0.00,18.79,704.45,8.02,199.32,453.25,0.00,871.58,nd
NBP0601,S04,20051227,30,-75.815,-178.946,nd,361,nd,nd,S04-07,nd,0.00,662.30,0.00,86.22,34.14,521.03,13.82,0.00,0.00,1232.69,125.47,141.98,0.00,165.54,17.37,63.41,15.38,31.65,4060.33,0.00,21.85,727.76,0.00,231.04,471.34,0.00,997.96,nd
NBP0601,S04,20051227,20,-75.815,-178.946,nd,361,nd,nd,S04-08,nd,0.00,832.01,0.00,134.17,39.95,899.30,14.70,9.86,0.00,1118.08,131.66,250.95,0.00,207.51,0.00,48.18,0.00,0.00,4837.24,0.00,23.25,717.45,7.92,283.35,659.02,0.00,1145.85,nd
NBP0601,S04,20051227,15,-75.815,-178.946,nd,361,nd,nd,S04-09,nd,25.61,866.82,0.00,176.40,30.26,1429.61,11.05,8.32,0.00,629.90,205.64,277.83,0.00,208.43,18.43,22.47,14.28,0.00,4746.79,0.00,24.74,461.63,6.69,377.05,634.40,0.00,1206.18,nd
NBP0601,S04,20051227,10,-75.815,-178.946,nd,361,nd,nd,S04-10,nd,18.43,780.57,0.00,126.23,13.68,1560.90,0.00,0.00,0.00,157.93,574.84,340.02,0.00,188.65,19.17,0.00,12.15,0.00,3208.17,0.00,28.41,207.90,6.97,509.18,428.29,72.98,1034.60,nd
NBP0601,S04,20051227,5,-75.815,-178.946,nd,361,nd,nd,S04-11,nd,15.17,753.63,0.00,131.98,16.41,1470.71,10.62,0.00,0.00,143.10,545.14,341.99,0.00,180.27,21.34,0.00,25.03,0.00,2724.77,0.00,27.96,189.08,9.91,668.07,456.56,61.44,908.01,nd
NBP0601,S05,20051228,200,-77.667,-180.000,nd,362,nd,nd,S05-01,nd,0.00,10.99,0.00,11.57,0.00,15.30,0.00,0.00,0.00,37.13,5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.82,0.00,0.00,34.65,0.00,11.47,16.00,0.00,20.07,nd
NBP0601,S05,20051228,150,-77.667,-180.000,nd,362,nd,nd,S05-02,nd,0.00,18.66,0.00,0.00,0.00,13.53,0.00,0.00,0.00,74.55,9.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,174.78,0.00,0.00,51.85,0.00,11.35,12.75,0.00,23.10,nd
NBP0601,S05,20051228,100,-77.667,-180.000,nd,362,nd,nd,S05-03,nd,0.00,304.29,0.00,47.68,34.71,54.01,7.13,0.00,0.00,941.04,71.05,27.03,95.17,70.70,0.00,59.43,0.00,0.00,2422.56,0.00,12.95,542.49,3.26,120.43,100.33,0.00,348.72,nd
NBP0601,S05,20051228,75,-77.667,-180.000,nd,362,nd,nd,S05-04,nd,5.87,919.30,0.00,65.89,61.10,159.39,22.37,0.00,0.00,2818.49,200.88,35.28,0.00,102.96,12.34,175.53,34.60,0.00,6493.89,0.00,29.29,1483.82,10.34,209.73,210.28,0.00,1017.79,nd
NBP0601,S05,20051228,50,-77.667,-180.000,nd,362,nd,nd,S05-05,nd,0.00,1036.82,0.00,39.47,44.26,211.85,21.81,0.00,0.00,2834.82,200.71,83.06,0.00,78.85,13.19,175.69,31.48,0.00,6711.45,0.00,27.73,1499.83,16.76,129.41,226.83,0.00,1024.59,nd
NBP0601,S05,20051228,38,-77.667,-180.000,nd,362,nd,nd,S05-06,nd,0.00,1062.73,0.00,30.68,34.86,257.47,19.34,9.90,0.00,2748.26,191.70,99.75,0.00,67.26,14.71,175.42,37.76,0.00,6507.31,0.00,29.90,1439.20,10.94,123.74,115.33,0.00,1139.82,nd
NBP0601,S05,20051228,26,-77.667,-180.000,nd,362,nd,nd,S05-07,nd,7.17,815.29,0.00,35.36,24.18,293.55,10.95,0.00,0.00,2014.80,139.08,64.63,0.00,42.01,13.69,125.31,0.00,0.00,4856.48,0.00,22.27,1032.79,18.59,108.14,251.75,0.00,894.13,nd
NBP0601,S05,20051228,17,-77.667,-180.000,nd,362,nd,nd,S05-08,nd,0.00,824.25,0.00,44.21,27.22,372.14,16.07,0.00,0.00,2026.74,160.75,77.80,0.00,22.32,14.00,128.73,26.51,0.00,4915.94,0.00,24.36,962.71,0.00,111.64,229.95,14.03,851.43,nd
NBP0601,S05,20051228,11,-77.667,-180.000,nd,362,nd,nd,S05-09,nd,0.00,127.87,0.00,8.99,21.45,183.95,0.00,0.00,0.00,236.03,114.64,34.86,0.00,16.18,0.00,16.90,0.00,0.00,4201.79,0.00,44.26,87.78,0.00,20.01,238.88,0.00,0.00,nd
NBP0601,S05,20051228,7,-77.667,-180.000,nd,362,nd,nd,S05-10,nd,12.78,469.74,0.00,66.60,9.70,742.36,8.37,0.00,0.00,310.72,371.48,115.14,0.00,72.31,8.53,16.49,0.00,12.09,2027.11,0.00,27.99,272.24,4.54,153.80,160.87,19.27,470.75,nd
NBP0601,S05,20051228,0,-77.667,-180.000,nd,362,nd,nd,S05-11,nd,9.11,457.64,0.00,50.59,9.28,791.49,9.59,0.00,0.00,273.14,435.48,126.48,0.00,70.75,10.01,14.42,0.00,0.00,2330.19,0.00,27.35,237.91,4.29,126.94,177.47,17.30,438.53,nd
NBP0601,S05,20051228,Bottom,-77.667,-180.000,nd,362,nd,nd,S05-12,nd,0.00,16.62,0.00,0.00,0.00,10.45,0.00,0.00,0.00,6.74,5.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.54,0.00,0.00,32.88,0.00,7.08,0.00,0.00,14.35,nd
NBP0601,S05,20051229,600,-77.667,-180.000,nd,363,nd,nd,S05-13,nd,0.00,6.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.07,0.00,2.01,0.00,0.00,0.00,nd
NBP0601,S05,20051229,400,-77.667,-180.000,nd,363,nd,nd,S05-14,nd,0.00,7.66,0.00,0.00,0.00,7.99,0.00,0.00,0.00,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.60,0.00,0.00,26.09,0.00,7.43,8.22,0.00,5.94,nd
NBP0601,S05,20051229,300,-77.667,-180.000,nd,363,nd,nd,S05-15,nd,0.00,7.11,0.00,0.00,0.00,5.12,0.00,0.00,0.00,36.62,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.92,0.00,0.00,15.55,0.00,8.37,59.74,0.00,5.58,nd
NBP0601,S05,20051229,250,-77.667,-180.000,nd,363,nd,nd,S05-16,nd,0.00,8.66,0.00,0.00,0.00,7.93,0.00,0.00,0.00,18.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.93,0.00,0.00,0.00,0.00,10.23,7.49,0.00,0.00,nd
NBP0601,S05,20051229,175,-77.667,-180.000,nd,363,nd,nd,S05-17,nd,0.00,10.22,0.00,0.00,0.00,11.50,0.00,0.00,0.00,26.01,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.97,0.00,0.00,33.38,0.00,4.27,9.82,0.00,0.00,nd
NBP0601,S05,20051229,125,-77.667,-180.000,nd,363,nd,nd,S05-18,nd,0.00,103.38,0.00,22.03,13.28,32.36,0.00,0.00,0.00,389.56,28.07,7.67,0.00,27.11,0.00,17.25,0.00,9.90,863.78,0.00,5.91,215.35,0.00,42.62,72.14,0.00,119.63,nd
NBP0601,S06,20051229,150,-77.464,177.933,nd,363,nd,nd,S06-02,nd,0.00,106.89,0.00,43.48,16.60,49.06,0.00,0.00,0.00,298.04,33.99,9.97,0.00,34.87,0.00,19.57,0.00,0.00,958.83,0.00,6.86,191.82,0.00,27.21,206.10,0.00,48.24,nd
NBP0601,S06,20051229,100,-77.464,177.933,nd,363,nd,nd,S06-03,nd,0.00,477.81,0.00,127.53,37.60,104.44,8.02,34.20,0.00,1286.92,107.25,30.57,0.00,121.99,13.09,93.75,0.00,0.00,3791.48,0.00,20.41,798.28,11.05,240.28,411.13,8.70,179.87,nd
NBP0601,S06,20051229,75,-77.464,177.933,nd,363,nd,nd,S06-04,nd,0.00,785.43,0.00,99.05,60.52,133.63,17.30,22.64,0.00,2054.45,145.28,50.07,0.00,168.64,0.00,136.05,0.00,0.00,5916.66,0.00,22.07,1217.14,17.41,285.47,618.89,0.00,136.75,nd
NBP0601,S06,20051229,50,-77.464,177.933,nd,363,nd,nd,S06-05,nd,0.00,894.21,0.00,84.97,66.23,146.22,0.00,23.59,0.00,2456.00,165.41,25.46,0.00,140.03,0.00,168.64,48.59,0.00,6755.38,0.00,25.03,1325.95,13.11,250.50,722.54,0.00,143.17,nd
NBP0601,S06,20051229,36,-77.464,177.933,nd,363,nd,nd,S06-06,nd,8.89,1055.09,0.00,52.18,50.63,185.74,0.00,25.57,0.00,2810.19,180.44,59.93,0.00,112.67,0.00,194.11,0.00,0.00,7788.32,0.00,29.03,1451.79,14.55,177.45,719.95,0.00,158.86,nd
NBP0601,S06,20051229,24,-77.464,177.933,nd,363,nd,nd,S06-07,nd,16.89,928.35,0.00,33.77,26.00,217.86,0.00,15.05,0.00,2548.06,175.51,54.80,0.00,51.49,0.00,159.18,0.00,0.00,6017.53,0.00,18.01,1205.68,9.44,95.99,481.71,0.00,140.59,nd
NBP0601,S06,20051229,16,-77.464,177.933,nd,363,nd,nd,S06-08,nd,11.27,841.90,0.00,33.63,20.94,324.71,0.00,13.42,0.00,2179.78,206.84,64.38,0.00,29.96,15.61,134.46,0.00,0.00,5392.72,0.00,20.50,981.37,10.20,97.17,448.09,0.00,146.94,nd
NBP0601,S06,20051229,10,-77.464,177.933,nd,363,nd,nd,S06-09,nd,14.61,519.02,0.00,22.07,16.77,359.59,0.00,12.01,0.00,1256.78,200.45,53.60,0.00,42.55,14.31,69.96,0.00,0.00,3459.38,0.00,14.97,589.17,0.00,47.24,320.37,8.20,97.76,nd
NBP0601,S06,20051229,7,-77.464,177.933,nd,363,nd,nd,S06-10,nd,11.55,489.29,0.00,25.84,13.45,395.16,9.59,11.72,0.00,1062.09,248.73,56.87,0.00,51.93,0.00,65.65,0.00,0.00,3187.36,0.00,16.98,512.87,8.50,43.24,293.85,8.11,108.58,nd
NBP0601,S07,20051229,200,-77.000,171.200,nd,363,nd,nd,S07-01,nd,0.00,8.48,0.00,0.00,0.00,13.09,0.00,0.00,0.00,24.44,4.83,0.00,0.00,11.03,0.00,0.00,0.00,0.00,74.93,0.00,0.00,26.63,0.00,9.61,11.71,0.00,0.00,nd
NBP0601,S07,20051229,150,-77.000,171.200,nd,363,nd,nd,S07-02,nd,0.00,0.00,0.00,0.00,0.00,11.49,0.00,0.00,0.00,35.43,5.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.90,0.00,0.00,35.31,0.00,5.35,9.36,0.00,0.00,nd
NBP0601,S07,20051229,100,-77.000,171.200,nd,363,nd,nd,S07-03,nd,0.00,323.74,0.00,151.32,29.74,253.49,0.00,0.00,0.00,793.88,83.05,31.26,52.65,52.66,0.00,61.78,0.00,0.00,2778.08,0.00,17.64,551.63,0.00,154.70,611.91,0.00,530.45,nd
NBP0601,S07,20051229,75,-77.000,171.200,nd,363,nd,nd,S07-04,nd,0.00,289.18,0.00,95.90,34.05,168.51,9.90,7.63,0.00,862.69,91.06,46.63,0.00,66.13,0.00,52.71,0.00,0.00,2601.84,0.00,14.25,511.04,0.00,130.79,372.88,4.84,145.37,nd
NBP0601,S07,20051229,60,-77.000,171.200,nd,363,nd,nd,S07-05,nd,0.00,491.69,0.00,117.92,43.62,179.57,15.80,9.17,0.00,1408.83,135.30,79.85,0.00,86.85,0.00,90.82,28.10,0.00,3810.58,0.00,18.92,837.43,6.92,160.88,443.69,4.89,219.07,nd
NBP0601,S07,20051229,50,-77.000,171.200,nd,363,nd,nd,S07-06,nd,13.71,763.42,0.00,140.81,49.82,343.36,0.00,13.51,0.00,2310.88,212.53,50.12,22.55,89.36,46.95,147.69,15.84,0.00,5815.02,0.00,25.90,1220.23,8.53,170.28,432.13,7.69,60.59,nd
NBP0601,S07,20051229,30,-77.000,171.200,nd,363,nd,nd,S07-08,nd,0.00,657.93,0.00,88.26,40.68,371.76,31.62,7.31,0.00,1701.79,175.05,53.71,0.00,142.02,9.68,114.49,20.00,0.00,4867.76,0.00,24.25,897.32,9.57,234.11,429.52,0.00,194.86,nd
NBP0601,S07,20051229,20,-77.000,171.200,nd,363,nd,nd,S07-09,nd,0.00,1065.70,0.00,96.29,27.08,509.09,33.91,9.07,0.00,2234.71,284.43,106.67,0.00,186.78,23.41,142.35,0.00,0.00,6130.17,0.00,29.91,1280.74,0.00,242.53,407.10,0.00,294.36,nd
NBP0601,S07,20051229,10,-77.000,171.200,nd,363,nd,nd,S07-10,nd,0.00,597.16,0.00,71.77,12.21,422.83,9.19,11.31,0.00,991.66,297.78,67.33,0.00,68.61,16.16,58.89,0.00,20.86,3169.64,0.00,23.84,615.76,7.34,172.38,129.28,0.00,753.90,nd
NBP0601,S07,20051229,5,-77.000,171.200,nd,363,nd,nd,S07-11,nd,0.00,618.28,0.00,57.62,17.06,427.70,8.17,11.28,0.00,1128.76,303.02,63.55,9.41,95.72,13.18,67.82,0.00,0.00,3502.84,0.00,19.07,632.25,0.00,144.81,138.80,24.06,674.47,nd
NBP0601,S07,20051229,1,-77.000,171.200,nd,363,nd,nd,S07-12,nd,9.14,577.58,0.00,71.72,14.11,399.10,7.84,10.99,0.00,990.56,264.55,84.34,0.00,86.34,13.56,59.87,0.00,0.00,3206.30,0.00,17.79,577.98,0.00,138.64,128.27,25.52,605.49,nd
NBP0601,S07,20051229,bottom,-77.000,171.200,nd,363,nd,nd,S07-13,nd,0.00,7.71,0.00,0.00,0.00,3.64,0.00,0.00,0.00,6.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.13,0.00,0.00,19.06,0.00,2.11,1.50,0.00,8.03,nd
NBP0601,S07,20051229,500,-77.000,171.200,nd,363,nd,nd,S07-14,nd,0.00,3.47,0.00,0.00,0.00,3.11,0.00,0.00,0.00,3.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.61,0.00,0.00,17.82,0.00,1.94,0.00,0.00,3.95,nd
NBP0601,S07,20051229,400,-77.000,171.200,nd,363,nd,nd,S07-15,nd,0.00,7.81,0.00,0.00,0.00,7.22,0.00,0.00,0.00,14.87,4.16,0.00,0.00,0.00,2.75,0.00,0.00,0.00,44.59,0.00,0.00,28.94,0.00,6.32,3.41,0.00,8.87,nd
NBP0601,S07,20051229,300,-77.000,171.200,nd,363,nd,nd,S07-16,nd,0.00,5.84,0.00,0.00,0.00,7.27,0.00,0.00,0.00,12.40,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.27,0.00,0.00,19.06,0.00,7.94,4.88,0.00,7.16,nd
NBP0601,S07,20051229,125,-77.000,171.200,nd,363,nd,nd,S07-17,nd,0.00,139.59,0.00,68.68,12.42,91.99,8.64,2.82,0.00,324.87,32.67,15.28,0.00,34.13,21.05,21.26,0.00,0.00,1187.60,0.00,4.92,229.81,0.00,69.92,181.82,0.00,143.80,nd
NBP0601,S08,20051230,150,-74.819,169.239,nd,364,nd,nd,S08-01,nd,0.00,357.79,0.00,134.90,46.41,90.67,31.87,0.00,0.00,937.67,75.92,20.79,0.00,94.89,0.00,65.10,0.00,0.00,2823.83,0.00,14.92,602.75,0.00,191.20,215.85,6.07,410.80,nd
NBP0601,S08,20051230,100,-74.819,169.239,nd,364,nd,nd,S08-02,nd,0.00,522.07,0.00,112.15,42.08,127.28,33.55,0.00,0.00,1293.60,100.14,29.61,0.00,100.73,0.00,88.85,0.00,0.00,4063.66,0.00,16.84,875.26,0.00,199.19,178.43,0.00,534.27,nd
NBP0601,S08,20051230,80,-74.819,169.239,nd,364,nd,nd,S08-03,nd,0.00,1131.32,0.00,120.44,57.00,220.12,27.46,0.00,0.00,2566.86,183.60,30.31,0.00,135.90,0.00,176.69,0.00,0.00,8021.74,0.00,27.36,1756.04,0.00,175.41,258.77,0.00,135.96,nd
NBP0601,S08,20051230,60,-74.819,169.239,nd,364,nd,nd,S08-04,nd,18.85,862.50,0.00,56.83,42.50,183.68,0.00,0.00,0.00,2161.40,160.80,40.76,0.00,64.20,0.00,149.94,0.00,0.00,6318.87,0.00,17.73,1408.89,16.17,103.65,165.29,0.00,805.83,nd
NBP0601,S08,20051230,50,-74.819,169.239,nd,364,nd,nd,S08-05,nd,23.08,1298.46,0.00,84.83,40.02,250.35,0.00,0.00,0.00,3045.65,213.25,56.56,0.00,58.36,0.00,201.17,0.00,123.27,8906.99,0.00,22.89,1914.98,0.00,120.13,188.07,0.00,1282.64,nd
NBP0601,S08,20051230,40,-74.819,169.239,nd,364,nd,nd,S08-06,nd,10.40,1191.18,0.00,41.16,28.96,224.24,0.00,0.00,0.00,2892.20,203.21,34.72,0.00,0.00,0.00,207.98,0.00,0.00,8083.36,0.00,25.01,1656.85,20.10,75.09,156.39,0.00,1178.75,nd
NBP0601,S08,20051230,30,-74.819,169.239,nd,364,nd,nd,S08-07,nd,15.23,1212.57,0.00,0.00,29.04,234.95,0.00,0.00,0.00,2692.14,182.57,57.55,0.00,40.84,0.00,151.12,0.00,87.31,7285.83,0.00,28.79,1546.81,15.94,73.27,141.70,0.00,1144.85,nd
NBP0601,S08,20051230,20,-74.819,169.239,nd,364,nd,nd,S08-08,nd,24.75,1215.68,0.00,0.00,28.30,237.37,0.00,0.00,0.00,2820.88,221.65,74.73,0.00,0.00,0.00,196.37,47.76,0.00,7391.72,0.00,21.39,1512.92,0.00,184.83,123.20,15.96,1148.97,nd
NBP0601,S08,20051230,15,-74.819,169.239,nd,364,nd,nd,S08-09,nd,14.73,1102.80,0.00,0.00,26.38,269.13,0.00,0.00,0.00,2686.99,247.69,58.44,0.00,0.00,0.00,179.67,0.00,52.69,6877.70,0.00,23.31,1413.34,0.00,63.47,133.99,0.00,1061.60,nd
NBP0601,S08,20051230,10,-74.819,169.239,nd,364,nd,nd,S08-10,nd,20.52,869.17,0.00,28.94,24.85,230.65,19.10,0.00,0.00,2235.22,297.41,54.29,0.00,77.59,0.00,144.27,0.00,0.00,5602.23,0.00,19.99,1172.84,14.03,59.84,108.01,12.60,884.63,nd
