date,time,lat,lon,temp,sal,fluor,sample,mg_dvp_a5,chl_c2,chl_c1,peridinin,fucox_but,fucox,neox,prasinox,violax,fucox_hex,diadinox,cis_fucox,allox,diatox,monad,zeax,lutein,crocox,chl_a2,chl_a_tot,carotene_a,carotene_b,chl_c3,chl_b,chl_c_MVP,chlide,p_phorbide,p_phytin
20060115,0603,-75.0038,-177.7507,-0.410,34.17,6.563,U328,0.00,336.43,0.00,27.70,7.55,373.27,16.15,0.00,18.53,187.69,104.96,33.87,5.41,51.60,1.76,6.16,23.92,13.30,0.00,1035.25,0.00,19.47,126.85,97.50,39.77,0.00,35.08,34.11
20060115,0700,-75.0056,-177.8979,-0.080,34.14,7.722,U329,0.00,375.30,0.00,21.70,9.59,618.33,16.45,0.00,31.57,122.72,185.76,67.23,9.33,77.42,5.91,11.42,25.25,11.79,0.00,1217.51,16.14,26.83,120.72,98.12,26.21,73.01,50.95,64.77
20060115,0900,-75.0002,-178.1664,0.168,34.19,15.860,U331,0.00,506.78,0.00,42.07,8.15,698.27,11.32,5.75,10.71,158.05,256.12,69.19,4.43,62.39,2.74,0.00,11.11,7.71,0.00,1270.41,0.00,21.45,255.85,32.11,40.80,102.96,62.34,51.15
20060115,1000,-74.9998,-178.8649,-0.500,34.14,12.360,U332,0.00,361.02,0.00,32.07,9.71,456.68,19.83,0.00,37.01,245.68,176.44,0.00,14.72,46.84,2.07,9.19,29.34,16.38,0.00,1179.37,16.62,23.62,211.98,142.09,42.19,0.00,45.68,48.28
20060115,1200,-75.0008,-179.1350,-0.080,34.10,11.650,U333,10.39,283.06,0.00,22.70,6.98,394.74,10.89,5.90,19.90,81.66,142.32,23.28,5.15,38.59,3.33,7.16,19.08,0.00,0.00,704.87,0.00,16.84,133.30,53.18,16.96,40.22,32.74,30.27
20060115,1315,-75.0001,-179.5084,0.160,34.17,12.110,U334,0.00,320.60,0.00,9.43,4.20,424.41,9.89,0.00,10.97,137.87,149.85,30.19,0.00,20.84,4.28,6.85,18.36,0.00,0.00,903.23,0.00,11.18,161.82,21.72,30.44,34.06,25.75,59.34
20060115,1356,-75.0001,-179.7175,0.200,34.16,12.320,U335,0.00,324.89,0.00,12.75,6.07,463.61,10.56,0.00,15.59,127.62,182.89,29.73,4.92,41.66,6.09,6.97,19.42,0.00,0.00,919.81,0.00,13.81,148.05,26.93,26.54,34.12,31.20,68.32
20060115,1457,-75.0004,179.9783,0.206,34.14,7.898,U336,9.39,285.82,0.00,15.67,4.72,432.69,13.75,5.69,29.70,64.40,174.60,41.66,6.40,58.03,6.00,7.72,20.07,0.00,0.00,738.63,0.00,20.55,114.14,74.14,15.30,55.30,46.30,51.51
20060115,1553,-75.0012,179.6916,0.540,34.17,10.500,U337,0.00,400.61,0.00,18.68,5.97,636.68,9.82,0.00,11.28,124.00,262.53,40.13,0.00,64.36,3.01,5.09,12.30,11.28,0.00,1168.43,0.00,23.15,158.10,13.60,30.28,49.79,49.54,92.75
20060115,1708,-74.9998,179.3223,0.582,34.22,15.720,U338,0.00,551.90,0.00,23.58,7.35,792.06,9.88,0.00,15.16,127.54,298.50,49.26,0.00,102.40,3.32,0.00,9.84,9.69,0.00,1347.59,0.00,26.84,195.14,17.58,40.11,64.55,57.97,53.78
20060115,1802,-74.9996,179.1386,0.637,34.22,17.760,U339,0.00,578.62,0.00,26.31,9.18,899.30,12.42,6.47,13.09,120.50,361.73,106.84,0.00,89.26,4.77,0.00,11.18,13.32,0.00,1569.32,0.00,27.52,238.95,16.92,33.25,71.69,55.35,113.55
20060115,2205,-74.9985,177.6853,0.733,34.19,5.371,U340,0.00,631.32,0.00,26.82,3.69,820.73,8.93,5.93,9.84,177.48,192.62,106.59,0.00,168.27,4.38,0.00,11.24,0.00,0.00,1560.66,0.00,23.34,273.11,0.00,51.04,73.28,59.01,72.61
20060116,0102,-75.0014,176.1678,0.935,34.30,12.310,U341,0.00,75.53,0.00,3.24,0.00,72.87,0.00,0.00,0.00,36.70,30.77,0.00,0.00,20.08,0.45,3.31,5.63,0.00,0.00,201.11,0.00,5.69,58.35,0.00,8.61,0.00,1.20,0.00
20060116,0202,-74.9994,175.4355,0.778,34.18,5.452,U342,0.00,233.27,0.00,0.00,4.88,256.54,0.00,0.00,0.00,176.64,118.95,10.45,0.00,88.64,1.84,4.54,9.61,0.00,0.00,752.23,0.00,14.87,159.77,0.00,36.09,0.00,29.20,33.57
20060116,0906,-75.2397,172.6606,0.885,34.26,9.713,U343,0.00,251.46,0.00,0.00,4.95,282.09,7.74,0.00,0.00,103.92,112.07,22.64,0.00,46.16,1.10,3.98,7.89,0.00,0.00,741.43,0.00,12.58,142.18,0.00,32.17,0.00,30.81,32.12
20060116,1001,-75.3811,172.2563,1.085,34.28,7.931,U344,0.00,238.68,0.00,15.16,4.44,296.95,6.82,0.00,7.40,98.30,158.20,19.02,0.00,61.01,1.09,5.86,8.16,0.00,0.00,703.39,0.00,12.26,89.67,0.00,27.16,0.00,23.79,41.11
20060116,1100,-75.5293,171.8373,0.989,34.29,11.220,U345,0.00,271.97,0.00,9.45,6.04,327.28,9.61,0.00,0.00,178.42,157.46,14.85,0.00,44.50,1.05,4.92,10.67,0.00,0.00,873.38,0.00,11.66,162.29,0.00,39.07,0.00,15.43,51.06
20060116,1203,-75.6894,171.3762,1.196,34.32,8.821,U346,0.00,232.43,0.00,18.03,5.17,379.27,7.02,5.06,5.79,62.97,178.09,15.64,2.22,44.01,1.27,3.36,6.18,0.00,0.00,655.47,0.00,11.57,99.92,4.88,13.58,26.28,31.88,79.70
20060116,1300,-75.8320,170.9486,1.043,34.36,7.953,U347,0.00,166.78,0.00,19.21,7.16,349.61,8.39,4.30,5.63,59.40,214.15,10.68,1.70,42.94,0.83,3.35,6.00,6.02,0.00,560.71,0.00,16.81,64.03,8.57,9.76,0.00,46.85,89.42
20060116,1400,-75.9804,170.5120,1.777,34.38,9.911,U348,0.00,195.88,0.00,27.64,8.27,384.59,7.22,0.00,7.44,57.44,234.47,11.83,1.77,43.30,1.19,4.59,5.73,0.00,0.00,551.61,0.00,22.30,83.11,8.57,9.74,25.53,58.69,105.76
20060116,1500,-76.1338,170.0511,1.207,34.36,7.704,U349,0.00,204.04,0.00,17.99,8.95,384.24,7.74,4.31,7.37,52.11,205.54,12.06,2.24,42.59,1.17,4.15,6.53,6.75,0.00,615.20,0.00,18.33,76.02,9.69,10.85,0.00,39.52,89.53
20060116,1600,-76.2902,169.5900,1.049,34.44,8.642,U350,0.00,365.09,0.00,26.66,7.40,603.63,9.75,4.65,7.22,141.83,264.15,34.05,2.02,65.86,1.84,13.26,9.02,9.19,0.00,1119.13,0.00,19.35,156.29,0.00,28.74,45.27,32.60,103.18
20060116,1703,-76.4548,169.0726,1.718,34.37,6.164,U351,0.00,246.16,0.00,31.29,11.44,467.30,7.56,4.99,8.21,52.31,218.55,22.81,2.10,72.07,1.74,4.81,6.54,0.00,0.00,659.19,0.00,21.51,86.86,10.46,9.39,0.00,78.79,121.60
20060116,1800,-76.6004,168.6168,1.229,34.45,9.890,U352,7.81,283.99,0.00,24.84,6.73,443.92,9.62,5.24,6.83,133.00,222.47,21.03,0.00,40.63,2.39,24.34,10.47,0.00,0.00,899.31,0.00,15.36,127.42,0.00,26.36,37.88,23.93,62.98
20060116,1908,-76.7837,168.0571,0.973,34.40,8.329,U353,0.00,392.76,0.00,27.82,7.28,584.14,9.44,4.84,0.00,209.24,221.18,31.01,0.00,63.14,2.79,13.96,12.42,0.00,0.00,1209.61,0.00,19.31,192.93,0.00,37.94,49.02,30.38,67.09
20060116,2004,-76.8912,167.7783,-0.680,33.83,4.831,U354,0.00,230.47,0.00,30.65,11.94,421.04,10.62,0.00,8.44,132.47,147.36,5.23,2.97,31.35,1.56,14.73,8.39,0.00,0.00,895.86,0.00,18.95,113.52,11.65,21.48,14.01,22.80,60.42
20060116,2103,-76.9488,167.4643,-0.930,33.87,4.976,U355,0.00,240.50,0.00,41.24,15.03,366.90,12.86,4.69,8.40,195.50,121.62,10.05,3.91,31.39,1.69,14.11,11.51,0.00,0.00,914.55,0.00,19.19,153.76,15.89,33.06,15.41,27.63,53.43
20060116,2206,-77.0332,167.1100,-0.640,33.35,13.820,U356,13.53,679.85,0.00,112.32,23.76,1481.54,11.35,5.84,20.46,60.31,351.26,90.77,6.72,92.67,4.67,11.26,0.00,12.89,0.00,2181.72,0.00,69.70,183.22,0.00,12.92,19.43,171.62,229.50
20060117,0702,-76.5875,168.6001,0.995,34.40,9.633,U357,0.00,339.33,0.00,99.82,14.39,391.91,10.30,5.35,6.64,89.89,184.98,31.01,0.00,54.83,2.00,4.84,8.46,0.00,0.00,621.12,0.00,23.94,99.69,8.81,19.33,0.00,111.71,51.98
20060117,0803,-76.4674,167.9680,1.506,34.37,8.065,U358,0.00,563.65,0.00,295.85,48.62,525.95,18.99,5.76,11.42,68.47,323.36,56.32,8.93,143.24,3.94,6.09,0.00,11.66,0.00,635.74,0.00,45.29,145.83,8.27,14.10,18.24,355.95,63.90
20060117,0902,-76.3542,167.3732,1.594,34.40,9.576,U359,0.00,786.01,0.00,295.41,57.74,922.22,14.11,0.00,12.86,37.23,289.82,57.36,5.61,81.70,3.19,0.00,0.00,11.71,0.00,1043.80,0.00,44.71,143.07,0.00,7.64,0.00,338.53,98.51
20060118,1304,-76.0877,166.4990,2.373,33.36,44.610,U360,0.00,998.65,0.00,763.19,28.51,1742.92,13.03,4.75,20.63,14.33,721.14,101.00,5.42,81.08,5.25,9.97,0.00,16.96,0.00,832.93,0.00,74.87,85.60,0.00,0.00,0.00,1036.39,116.90
20060118,1402,-75.9959,166.3104,2.652,33.27,34.630,U361,10.57,889.45,0.00,610.60,22.32,1355.23,35.26,6.39,19.26,9.87,672.74,172.39,6.18,111.11,8.03,8.77,0.00,17.31,0.00,638.36,0.00,72.78,71.73,0.00,0.00,0.00,936.18,94.41
20060118,1501,-75.9026,166.1205,2.752,33.42,29.730,U362,12.13,746.31,0.00,295.24,8.24,1298.39,11.74,6.63,23.12,4.40,566.11,141.45,2.30,88.23,5.54,7.86,0.00,14.70,0.00,763.84,0.00,50.57,53.04,0.00,0.00,0.00,659.37,105.92
20060118,1600,-75.8024,165.9186,1.844,33.13,40.960,U363,17.73,1211.23,0.00,218.69,41.41,2706.86,15.65,6.75,42.26,9.48,842.43,260.61,7.95,133.69,6.71,9.15,12.22,30.14,0.00,3171.01,0.00,93.44,81.40,0.00,0.00,44.64,404.68,306.19
20060118,1701,-75.6552,165.7319,0.023,33.06,25.930,U364,24.99,1069.00,0.00,126.32,26.68,2391.51,11.82,5.81,43.66,11.03,863.92,211.81,50.71,174.10,7.12,9.38,0.00,28.71,0.00,2866.80,20.10,95.66,77.79,0.00,0.00,50.46,414.75,392.95
20060118,1800,-75.6108,165.7243,-0.540,33.93,13.910,U365,17.20,548.93,0.00,83.54,8.23,1102.86,8.23,5.05,24.10,12.85,383.63,60.18,22.22,62.65,2.82,4.76,0.00,15.69,0.00,1566.95,17.10,43.96,47.94,0.00,3.46,48.96,165.18,132.12
20060118,2213,-75.3929,165.7145,-0.480,33.70,9.731,U366,0.00,473.76,0.00,110.99,4.14,783.35,7.55,5.12,9.32,8.02,221.88,84.90,23.47,103.86,3.65,5.80,0.00,0.00,0.00,1183.45,16.88,41.39,64.51,0.00,4.64,0.00,214.34,84.35
20060118,2304,-75.3393,165.5148,-1.390,34.08,8.816,U367,0.00,545.97,0.00,172.10,2.82,928.98,10.32,6.12,7.95,13.57,343.25,71.59,172.67,120.47,3.47,11.61,6.69,12.70,0.00,1910.44,37.34,54.55,67.83,0.00,8.32,0.00,218.37,139.30
20060119,0001,-75.2505,165.4044,0.508,32.92,13.830,U368,0.00,778.32,0.00,368.69,6.76,1015.75,8.43,0.00,14.32,6.61,261.24,71.58,10.40,201.99,4.73,4.34,0.00,13.78,0.00,803.92,0.00,52.49,58.52,0.00,2.91,0.00,707.20,141.91
20060119,0105,-75.1827,165.2691,1.919,33.68,13.600,U369,0.00,725.61,0.00,230.43,12.88,733.64,10.64,6.16,8.20,8.98,150.85,42.73,3.29,85.76,5.11,3.33,0.00,0.00,0.00,541.53,0.00,34.04,41.19,9.29,3.71,0.00,562.38,90.75
20060119,0200,-75.0242,165.0323,-0.210,34.40,14.900,U370,9.88,1347.81,0.00,236.99,5.58,1191.90,8.47,0.00,6.07,12.77,154.11,187.83,9.76,34.57,8.37,3.44,0.00,0.00,0.00,1217.62,0.00,28.50,19.01,17.91,4.64,0.00,1030.45,145.46
20060119,0807,-74.8199,165.3269,1.648,33.76,57.290,U371,0.00,1137.11,0.00,106.92,4.69,1176.59,0.00,0.00,12.48,51.71,229.41,134.62,6.01,152.77,3.36,4.29,0.00,10.25,0.00,1608.56,0.00,46.61,193.03,13.98,15.08,59.88,598.76,140.83
20060119,0903,-74.6710,165.3676,0.796,33.10,30.130,U372,0.00,975.56,0.00,652.85,19.62,1236.18,43.51,8.02,20.70,8.08,214.76,136.14,39.36,45.09,17.80,6.55,0.00,10.30,0.00,1561.20,19.98,58.83,64.63,55.74,5.49,0.00,972.21,215.93
20060119,1157,-74.7078,165.6353,1.655,33.41,46.000,U373,25.59,1760.69,0.00,585.49,15.00,3010.59,47.01,26.20,33.79,15.80,616.15,350.81,49.86,93.67,28.34,8.55,0.00,18.43,0.00,2733.92,18.70,120.50,111.40,36.02,6.11,80.84,1452.54,237.21
20060119,1307,-74.6984,165.9266,1.520,33.36,31.460,U374,22.27,1149.60,0.00,676.35,41.00,1894.72,73.19,0.00,22.40,22.38,400.32,196.59,48.20,66.67,35.96,14.87,0.00,15.54,0.00,2075.70,18.77,66.95,74.74,25.74,5.25,62.49,797.05,218.99
20060119,1417,-74.6891,166.2277,1.464,33.39,31.040,U375,0.00,1210.43,0.00,651.63,20.38,1470.43,55.58,24.10,22.57,12.64,289.82,157.47,34.52,38.83,33.05,10.16,0.00,11.70,0.00,1689.65,19.01,45.02,86.84,28.99,5.80,94.33,923.94,92.15
20060119,1500,-74.6938,166.4293,1.938,33.81,41.110,U376,0.00,1148.83,0.00,263.15,8.94,1322.33,73.17,6.01,13.19,11.63,285.29,126.23,7.88,41.66,22.77,0.00,0.00,11.60,0.00,1282.07,0.00,34.95,58.32,11.88,4.08,53.40,719.46,74.26
20060119,1610,-74.6800,166.7178,1.844,33.85,31.120,U377,0.00,1084.52,0.00,313.09,10.50,1438.28,66.70,6.75,15.81,12.19,301.55,128.58,7.03,40.68,23.27,5.86,0.00,11.51,0.00,1458.85,0.00,30.63,58.05,0.00,0.00,74.92,562.92,76.73
20060119,1700,-74.6672,166.9129,2.037,33.94,18.830,U378,0.00,635.33,0.00,131.34,6.46,1079.96,8.13,5.67,8.01,32.97,272.39,103.23,5.47,85.36,5.33,5.58,0.00,10.18,0.00,1142.71,0.00,14.17,83.13,0.00,5.72,47.30,209.65,100.03
20060119,2205,-74.6667,167.7639,2.062,33.80,7.633,U379,0.00,565.84,0.00,215.86,6.44,607.61,13.17,5.39,6.51,18.52,252.45,13.88,1.49,76.17,2.09,5.33,0.00,7.75,0.00,503.44,0.00,28.99,121.47,0.00,4.59,0.00,310.27,39.82
20060119,2303,-74.6663,168.3582,1.562,34.08,6.643,U380,0.00,446.32,0.00,150.40,4.86,480.19,13.08,5.66,10.49,18.12,156.11,29.13,2.77,180.93,2.70,4.18,0.00,0.00,0.00,539.18,0.00,30.81,80.15,10.21,4.75,23.22,230.27,51.06
20060120,0314,-74.6661,169.6871,1.584,34.25,5.028,U381,0.00,508.84,0.00,28.38,9.38,784.32,9.55,5.19,12.53,17.45,123.82,55.11,2.18,245.43,5.53,6.16,0.00,0.00,0.00,933.73,0.00,19.40,143.49,0.00,3.68,44.28,163.56,93.99
20060120,0409,-74.6665,170.3275,1.316,34.33,6.046,U382,0.00,710.11,0.00,144.36,13.12,761.12,12.83,5.54,7.16,32.50,166.27,56.88,2.48,152.32,3.09,5.81,0.00,0.00,0.00,709.83,0.00,24.46,207.59,6.52,6.42,0.00,291.94,47.20
20060120,0716,-74.6677,171.7761,1.084,34.31,6.514,U383,0.00,359.83,0.00,44.87,11.05,507.74,10.51,5.54,0.00,77.55,153.95,16.52,3.33,79.63,1.27,0.00,8.54,0.00,0.00,842.28,0.00,18.49,138.92,8.00,19.88,33.33,66.30,42.21
20060120,0806,-74.6667,172.3500,0.599,34.20,8.951,U384,0.00,333.68,0.00,22.89,4.62,443.89,9.16,4.64,0.00,163.31,114.40,8.55,2.84,63.18,1.53,3.77,11.95,0.00,0.00,1013.89,0.00,13.14,138.70,0.00,41.52,0.00,22.82,33.54
20060120,1118,-74.7314,172.4344,0.716,34.21,17.440,U385,0.00,397.51,0.00,22.83,4.04,373.78,8.71,0.00,0.00,147.60,77.63,19.10,5.59,20.05,0.92,0.00,0.00,0.00,0.00,1061.02,0.00,11.22,164.87,0.00,47.58,0.00,68.31,43.03
20060120,1203,-74.7628,172.3157,1.055,34.27,14.810,U386,0.00,323.85,0.00,41.36,5.26,339.08,9.00,4.15,0.00,79.93,89.17,14.41,2.92,20.65,0.76,0.00,7.11,0.00,0.00,747.80,0.00,13.68,119.99,0.00,26.05,0.00,106.00,45.04
20060120,1359,-74.8445,172.0150,1.008,34.26,14.900,U387,0.00,351.75,0.00,44.69,5.20,361.35,8.46,3.61,0.00,106.19,84.42,6.53,2.04,16.23,0.66,0.00,8.10,0.00,0.00,853.90,0.00,13.15,125.41,0.00,30.74,0.00,100.27,54.61
20060120,1602,-74.9323,171.6825,1.158,34.33,9.636,U388,0.00,286.26,0.00,107.57,5.81,344.00,10.24,4.27,5.36,47.82,112.20,3.58,1.42,28.28,0.71,0.00,5.98,0.00,0.00,617.81,0.00,17.64,100.44,6.86,14.47,0.00,137.34,64.92
20060120,1755,-74.9999,171.4338,1.089,34.33,8.541,U389,0.00,356.57,0.00,98.86,5.44,354.42,10.53,4.69,7.79,46.75,116.27,15.66,2.68,48.88,1.41,0.00,5.56,0.00,0.00,612.69,0.00,18.39,103.13,6.81,12.54,0.00,165.62,63.31
20060121,0001,-74.9999,170.9769,1.333,34.32,3.910,U390,0.00,280.23,0.00,75.32,7.45,356.78,9.03,4.24,8.13,55.06,78.33,15.60,2.00,110.86,1.98,4.59,5.93,0.00,0.00,584.50,0.00,21.86,117.69,7.46,14.18,0.00,97.63,54.28
20060121,0100,-74.0001,170.5474,1.615,34.22,4.083,U391,0.00,290.52,0.00,59.74,3.27,300.57,6.27,3.73,6.45,11.35,67.56,7.90,0.76,115.91,1.50,4.21,0.00,0.00,0.00,311.15,0.00,18.19,86.57,0.00,3.10,0.00,117.52,32.96
20060121,0203,-74.9980,170.1208,1.587,34.23,3.899,U392,0.00,286.87,0.00,60.28,4.50,291.38,0.00,0.00,0.00,14.14,69.40,5.18,1.04,110.43,1.64,3.21,0.00,0.00,0.00,286.41,0.00,13.93,71.96,5.05,2.84,0.00,102.06,29.59
20060121,0300,-74.9992,169.6836,2.075,34.06,5.525,U393,0.00,474.61,0.00,129.55,7.02,382.88,8.42,4.31,6.81,16.20,84.23,21.07,1.13,169.82,2.76,3.55,0.00,0.00,0.00,230.97,0.00,19.89,111.31,0.00,2.60,0.00,233.85,27.45
20060121,0704,-75.0004,168.8143,1.974,34.14,5.968,U394,0.00,329.06,0.00,50.02,6.56,416.85,7.99,4.26,0.00,39.68,139.83,21.32,1.74,94.65,1.65,4.57,5.59,0.00,0.00,446.11,0.00,17.68,68.52,0.00,5.06,0.00,114.84,35.98
20060121,0801,-74.9994,168.4097,1.937,34.06,7.934,U395,0.00,444.68,0.00,75.80,17.77,680.55,9.65,4.73,7.50,38.54,251.32,19.09,2.94,111.22,1.82,4.63,5.46,0.00,0.00,624.39,0.00,20.56,147.78,0.00,5.17,0.00,179.69,174.52
20060121,1257,-74.9986,167.1159,1.960,34.15,17.820,U397,0.00,644.28,0.00,123.85,8.87,722.71,9.32,4.42,7.34,27.36,227.35,48.46,1.82,44.35,3.72,2.64,0.00,0.00,0.00,825.43,0.00,25.32,89.90,8.29,4.37,14.38,226.24,70.14
20060121,1501,-75.0003,166.5754,1.806,33.70,42.000,U398,0.00,1199.27,0.00,392.40,9.41,1443.35,28.50,6.23,12.88,20.52,319.93,155.82,6.74,63.31,7.67,0.00,0.00,12.82,0.00,1173.32,0.00,44.65,115.31,12.96,4.60,27.55,957.16,118.08
20060121,1656,-75.0005,166.0728,0.932,34.11,53.700,U399,0.00,1470.59,0.00,289.56,21.53,1990.73,21.88,6.72,16.48,41.74,322.62,220.11,11.58,68.29,15.11,4.84,0.00,12.00,0.00,1940.08,0.00,34.23,111.01,22.68,8.09,55.91,887.29,190.22
20060121,2054,-75.0005,165.0215,0.219,34.21,22.630,U400,0.00,1592.91,0.00,159.99,40.69,2492.45,12.78,5.38,20.75,49.36,329.65,266.18,17.77,202.08,7.77,6.03,0.00,15.36,0.00,3240.88,0.00,50.80,180.31,20.23,11.54,46.18,761.15,577.12
20060122,0130,-74.9216,166.0054,1.805,33.77,11.020,U401,0.00,1045.09,0.00,272.23,13.35,1078.36,15.54,5.74,7.93,13.66,197.03,113.19,4.73,51.48,3.87,3.16,7.06,9.64,0.00,1149.26,0.00,29.70,65.79,19.33,5.98,0.00,534.63,115.74
20060122,0155,-74.8551,166.0048,1.235,33.70,11.830,U402,0.00,989.36,0.00,233.03,8.97,1027.98,12.97,5.53,0.00,8.71,193.25,91.94,2.67,64.69,2.71,4.02,0.00,0.00,0.00,1080.69,0.00,31.54,33.84,13.50,3.61,0.00,451.61,82.01
20060122,0220,-74.7738,166.0006,2.138,33.78,9.572,U403,0.00,924.93,0.00,217.87,8.77,1034.30,11.88,6.04,10.63,7.19,187.15,84.86,2.30,48.62,2.19,0.00,6.68,9.68,0.00,1165.52,0.00,30.18,67.49,9.96,3.65,35.10,331.45,84.25
20060122,0245,-74.6985,166.0034,1.790,33.18,11.450,U404,0.00,852.91,0.00,287.57,11.70,768.42,14.94,6.73,15.41,4.05,217.88,62.31,5.40,66.61,3.53,4.42,6.82,0.00,0.00,675.21,0.00,41.83,22.20,13.02,2.91,24.50,674.23,86.40
20060122,0310,-74.6256,166.0016,1.975,33.42,8.230,U405,0.00,719.77,0.00,311.45,11.90,562.54,14.99,5.90,10.49,1.05,205.10,44.92,7.67,49.27,2.24,3.55,0.00,0.00,0.00,546.33,0.00,33.05,26.49,10.09,0.00,0.00,426.90,47.16
20060122,0335,-74.5465,165.9997,2.269,33.48,10.650,U406,0.00,803.97,0.00,175.17,10.54,656.03,12.07,5.88,0.00,4.43,185.00,49.35,3.60,47.51,2.00,3.30,0.00,0.00,0.00,503.65,0.00,27.03,30.41,0.00,2.92,0.00,404.82,49.93
20060122,0400,-74.5001,166.0009,2.352,33.60,7.727,U407,0.00,456.71,0.00,221.85,10.66,485.74,8.62,5.12,9.39,3.07,217.68,23.93,3.51,41.72,2.81,0.00,0.00,0.00,0.00,463.79,0.00,29.62,41.58,0.00,2.79,29.29,244.66,24.50
20060122,0555,-74.4049,166.0289,2.288,33.71,5.400,U408,0.00,378.30,0.00,103.29,15.43,339.84,10.32,6.15,11.57,0.92,240.06,10.47,9.45,73.26,1.64,5.43,0.00,0.00,0.00,328.47,0.00,32.16,39.05,6.61,0.00,0.00,174.71,25.80
20060122,0620,-74.3334,165.9904,2.006,33.32,5.144,U409,0.00,313.92,0.00,191.88,13.76,281.57,12.13,5.77,11.54,0.00,258.10,14.60,10.48,74.39,1.46,6.14,0.00,0.00,0.00,310.93,0.00,33.24,18.96,7.65,2.16,0.00,213.77,25.67
20060122,0645,-74.2535,166.0007,3.083,33.77,4.811,U410,0.00,354.98,0.00,132.64,5.80,416.14,8.12,5.07,11.28,1.62,227.07,21.85,2.80,68.38,2.11,5.93,0.00,0.00,0.00,440.47,0.00,33.98,52.23,0.00,1.94,39.26,176.16,31.10
20060122,0710,-74.2810,166.1172,2.434,33.55,5.606,U411,0.00,291.03,0.00,207.05,8.43,353.63,9.84,5.80,10.72,0.00,324.69,15.49,5.79,85.87,2.44,6.55,0.00,0.00,0.00,352.30,0.00,44.08,46.40,0.00,0.00,0.00,188.55,29.13
20060122,0735,-74.3281,166.2581,2.248,33.11,4.929,U412,0.00,312.08,0.00,94.28,9.16,349.90,7.80,4.82,13.40,0.48,266.50,12.07,8.93,84.02,1.98,5.76,0.00,0.00,0.00,360.08,0.00,35.35,45.79,0.00,1.94,29.50,171.95,36.51
20060122,0800,-74.3628,166.5069,1.904,32.78,4.823,U413,0.00,328.10,0.00,86.46,12.35,452.72,8.73,5.39,13.96,3.05,308.19,20.59,14.41,85.57,1.79,5.25,0.00,0.00,0.00,584.35,0.00,40.72,36.59,8.35,2.41,0.00,165.11,54.97
20060122,0825,-74.3618,166.7604,2.537,33.09,8.534,U414,0.00,596.49,0.00,266.82,9.74,689.23,11.59,5.64,10.82,8.92,395.94,36.96,7.77,78.83,2.29,6.09,0.00,0.00,0.00,603.77,0.00,38.51,95.26,0.00,3.03,0.00,338.71,51.60
20060122,0850,-74.3607,167.0314,2.334,33.65,15.950,U415,0.00,678.62,0.00,141.28,8.37,962.77,13.43,5.67,14.59,29.46,349.96,54.11,9.77,57.28,5.25,6.99,6.82,7.13,0.00,850.41,0.00,33.33,134.99,24.82,6.18,44.20,333.25,146.97
20060122,0915,-74.3688,167.3021,2.884,33.73,19.090,U416,0.00,692.65,0.00,384.92,11.46,526.98,10.69,6.17,4.98,6.90,190.69,49.27,1.85,35.94,3.01,4.06,0.00,0.00,0.00,511.02,0.00,23.13,154.48,6.96,3.48,0.00,428.42,59.55
20060122,0940,-74.4297,167.4399,2.726,33.97,20.620,U417,0.00,619.30,0.00,322.42,15.67,485.65,10.93,5.84,4.95,8.95,194.05,30.45,3.64,39.34,2.09,4.86,0.00,0.00,0.00,410.61,0.00,19.12,79.56,0.00,3.27,0.00,380.02,58.33
20060122,1005,-74.4970,167.5916,2.781,33.91,27.750,U418,0.00,684.91,0.00,570.14,11.11,468.25,26.36,5.94,9.43,8.19,338.30,32.71,3.73,51.70,3.01,5.15,0.00,0.00,0.00,336.31,0.00,24.43,105.84,0.00,2.86,0.00,546.77,33.91
20060122,1208,-74.6107,167.5550,2.936,33.92,25.360,U419,0.00,750.02,0.00,234.29,11.79,1004.10,9.55,6.41,8.93,17.78,400.43,66.58,7.31,55.28,3.47,8.30,0.00,8.27,0.00,886.64,0.00,45.69,90.68,0.00,3.83,38.53,351.66,91.24
20060122,1235,-74.6906,167.5130,2.626,33.89,26.020,U420,0.00,887.32,0.00,187.89,13.07,1295.03,0.00,6.74,10.64,20.49,510.06,170.60,3.05,86.68,5.89,6.51,0.00,10.61,0.00,1004.16,0.00,62.94,139.40,0.00,3.85,43.24,412.27,121.55
20060122,1300,-74.7665,167.4895,2.846,33.73,32.850,U421,0.00,1044.60,0.00,306.64,15.86,1453.76,13.77,6.25,14.30,30.43,502.45,126.94,2.97,68.35,4.44,7.05,0.00,11.42,0.00,1242.59,0.00,43.70,185.65,10.45,5.54,46.73,442.37,123.13
20060122,1325,-74.8414,167.4618,2.328,34.05,16.940,U422,0.00,530.37,0.00,62.10,8.39,750.61,11.37,5.68,7.50,35.97,293.69,44.12,2.77,43.10,3.56,4.27,0.00,0.00,0.00,730.74,0.00,25.16,102.38,8.22,5.44,108.71,264.46,87.04
20060122,1350,-74.9189,167.4329,2.347,34.05,18.800,U423,0.00,623.69,0.00,116.44,6.72,1094.51,10.28,5.81,13.20,40.42,399.41,69.64,3.84,59.70,4.52,4.94,0.00,0.00,0.00,1028.57,0.00,39.07,117.58,13.44,5.38,68.18,304.51,143.96
