sta,date,lat,lon,depth_n,press,cast,bottle,time,sal,sal2,density,density2,temp,temp2,cond,cond2,fluor,trans,alt,par,cpar,spar,O2_v,O2_v2,potemp,potemp2,O2_ml_L1,O2_ml_L2,bottle_nuts,PO4,NO2,NO2_NO3,NH4,SiO4,Fo,Fa,Fo_Fa,chl_a,phaeo,dFe,cast_tmctd,lat_tmctd,lon_tmctd,bottle_tmctd,depth_tmctd,date_tmctd,time_tmctd,Bsi,PON,POC,filter_code_0_4micron,filter_id_0_4micron,vol_filt_0_4micron,Mg_0_4micron,Mg_3sd_0_4micron,Al_0_4micron,Al_3sd_0_4micron,Si_0_4micron,Si_3sd_0_4micron,P_0_4micron,P_3sd_0_4micron,S_0_4micron,S_3sd_0_4micron,Cl_0_4micron,Cl_3sd_0_4micron,K_0_4micron,K_3sd_0_4micron,Ca_0_4micron,Ca_3sd_0_4micron,Ti_0_4micron,Ti_3sd_0_4micron,V_0_4micron,V_3sd_0_4micron,Cr_0_4micron,Cr_3sd_0_4micron,Mn_0_4micron,Mn_3sd_0_4micron,Fe_P_0_4micron,Fe_P_3sd_0_4micron,Ni_0_4micron,Ni_3sd_0_4micron,Cu_0_4micron,Cu_3sd_0_4micron,Zn_0_4micron,Zn_3sd_0_4micron,Br_0_4micron,Br_3sd_0_4micron,Sr_0_4micron,Sr_3sd_0_4micron,Pb_0_4micron,Pb_3sd_0_4micron,prim_prod,prim_prod2,prim_prod3,filter_code_2micron,filter_id_2micron,vol_filt_2micron,Mg_2micron,Mg_err_2micron,Al_2micron,Al_err_2micron,Si_2micron,Si_err_2micron,P_2micron,P_err_2micron,S_2micron,S_err_2micron,Cl_2micron,Cl_err_2micron,K_2micron,K_err_2micron,Ca_2micron,Ca_err_2micron,Ti_2micron,Ti_err_2micron,V_2micron,V_err_2micron,Cr_2micron,Cr_err_2micron,Mn_2micron,Mn_err_2micron,Fe_P_2micron,Fe_P_err_2micron,Ni_2micron,Ni_err_2micron,Cu_2micron,Cu_err_2micron,Zn_2micron,Zn_err_2micron,Br_2micron,Br_err_2micron,Sr_2micron,Sr_err_2micron,Pb_2micron,Pb_err_2micron,hplc_sample_num,hplc_tot_vol_mL,hplc_tot_vol_L,hplc_vol_90pcnt_acetone,hplc_vol_CTX,hplc_vol_extract_uL,hplc_vol_extract_mL,hplc_inject_vol_sample,hplc_buff_vol,hplc_samp_buff_vol,hplc_vol_inj_samp_bot,hplc_buff_dil_factor,hplc_chl_c3,hplc_peri,hplc_but19,hplc_fuco,hplc_hex19,hplc_allo,hplc_cantha,hplc_chla_allo,hplc_chla,hplc_chla_epi,hplc_chla_sum,hplc_chl_c3_slope,hplc_peri_slope,hplc_but19_slope,hplc_fuco_slope,hplc_hex19_slope,hplc_allo_slope,hplc_cantha_slope,hplc_chla_slope,hplc_jeff_chl_c3,hplc_jeff_peri,hplc_jeff_19but,hplc_jeff_fuco,hplc_jeff_19hex,hplc_jeff_allo,hplc_jeff_cantha,hplc_jeff_chla,hplc_fluor_chl_a,hplc_fluor_phaeo_a
59,20120124,-77.756167,-179.6235,445,445.478,61,4,1336,34.617,34.6255,27.8769,27.8838,-2.0704,-2.0694,2.720736,2.721422,0.0037,97.7761,9.76,0,0,122.59,1.8896,1.8752,-2.08,-2.079,6.25288,6.28372,1059,2.03,-0.0031,31.9,0.0014,81.2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
59,20120124,-77.756167,-179.6235,500,506.277,61,3,1336,34.6553,34.6635,27.9059,27.9125,-1.9781,-1.9779,2.733908,2.734504,-0.0018,97.836,9.77,0,0,119.54,1.8848,1.8701,-1.9897,-1.9895,6.25948,6.29911,1060,2.05,-0.0123,32,0.03,81.8,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
59,20120124,-77.756167,-179.6235,600,606.946,61,2,1336,34.702,34.7094,27.9426,27.9487,-1.9245,-1.9245,2.746228,2.746767,-0.0051,97.6792,40.68,0,0,116.8,1.8694,1.8533,-1.9394,-1.9394,6.25647,6.29458,1061,2.05,-0.0128,32.1,-0.0284,82.2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
59,20120124,-77.756167,-179.6235,652,652.268,61,1,1336,34.7248,34.7331,27.9603,27.9671,-1.8893,-1.8891,2.752836,2.753452,-0.0025,96.8029,8.82,0,0,116.8,1.8495,1.8318,-1.9058,-1.9056,6.19304,6.22376,1062,1.24,0.0523,19,0.722,72.8,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
60,20120124,-77.764,179.55017,1,0.493,62,24,1531,34.0885,34.0964,27.4023,27.4087,-0.6879,-0.6879,2.777379,2.777963,5.682,84.0816,5.4,331.47,58.682,564.87,2.5087,2.4833,-0.6879,-0.6879,8.165,8.23107,1063,1.19,0.0449,18.4,0.48,73,0.707,0.374,1.89,6.02,1.64,nd,nd,nd,nd,nd,nd,nd,nd,2.49,4.37,28.04,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,432,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,202799.8162,0,19364.80529,154734.7649,547097.6045,6178.035298,61489.62507,1800.05159,240776.3311,6410.253273,248986.636,0.02267,0,0.002284,0.017593,0.059895,0.000562,0.00698,0.115871,0.277358,0,0.027946,0.215244,0.732788,0.006882,0.085395,1.417626,6.020558,1.640075
60,20120124,-77.764,179.55017,10,9.742,62,22,1531,34.0885,34.0962,27.4022,27.4084,-0.6853,-0.6846,2.778023,2.778652,8.9658,83.9458,98.58,29.718,5.0718,585.93,2.507,2.4805,-0.6855,-0.6848,8.15527,8.22795,1064,1.19,0.0484,18.3,0.489,72.9,0.694,0.365,1.901,5.95,1.53,0.0536,33,-77.7641,179.5502,12,10,20120124,1613,3.15,3.88,24.07,4,12,1.4,12.61,3.12,5.46,1.34,8.25,0.82,28.06,0.87,17.44,0.67,59.42,1.71,4.23,0.43,6.81,0.62,nd,nd,nd,nd,nd,nd,0.22,0.21,1.01,0.23,0.24,0.15,0.86,0.21,0.21,0.25,1.93,0.21,nd,nd,nd,nd,nd,nd,nd,12,8,1.4,52.71,8.56,14.19,4.42,1604.85,9.28,43.81,2.28,92,1.75,611.45,5.92,44.93,1.07,26.67,1.12,0.51,0.78,nd,nd,nd,nd,0.25,0.33,2.48,0.36,0.33,0.24,1,0.33,0.22,0.43,2.61,0.35,0.24,0.47,nd,nd,433,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,194985,591,19325,167220,619244,6114,67254,22512,192843,4555,219910,0.021797,0.000105,0.00228,0.019013,0.067794,0.000557,0.007634,0.10234,0.266671,0.001284,0.027889,0.232612,0.829422,0.00681,0.0934,1.252076,5.948239,1.528047
60,20120124,-77.764,179.55017,20,19.69,62,19,1531,34.0897,34.0982,27.4028,27.4099,-0.6747,-0.6822,2.77945,2.779455,9.719,83.8992,70.57,6.6319,1.1134,595.63,2.5066,2.4801,-0.6753,-0.6827,8.16306,8.23288,1065,1.19,0.0569,18.8,0.541,72.6,0.819,0.416,1.969,7.29,1.23,0.1086,33,-77.7641,179.5502,11,20,20120124,1613,3.45,3.64,19.26,4,17,2.2,7.9,2.04,3.86,0.9,12.14,0.58,16.63,0.56,14.45,0.45,64.52,1.4,3.47,0.3,10.13,0.46,0.41,0.32,nd,nd,nd,nd,nd,nd,0.84,0.16,nd,nd,0.45,0.13,0.19,0.16,1.32,0.13,0.15,0.19,0.06,0.09,nd,nd,nd,17,8,2.2,208.07,11.85,20.1,5.07,775.39,5.75,28.03,2.64,224.42,2.57,2318.84,13.79,74.2,1.06,71.34,1.11,0.31,0.51,nd,nd,nd,nd,0.3,0.22,3.72,0.3,0.12,0.15,0.75,0.21,0.55,0.27,5.22,0.22,0.6,0.34,0.11,0.22,434,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,208472,12365,18266,162782,653473,6034,64810,21819,191343,3756,216918,0.023304,0.002196,0.002155,0.018508,0.071541,0.000549,0.007357,0.100947,0.285116,0.026862,0.02636,0.226439,0.875268,0.006721,0.090006,1.23504,7.286141,1.234777
60,20120124,-77.764,179.55017,30,30.248,62,18,1531,34.0907,34.0985,27.4031,27.4095,-0.6626,-0.6668,2.781016,2.781244,10.1145,83.8601,71.15,1.5167,0.24472,619.77,2.5069,2.481,-0.6635,-0.6676,8.16682,8.24406,1066,1.18,0.0502,18.1,0.527,72.4,0.6,0.343,1.749,4.65,2.38,nd,nd,nd,nd,nd,nd,nd,nd,3.53,4.61,22.37,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,435,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,204854,nd,19297,170497,645921,6005,65373,18255,191408,3865,213528,0.0229,0,0.002276,0.019385,0.070714,0.000547,0.007421,0.09937,0.280168,0,0.027848,0.237171,0.865153,0.006689,0.090788,1.215739,4.646497,2.379164
60,20120124,-77.764,179.55017,40,40.357,62,17,1531,34.0918,34.1003,27.4031,27.4102,-0.6417,-0.6472,2.783305,2.783486,11.0954,84.0292,98.59,0.38638,0.058985,655.06,2.5074,2.4812,-0.6429,-0.6483,8.17487,8.25026,1067,1.17,0.052,18,0.496,72.5,0.621,0.332,1.87,5.23,1.58,nd,nd,nd,nd,nd,nd,nd,nd,3.06,5.58,20.39,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,436,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,217504,419,19202,161624,722299,6603,60739,25168,195085,3311,223564,0.024314,0.000074,0.002265,0.018377,0.079076,0.000601,0.006895,0.10404,0.297469,0.00091,0.027711,0.224828,0.967454,0.007355,0.084352,1.27288,5.225049,1.575299
60,20120124,-77.764,179.55017,45,45.278,62,16,1531,34.0949,34.1026,27.4043,27.4106,-0.6116,-0.6135,2.786283,2.78669,11.1831,83.9441,40.99,0.18981,0.028256,671.75,2.5152,2.4873,-0.6129,-0.6148,8.19892,8.26911,1068,1.17,0.0529,17.9,0.472,72.6,0.715,0.38,1.882,6.06,1.73,nd,nd,nd,nd,nd,nd,nd,nd,3.53,4.37,27.47,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,437,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,208903,1003,18533,165098,662141,6279,63141,18088,207204,4454,229746,0.023352,0.000178,0.002186,0.018772,0.07249,0.000572,0.007167,0.106917,0.285705,0.002179,0.026746,0.22966,0.886878,0.006994,0.087688,1.308078,6.056717,1.726813
60,20120124,-77.764,179.55017,50,50.569,62,14,1531,34.0984,34.1043,27.4063,27.4112,-0.5929,-0.5953,2.788345,2.788575,10.9651,83.5643,60.05,0.086987,0.013017,668.27,2.5261,2.4967,-0.5944,-0.5968,8.23757,8.29281,1069,1.15,0.0483,17.6,0.438,72,0.68,0.359,1.894,5.8,1.55,0.0428,33,-77.7641,179.5502,10,50,20120124,1613,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,5.803601,1.549787
60,20120124,-77.764,179.55017,60,60.182,62,13,1531,34.1008,34.1092,27.4048,27.4117,-0.5105,-0.5135,2.795857,2.796234,11.7115,83.3963,98.6,0.012322,0.001882,654.86,2.5346,2.5063,-0.5123,-0.5153,8.27648,8.35382,1070,1.1,0.0506,17.3,0.447,72.1,0.713,0.378,1.886,6.06,1.69,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,6.056717,1.685847
60,20120124,-77.764,179.55017,70,70.624,62,12,1531,34.101,34.1104,27.4053,27.4123,-0.5199,-0.5058,2.795561,2.797435,13.8029,83.0485,98.41,0,0,637.63,2.5146,2.4881,-0.522,-0.508,8.22999,8.31369,1071,1.13,0.044,17.6,0.464,72.3,0.832,0.44,1.891,7.09,1.93,nd,nd,nd,nd,nd,nd,nd,nd,3.16,4.85,30.87,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,7.087263,1.925245
60,20120124,-77.764,179.55017,80,80.581,62,11,1531,34.0999,34.1087,27.4076,27.4149,-0.5916,-0.5952,2.789943,2.790291,12.9519,84.2197,98.61,0,0,608.09,2.4901,2.4659,-0.594,-0.5976,8.14356,8.22996,1072,1.19,0.0477,17.9,0.702,72.8,0.702,0.378,1.857,5.86,1.88,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,5.85784,1.884724
60,20120124,-77.764,179.55017,100,100.908,62,10,1531,34.0914,34.1028,27.4184,27.4279,-1.0355,-1.0431,2.753227,2.753435,9.4433,86.8103,98.6,0,0,560.53,2.3422,2.3213,-1.0382,-1.0457,7.67485,7.74153,1073,1.44,0.0555,21.1,0.963,75.1,0.448,0.246,1.821,3.65,1.39,0.0645,33,-77.7641,179.5502,9,100,20120124,1613,nd,nd,nd,4,13,1.1,10.5,4.03,6.75,1.75,16.35,1.1,28.07,1.07,17.97,0.84,94.58,2.4,3.89,0.52,7.49,0.77,nd,nd,nd,nd,nd,nd,nd,nd,1.31,0.29,nd,nd,1,0.28,nd,nd,2.22,0.27,nd,nd,nd,nd,nd,nd,nd,13,8,1.1,115.84,12.8,17.59,6.49,2413.13,13.78,84.73,3.48,191.58,2.75,1132.76,9.57,66.55,1.47,80.35,1.79,nd,nd,nd,nd,0.37,0.53,nd,nd,2.52,0.45,0.27,0.3,1.24,0.42,0.59,0.55,4.02,0.45,0.5,0.62,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,3.65211,1.386702
60,20120124,-77.764,179.55017,150,151.65,62,9,1531,34.1882,34.207,27.5074,27.5226,-1.3352,-1.3317,2.737695,2.73935,5.7688,91.2204,36.79,0,0,501.68,2.1134,2.0948,-1.3388,-1.3354,6.8646,6.94487,1074,1.73,0.0919,26,1.21,78.9,0.55,0.315,1.746,4.25,2.2,0.0572,33,-77.7641,179.5502,8,140,20120124,1613,1.97,3.64,24.36,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,438,294.25,0.29425,1000,20,1020,1.02,300,150,450,425,0.666667,206903,465,8526,73502,593322,5509,62495,7413,176986,2749,187148,0.023129,0.000083,0.001006,0.008357,0.064956,0.000502,0.007094,0.087093,0.28297,0.00101,0.012304,0.102245,0.794701,0.006136,0.086791,1.065543,4.248742,2.203395
60,20120124,-77.764,179.55017,200,201.284,62,8,1531,34.3293,34.3408,27.6328,27.6425,-1.6882,-1.7007,2.720838,2.720629,0.9561,95.1427,36.79,0,0,492.11,1.9997,1.9829,-1.6926,-1.705,6.47729,6.52952,1075,1.95,0.146,29.3,0.737,81.7,3.57,2.54,1.406,0.89,1.59,0.1125,33,-77.7641,179.5503,7,200,20120124,1737,1.36,2.43,18.69,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.886769,1.590696
60,20120124,-77.764,179.55017,300,302.868,62,7,1531,34.4468,34.4538,27.7324,27.738,-1.8342,-1.8322,2.721769,2.722433,0.1329,96.9035,36.8,0,0,478.7,1.9676,1.9528,-1.8408,-1.8388,6.4447,6.48228,1076,1.93,0.114,30.4,0.0621,82.4,nd,nd,nd,nd,nd,0.0812,33,-77.7641,179.5502,6,300,20120124,1613,nd,nd,nd,4,14,2.5,8.79,1.96,4.04,0.85,14.29,0.57,18.59,0.55,15.59,0.43,100.99,1.63,4.51,0.29,6.05,0.38,nd,nd,nd,nd,nd,nd,nd,nd,0.76,0.14,nd,nd,0.51,0.12,nd,nd,1.13,0.12,nd,nd,0.06,0.08,nd,nd,nd,14,8,2.5,104.97,7.33,14.49,3.46,913.51,5.64,23.37,1.77,112.22,1.54,1090.88,7.33,47.01,0.79,32.86,0.78,0.48,0.44,nd,nd,0.28,0.24,0.3,0.19,3.09,0.25,0.2,0.13,0.55,0.18,0.39,0.24,3.31,0.2,0.44,0.28,0.07,0.18,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
60,20120124,-77.764,179.55017,363,363.425,62,6,1531,34.5234,34.5287,27.8007,27.805,-2.0723,-2.0733,2.710196,2.710494,0.0636,97.5096,36.79,0,0,476.79,1.9323,1.9199,-2.0798,-2.0808,6.39221,6.43139,1077,1.96,-0.0045,31.1,0.0693,81.7,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
60,20120124,-77.764,179.55017,400,404.464,62,5,1531,34.5703,34.5778,27.8366,27.8427,-1.9785,-1.978,2.723201,2.723778,0.0251,97.3957,36.79,0,0,474.99,1.8927,1.8786,-1.9873,-1.9868,6.22096,6.25585,1078,2.02,-0.0105,31.8,0.0482,82.8,nd,nd,nd,nd,nd,0.1893,33,-77.7641,179.5503,5,400,20120124,1737,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
