sta,date,lat,lon,depth_n,press,cast,bottle,time,sal,sal2,density,density2,temp,temp2,cond,cond2,fluor,trans,alt,par,cpar,spar,O2_v,O2_v2,potemp,potemp2,O2_ml_L1,O2_ml_L2,bottle_nuts,PO4,NO2,NO2_NO3,NH4,SiO4,Fo,Fa,Fo_Fa,chl_a,phaeo,dFe,cast_tmctd,lat_tmctd,lon_tmctd,bottle_tmctd,depth_tmctd,date_tmctd,time_tmctd,Bsi,PON,POC,filter_code_0_4micron,filter_id_0_4micron,vol_filt_0_4micron,Mg_0_4micron,Mg_3sd_0_4micron,Al_0_4micron,Al_3sd_0_4micron,Si_0_4micron,Si_3sd_0_4micron,P_0_4micron,P_3sd_0_4micron,S_0_4micron,S_3sd_0_4micron,Cl_0_4micron,Cl_3sd_0_4micron,K_0_4micron,K_3sd_0_4micron,Ca_0_4micron,Ca_3sd_0_4micron,Ti_0_4micron,Ti_3sd_0_4micron,V_0_4micron,V_3sd_0_4micron,Cr_0_4micron,Cr_3sd_0_4micron,Mn_0_4micron,Mn_3sd_0_4micron,Fe_P_0_4micron,Fe_P_3sd_0_4micron,Ni_0_4micron,Ni_3sd_0_4micron,Cu_0_4micron,Cu_3sd_0_4micron,Zn_0_4micron,Zn_3sd_0_4micron,Br_0_4micron,Br_3sd_0_4micron,Sr_0_4micron,Sr_3sd_0_4micron,Pb_0_4micron,Pb_3sd_0_4micron,prim_prod,prim_prod2,prim_prod3,filter_code_2micron,filter_id_2micron,vol_filt_2micron,Mg_2micron,Mg_err_2micron,Al_2micron,Al_err_2micron,Si_2micron,Si_err_2micron,P_2micron,P_err_2micron,S_2micron,S_err_2micron,Cl_2micron,Cl_err_2micron,K_2micron,K_err_2micron,Ca_2micron,Ca_err_2micron,Ti_2micron,Ti_err_2micron,V_2micron,V_err_2micron,Cr_2micron,Cr_err_2micron,Mn_2micron,Mn_err_2micron,Fe_P_2micron,Fe_P_err_2micron,Ni_2micron,Ni_err_2micron,Cu_2micron,Cu_err_2micron,Zn_2micron,Zn_err_2micron,Br_2micron,Br_err_2micron,Sr_2micron,Sr_err_2micron,Pb_2micron,Pb_err_2micron,hplc_sample_num,hplc_tot_vol_mL,hplc_tot_vol_L,hplc_vol_90pcnt_acetone,hplc_vol_CTX,hplc_vol_extract_uL,hplc_vol_extract_mL,hplc_inject_vol_sample,hplc_buff_vol,hplc_samp_buff_vol,hplc_vol_inj_samp_bot,hplc_buff_dil_factor,hplc_chl_c3,hplc_peri,hplc_but19,hplc_fuco,hplc_hex19,hplc_allo,hplc_cantha,hplc_chla_allo,hplc_chla,hplc_chla_epi,hplc_chla_sum,hplc_chl_c3_slope,hplc_peri_slope,hplc_but19_slope,hplc_fuco_slope,hplc_hex19_slope,hplc_allo_slope,hplc_cantha_slope,hplc_chla_slope,hplc_jeff_chl_c3,hplc_jeff_peri,hplc_jeff_19but,hplc_jeff_fuco,hplc_jeff_19hex,hplc_jeff_allo,hplc_jeff_cantha,hplc_jeff_chla,hplc_fluor_chl_a,hplc_fluor_phaeo_a
17,20120116,-76.6635,170.47383,5,5.338,18,21,143,34.11,34.1094,27.3003,27.2967,1.4363,1.4806,2.958733,2.96247,35.2447,65.0413,98.59,46.854,8.802,532.32,2.7683,2.7178,1.4361,1.4803,8.54623,8.68308,347,0.5,0.244,9.1,0.409,39.4,1.17,0.61,1.918,19.15,4.48,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,22.44,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,19.150622,4.482724
17,20120116,-76.6635,170.47383,10,10.558,18,19,143,34.1059,34.1155,27.2991,27.3074,1.4074,1.3997,2.95618,2.956279,34.6205,65.8363,57.56,7.997,1.5132,528.49,2.7478,2.7081,1.4069,1.3992,8.49609,8.67046,346,0.56,0.23,9.9,0.529,41.7,1.16,0.57,2.035,17.87,1.69,nd,nd,nd,nd,nd,nd,nd,nd,31.82,8.74,49.84,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,18.07,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,187,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,36289,0,3032,5335655,201358,13682,67372,660234,847364,78041,1585639,0.004057,0,0.000358,0.606661,0.022044,0.001246,0.007648,0.737911,0.026219,0,0.002312,3.920967,0.142477,0.008051,0.049428,4.769262,17.865826,1.688663
17,20120116,-76.6635,170.47383,20,20.419,18,17,143,34.146,34.1207,27.3973,27.3468,0.3628,0.8689,2.870912,2.911888,20.2576,79.0958,98.6,0.56268,0.10724,524.7,2.5759,2.5746,0.362,0.8681,8.16405,8.379,345,0.9,0.157,13.7,1.17,53.4,1.84,1.02,1.804,14.89,6.09,nd,nd,nd,nd,nd,nd,nd,nd,18.54,5.83,37.38,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.56,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,188,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,85962,0,4833,2970221,458002,14349,66277,336525,519209,27053,882787,0.009609,0,0.00057,0.337712,0.050141,0.001306,0.007523,0.410824,0.062107,0,0.003685,2.182701,0.324072,0.008444,0.048624,2.655234,14.889964,6.09366
17,20120116,-76.6635,170.47383,30,30.627,18,16,143,34.3043,34.2976,27.5577,27.5513,-0.2607,-0.2399,2.830657,2.831911,5.0361,90.3826,98.6,0.077871,0.014897,522.74,2.4526,2.4396,-0.2617,-0.2409,7.81617,7.96839,344,1.3,0.0998,18.6,1.79,65.2,0.815,0.516,1.579,3.7,3.53,nd,nd,nd,nd,nd,nd,nd,nd,8.82,4.13,19.54,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,189,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,195172,0,10169,460784,725248,7475,64950,29045,223226,3994,256265,0.021818,0,0.0012,0.052391,0.079399,0.000681,0.007373,0.119258,0.141011,0,0.007753,0.338612,0.51317,0.004399,0.047651,0.77079,3.695947,3.530166
17,20120116,-76.6635,170.47383,40,40.177,18,15,143,34.315,34.3366,27.5844,27.6033,-0.6576,-0.6904,2.798484,2.797324,6.0234,91.1129,98.61,0.011185,0.002148,520.83,2.3875,2.3736,-0.6588,-0.6916,7.69434,7.81909,343,1.42,0.103,20.1,1.92,66.8,0.547,0.373,1.466,2.63,3.76,nd,nd,nd,nd,nd,nd,nd,nd,7.16,2.91,15.86,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,190,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,202889,0,12815,379523,748776,7853,64847,26442,201599,4517,232558,0.02268,0,0.001512,0.043152,0.081975,0.000715,0.007361,0.108226,0.146586,0,0.00977,0.278897,0.529818,0.004621,0.047575,0.699485,2.630778,3.75839
17,20120116,-76.6635,170.47383,50,50.635,18,14,143,34.3567,34.3662,27.631,27.6395,-0.9715,-0.9938,2.775701,2.774527,6.293,91.5308,98.61,0,0,518.91,2.2759,2.2652,-0.9729,-0.9951,7.40795,7.54118,342,1.61,0.105,22.8,1.83,70.3,10.2,6.47,1.577,3.46,3.34,nd,nd,nd,nd,nd,nd,nd,nd,5.67,2.91,20.39,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,191,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,255852,0,13275,293334,868434,7143,65467,28183,189387,2220,219790,0.028601,0,0.001566,0.033352,0.095075,0.00065,0.007431,0.102284,0.184852,0,0.010121,0.21556,0.614485,0.004203,0.04803,0.661081,3.456913,3.336444
17,20120116,-76.6635,170.47383,60,60.788,18,13,143,34.4336,34.4418,27.7123,27.719,-1.515,-1.5153,2.736317,2.736885,4.2778,93.574,98.61,0,0,517.27,2.1399,2.1377,-1.5164,-1.5166,6.92121,7.03852,341,1.77,0.0979,25.5,1.66,73.6,0.701,0.441,1.59,2.39,2.21,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,2.394699,2.206984
17,20120116,-76.6635,170.47383,70,70.821,18,12,143,34.4831,34.4914,27.7559,27.7627,-1.6269,-1.627,2.731001,2.731598,2.107,94.7917,98.61,0,0,517,2.0825,2.084,-1.6285,-1.6285,6.73482,6.84325,340,1.87,0.112,27.1,1.28,76,9.71,6.6,1.471,1.36,1.92,nd,nd,nd,nd,nd,nd,nd,nd,4.12,1.7,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,1.364014,1.91545
17,20120116,-76.6635,170.47383,80,81.038,18,11,143,34.5326,34.5393,27.7991,27.8045,-1.7294,-1.7253,2.726473,2.7273,0.6309,96.2283,98.61,0,0,515.35,2.0432,2.0434,-1.7311,-1.727,6.56429,6.67078,339,1.9,0.125,28,0.898,77.1,5.39,3.83,1.407,0.68,1.22,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.6842,1.218883
17,20120116,-76.6635,170.47383,100,101.145,18,10,143,34.567,34.5723,27.8298,27.834,-1.8271,-1.8214,2.721714,2.72257,0.3413,96.6097,98.61,0,0,515.08,2.0019,1.9991,-1.8292,-1.8235,6.42561,6.51161,338,1.96,0.141,29,0.476,77.2,3.56,2.56,1.391,0.44,0.83,nd,nd,nd,nd,nd,nd,nd,nd,0.89,1.46,11.89,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.43859,0.833445
17,20120116,-76.6635,170.47383,150,151.33,18,9,143,34.6204,34.6259,27.876,27.8806,-1.9294,-1.932,2.719315,2.719489,0.1802,97.3224,98.61,0,0,513.17,1.9685,1.9627,-1.9324,-1.935,6.32714,6.40578,337,2,0.0254,30.2,-0.0497,77.8,1.09,0.754,1.446,0.15,0.23,nd,nd,nd,nd,nd,nd,nd,nd,0.95,1.46,17.28,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.147366,0.227288
17,20120116,-76.6635,170.47383,200,202.498,18,8,143,34.6491,34.6555,27.899,27.9043,-1.916,-1.9179,2.724832,2.725128,0.0821,97.4123,98.61,0,0,515.08,1.9603,1.9539,-1.9201,-1.9221,6.33302,6.40636,336,2.02,-0.0051,30.2,-0.0229,77.7,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
17,20120116,-76.6635,170.47383,300,303.78,18,6,143,34.6692,34.6772,27.9149,27.9214,-1.8931,-1.893,2.732814,2.733394,0.0477,97.73,98.61,0,0,522.19,1.9437,1.9365,-1.8997,-1.8996,6.33664,6.41154,335,1.99,-0.0164,30.1,-0.0279,76.7,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
17,20120116,-76.6635,170.47383,400,404.776,18,4,143,34.6857,34.694,27.9286,27.9354,-1.9039,-1.9038,2.737682,2.738294,0.0218,97.7948,98.61,0,0,528.49,1.9232,1.9161,-1.9131,-1.913,6.32856,6.40988,334,1.98,-0.0248,30.3,-0.0366,78,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
17,20120116,-76.6635,170.47383,500,506.259,18,3,143,34.707,34.7153,27.9458,27.9526,-1.8957,-1.8955,2.744479,2.745096,0.0283,97.7884,98.61,0,0,524.66,1.9033,1.8954,-1.9078,-1.9076,6.32457,6.39988,333,2.02,-0.0276,30.3,0.005,78,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
17,20120116,-76.6635,170.47383,600,607.333,18,2,143,34.7278,34.7365,27.9628,27.9698,-1.8916,-1.8912,2.750857,2.751507,0.0076,97.225,98.61,0,0,488.28,1.8441,1.8337,-1.9067,-1.9063,6.13374,6.19862,332,2.06,-0.0214,31.1,-0.0259,82.7,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
17,20120116,-76.6635,170.47383,700,704.748,18,1,143,34.7569,34.7652,27.9862,27.993,-1.8819,-1.8817,2.75809,2.758712,0.0108,96.4343,8.62,0,0,423.25,1.8108,1.8,-1.9002,-1.9,6.05212,6.11913,331,2.08,-0.0055,31.2,-0.0408,89.5,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
18,20120116,-76.5955,170.47617,1,1.048,19,23,313,33.891,33.9143,27.1185,27.1367,1.5213,1.5285,2.948562,2.951018,24.6412,65.6806,98.61,334.01,49.838,670.18,2.7775,2.7212,1.5212,1.5285,8.56994,8.6877,367,0.47,0.252,9.4,0.166,39.6,1.33,0.653,2.037,13.88,1.29,nd,nd,nd,nd,nd,nd,nd,nd,31.92,8.98,67.67,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,16.27,266.4,6393.5,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,192,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,0,0,0,4596060,106253,9365,66531,532736,778055,61516,1372307,0,0,0,0.522569,0.011632,0.000853,0.007552,0.638632,0,0,0,3.377467,0.075182,0.005511,0.048811,4.127605,13.878304,1.28736
18,20120116,-76.5955,170.47617,5,4.704,19,22,313,34.0664,34.0894,27.2589,27.2782,1.5269,1.5153,2.963017,2.963845,29.7902,65.8283,98.61,101.96,15.042,677.84,2.7718,2.7154,1.5266,1.5151,8.53484,8.66238,366,0.48,0.246,9.8,0.226,40.8,1.71,0.802,2.132,18.61,0.01,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,21.81,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,193,557,0.557,1000,20,1020,1.02,300,150,450,100,0.666667,12926,0,245,717684,45293,1741,13610,34093,209632,6666,250391,0.001445,0,0.000029,0.0816,0.004959,0.000159,0.001545,0.116525,0.039691,0,0.000794,2.241443,0.136206,0.004354,0.042436,3.20077,18.613738,0.012392
18,20120116,-76.5955,170.47617,10,9.85,19,20,313,34.1365,34.1451,27.3172,27.3235,1.4983,1.5072,2.966324,2.967763,28.2343,70.5584,98.58,22.087,3.1429,702.73,2.7358,2.6793,1.4978,1.5067,8.44493,8.55611,365,0.67,0.199,11.8,0.461,47.9,1.25,0.588,2.126,14.63,0.09,nd,nd,nd,nd,nd,nd,nd,nd,24.83,7.04,52.95,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,15.22,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,194,557,0.557,1000,20,1020,1.02,300,150,450,425,0.666667,170298,0,21540,607086,585339,8441,65312,50868,221271,4540,276679,0.019037,0,0.002541,0.069025,0.064082,0.000769,0.007414,0.128758,0.12304,0,0.016422,0.446124,0.414173,0.004967,0.047916,0.832191,14.626903,0.091891
18,20120116,-76.5955,170.47617,15,14.761,19,19,313,34.2348,34.1982,27.4452,27.4031,0.7632,0.9632,2.911438,2.925655,19.3354,80.0979,98.58,6.24,0.89527,696.99,2.6064,2.5858,0.7626,0.9626,8.19498,8.30052,364,1.13,0.123,16.9,1.39,62.6,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
