X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.9124688518284403E7,-6268012.787868336,train,6.275180085294374E-5,12.768586099385224,0.405269965491283
8348961.809495518,-9439276.317602228,train,9.355341734812548E-5,31.632646282519815,0.5391653164435461
-8066210.302880602,-4089431.0997367264,train,4.023078979393355E-4,98.9905792442741,0.9642609710828806
-8166397.844594549,-3995557.043280985,train,2.3377981153933363E-4,93.21834215864787,0.855710092593629
-8167511.039502482,-4004909.1094803084,train,2.346259679978132E-4,93.36367039568704,0.8567176012283908
1.6945052888552103E7,-3988881.7450408703,train,3.8557736872657186E-4,98.73565942195695,0.9589500810738583
1.715210714142759E7,-3962219.9198868293,train,2.982471650888873E-4,97.49926958107814,0.9153969490854647
1.8588815413919013E7,-1.2784442044273134E7,train,6.92996049250252E-5,16.492106933296668,0.43665895433765844
-1667936.6659875796,-8940746.316539595,train,5.5257286412513236E-5,8.782474848010082,0.3671903553457072
-1452719.3548522203,-1.0667010218338706E7,train,8.614942139575566E-5,27.34680594939556,0.5100262248663086
-3044588.073196032,-7616242.384092916,train,6.733727266763585E-5,15.317903246230792,0.42742983649347266
1.9421544204382822E7,-7437367.037591572,train,1.3247246961421241E-4,48.84394881534419,0.6661303391332078
1.944937407708114E7,-7586137.279303898,train,1.288103037838366E-4,47.08366985587028,0.6558501829335813
1.951244770056461E7,-7966083.874058333,train,1.514631898446325E-4,56.962244437670016,0.7147150474012967
1.9621919287810713E7,-8440907.470828557,train,1.9422814822294088E-4,81.58303579768442,0.7997929924799368
1.9696124860373512E7,-8735074.852975545,train,2.070837617228635E-4,87.16958091739357,0.8200112181517398
1.9742511692187067E7,-8928719.595077299,train,2.4256289303478557E-4,94.20031310300298,0.8658321244393031
1.989835897929765E7,-9387814.241738394,train,1.7022289400431845E-4,65.17307178960387,0.7557629199211029
2.0005971531047508E7,-1.0017778881618023E7,train,5.19300755081215E-5,7.397378495777813,0.3495123625798674
1.992618885199597E7,-9675636.673821183,train,1.3127975893906908E-4,48.25498861300502,0.6628164240839187
1.8932105799212035E7,-4129906.949637772,train,7.934767214407073E-5,23.16824751078304,0.48163627943744547
1.6564340230039109E7,-8340505.728449973,train,1.8718830506717342E-4,75.41135671567962,0.7877746219055869
1.8061587381208636E7,-4471845.403788092,train,1.954989703555879E-4,82.2244804229491,0.8018888592695845
1.852690285272452E7,-4344222.881511074,train,1.0569724820821516E-4,36.97607249332281,0.5832542581087725
1.929946011882984E7,-3835102.738457779,train,4.097537965881164E-5,3.8513071141955098,0.2877434740110646
-1.9347327499870945E7,-1.0088278431644956E7,train,2.5530090219734476E-5,1.4438904914779642,0.19056167047628114
-1.946977893974355E7,-1.0618368867734695E7,train,6.383636959899502E-5,13.3413993302854,0.41058750792528487
-5514544.934917185,-8829668.752582835,train,4.6665067434281644E-5,5.356167312102283,0.3205240576695674
-6750970.5191580765,-8414446.33653948,train,1.444635785639156E-4,53.89088945293781,0.6976902059831894
1.3558713978620721E7,-9185635.533301996,train,1.2575747709923623E-4,45.61535506669529,0.6470390114265105
1.5284166085916461E7,-8588415.031895077,train,1.6551782198265973E-4,62.99772272474575,0.7460589642344368
1.5584728711058298E7,-8588415.031895077,train,1.640901160256217E-4,62.21855035820005,0.7430388435415125
1.5762839896327537E7,-9756230.591640873,train,8.182698703634721E-5,24.831834393001632,0.49217040366542697
1.6742451415308345E7,-8187004.550457853,train,2.2865723069814538E-4,92.65704554661853,0.8494576234131688
1.6764715313467E7,-8362698.548500747,train,1.7084721023790297E-4,65.40127159482259,0.757022358182593
1.6920562600577585E7,-8208738.425848883,train,2.1874455475904742E-4,90.99915674361966,0.8365787060502655
1.738810446190933E7,-8588415.031895077,train,1.9438454206307642E-4,81.6513330523964,0.8000521122424619
1.7610743443495877E7,-8774179.348834852,train,1.0961731736736385E-4,38.60557239478325,0.5965654740904828
1.772206293428915E7,-8868886.858811272,train,1.0199946016463231E-4,35.70269930440395,0.5702955318047221
1.8864946750416454E7,-1.3609441244495643E7,train,5.069250001288952E-5,6.876166183791329,0.34281165186804763
1.9107990594665408E7,-1.3451513551229928E7,train,9.198991999393092E-5,30.710298134194527,0.5331599483427787
1.9306506642597053E7,-1.3297299316300178E7,train,7.410113957956228E-5,19.421244164359777,0.45861877478182
1.9315790688129213E7,-7189275.604179957,train,1.0676803969108364E-4,37.399570762040135,0.586933300773474
1.9540277573262926E7,-8097120.9967346955,train,1.602559812607757E-4,60.53250651842826,0.7347493034407364
1.9603362328695472E7,-9702398.096128387,train,5.1160308827338754E-5,7.102208808089568,0.34535262533654454
1.97740485039288E7,-9058051.365040734,train,2.745414875938708E-4,96.76515894057522,0.8970465382850193
1.986310409656342E7,-1.2521691525454376E7,train,6.934402888771075E-5,16.518655651092068,0.4368661552323193
6679169.447596414,-8362698.548500747,train,1.066480292134887E-4,37.33821629383053,0.5865225882134601
6679169.447596414,-8588415.031895077,train,9.90358216976157E-5,34.350087458468046,0.5596192995873844
7228345.231111594,-8362698.548500747,train,1.1111573425906739E-4,39.28726653114572,0.6015405175218972
7235766.901562782,-8588415.031895077,train,9.279102635851604E-5,31.2358324303339,0.536246697625741
7235766.901562782,-9307091.933284454,train,8.054502749550981E-5,24.016681006857855,0.4867506144445204
7235766.901562782,-9062139.39009366,train,7.786508483941724E-5,22.168143992944596,0.475232941805232
7235766.901562782,-9311318.355852628,train,8.40059445646005E-5,26.124336973687097,0.5012514791718882
7792364.355529149,-9569603.113292381,train,1.0109547159585176E-4,35.2422876385319,0.5670667240542939
7792364.355529149,-1.0116680739456367E7,train,8.082002310754514E-5,24.181275766953856,0.4879180760735461
8348961.809495518,-9218935.250599641,train,9.247423937652194E-5,31.046616491748626,0.535028530354527
8348961.809495518,-9569603.113292381,train,8.520659763362405E-5,26.717640341182193,0.5061857700804053
8348961.809495518,-9975821.181070354,train,7.820540599699785E-5,22.366022514182106,0.4767097582155857
8348961.809495518,-1.0407332515149962E7,train,7.660191820601684E-5,21.27561437969282,0.469714919809491
8905559.263461886,-9062139.39009366,train,8.114288264422278E-5,24.3906358893437,0.48928534972656945
